1,
2,【#封校期女生隔栅栏修脚#：甲沟炎疼痛难忍】据@星视频 报道：11月6日，郑州，一段女生隔着栅栏修脚趾甲的视频，逗乐了众网友。一名女生因为脚趾上的甲沟炎发作，疼痛难忍。由于疫情封校，她无奈在网上叫来上门修脚的师傅。师傅在校门口隔着栅栏给自己修脚，最后还用纱布将脚指头包了起来。当事人夏同学表示，当时师傅来了也挺无奈的，自己也顾不上尴尬，只要脚不疼就好。 星视频的微博视频
3,【#石家庄今起对达到解封条件的单元楼栋小区解除封控#】上午，石家庄市召开新冠肺炎疫情防控工作新闻发布会，介绍疫情防控最新情况，并答记者问。会上通报，11月5日0时—24时，晋州市在隔离点核酸检测时发现的1例初筛阳性转为确诊病例。侯某某，男，7岁，现住晋州市小樵镇庞村，系11月4日确诊的赵某某共同生活的孙子。11月4日核酸检测初筛为阳性，经复检仍为阳性，结合其临床表现和肺部CT检查、核酸检测等结果，确诊为新冠肺炎（轻型）。截至11月5日24时，石家庄市累计确诊病例56例，出院1例，现有55例，其中普通型39例、轻型15例、无症状感染者1例。自10月23日疫情发生以来，为最大程度阻断疫情传播途径，根据《国务院联防联控机制新冠肺炎疫情社区防控方案》要求，对病例和无症状感染者涉及的生活小区、工作场所，采取了严格的封控措施，并随着疫情形势发展，及时精准调整管控区域。对满足“近14天区域内无新增病例或无症状感染者、区域内最后一名密切接触者自末次暴露超过14天，核酸检测为阴性、解控前2天区域内所有人员完成一轮核酸筛查，均为阴性”三个解封条件的单元、楼栋、小区，自今日起陆续解除封控管控管理，恢复正常生产生活秩序。10月23日确诊病例李某的密接、次密接人员，从今天起，将陆续达到集中隔离14天的隔离时限。根据国务院联防联控机制《新型冠状病毒肺炎防控方案》（第八版）和河北省应对新型冠状病毒肺炎疫情领导小组办公室有关要求，启动了“14+7”的解除隔离工作。对达到隔离14天的集中隔离人员，进行“双采双检”、血清抗体、胸部CT检查，符合标准的，依法稳妥转入7天的居家隔离，纳入社区网格化管理。同时，我们将严格落实三级分包机制和“五包一”责任制，认真做好居家健康观察和服务保障。希望转入居家健康监测人员，积极配合社区管理，做好个人防护和日常清洁消毒，如果出现异常情况，及时报告。（冀时客户端） 石家庄
4,#新东方将退租1500个教学点#疫情、线上教育以及“双减”政策等的多重压力，让传统教育培训行业面临前所未有的压力。新东方曾经缔造了教育培训的“神话”，现在的困境之下，如何谋生和转型，是一个非常现实的问题。而教育培训行业的困境，必然对整个社会的就业形势产生影响，如何保护好员工的合法权益，也是一个问题。#v光计划#
5,【#日照滞留旅客因伙食太好没空吃零食# 】据@闪电新闻 报道：日前，日照五莲县已对645名滞留旅客进行两轮核酸检测，均为阴性，全部具备返程条件。11月4日起，滞留五莲旅客陆续踏上了归家之路。临走时，湖北游客江丹说，“因为经历过疫情，我准备了很多零食。但酒店伙食太好了，自己准备的零食都没机会吃上。临走时酒店还给准备了桔子。”感谢五莲，再见！闪电新闻的微博视频
6,【佳兆业集团声明：对公司担保的财富产品出现兑付逾期深表歉意，正采取多项措施解决问题】#佳兆业回应财富产品兑付逾期#11月8日，佳兆业集团发布声明称，受佳兆业集团资金流动性困难影响，由深圳锦恒财富管理有限公司发行、佳兆业集团（深圳）有限公司担保的财富产品出现兑付逾期，给各位投资人带来困扰，公司深表歉意。公司称正在采取多项措施解决问题，包括：广泛征求投资人意见，拿出更为可行的兑付方案；加快深圳、上海等地优质资产处置，回笼资金用于兑付财富产品；梳理可抵押资产，为财富产品提供兑付保障；加快在售地产项目销售，实现快速回款。佳兆业集团称，公司总体资产价值大于负债，有足够可供处理的优质资产，为投资人提供财富产品的后续兑付。此外，佳兆业集团表示，基于新冠疫情带来的公共安全考虑，原定于本周三（11月10日）召开的投资人代表见面会取消。
7,国家流感中心监测数据显示：南方省份流感活动水平自九月份以来呈明显上升趋势，北方省份监测到的流感病毒数量较上周增加，均高于去年同期。目前监测到的流感病毒均为 B 型。本周报告 82 起 B 型流感暴发疫情，高于上一周。新冠疫情前，柳叶刀有文曾分析我国流感每年死亡病例平均8万以上，也没有引起多大重视。网页链接 网页链接
8,【#女子患爆炸头综合征每晚被巨响炸醒#】据@钱江晚报 报道：将近一年的时间，50多岁的陈女士（化名）几乎每晚睡觉都会被突然的巨响炸醒，醒来后又发现四周很安静，多的时候一个晚上要醒来四五次。直到去医院就诊后，才得知患了“爆炸头综合征”。 医生张力三为陈女士做了系统的睡眠监测，“爆炸头综合征比较少见，但会对患者造成极大的困扰。” 张力三解释，爆炸头综合征是一种罕见的异态睡眠，患者从睡梦中醒来时会感觉到巨大的噪音，以及伴随睡眠而来的一系列问题。一般患者会出现这些症状：无痛的巨响、钹的碰撞、炸弹爆炸等。 爆炸头综合征的发生原因尚不清楚。一般是在人非常疲倦或承受压力时，它可能会更频繁地发生，许多人在几年内发生的频率较低。目前尚不清楚有多少人患有爆炸头综合征。它在女性中可能比男性更常见。它可以发生在所有年龄段，甚至有早在不到10岁的报道。首次出现时的平均年龄为58岁。 以陈女士为例，她刚好处在更年期，情绪不大好，疫情之后，经营的生意又出了些问题，所以睡眠一直不好，精神压力也比较大。 爆炸头综合征可能会与头痛综合征相混淆。但与头痛不同的是，爆炸头综合征通常是一种无痛的发作，没有挥之不去的疼痛。 对于爆炸头综合征，一般不需要使用药物，最主要的是患者要作息规律，保证充足的睡眠，保持良好的精神状态。钱江晚报的微博视频
9,【新冠肺炎疫情防控最新健康提示】#石家庄身边事#近期，国内疫情呈多点散发态势，河北省也出现了本土确诊病例，疫情防控形势严峻复杂。为有效控制疫情传播，河北省疾控中心发出最新健康提示。
10,【#食堂人员变黄码烹饪专业学生挑大梁# 提前上岗“就业”】11月6日，四川成都。一学校食堂工作人员因疫情不能返校，烹饪专业学生提前上岗“就业”。学校工作人员表示，学校一些食堂工作人员变成黄码，无法入校，就紧急集合了烹饪专业同学承担食堂的工作，受到了学生们的欢迎。#校方回应烹饪专业学生提前上岗# 极目新闻的微博视频
