id,area,confirmed,confirmedRelative,crued,curConfirm,curConfirmRelative,curedPercent,curedRelative,died,diedPercent,diedRelative,icuDisable
1,汤加王国,1,0,0,1,0,0.0%,0,0,0.0%,0,1
2,韩国,429002,4115,381851,43750,2264,89.0%,1816,3401,0.8%,35,1
3,帕劳共和国,8,0,8,0,0,100.0%,0,0,0.0%,0,1
4,圣赫勒拿,2,0,2,0,0,100.0%,0,0,0.0%,0,1
5,密克罗尼西亚,1,0,1,0,0,100.0%,0,0,0.0%,0,1
6,萨摩亚独立国,3,0,3,0,0,100.0%,0,0,0.0%,0,1
7,瓦努阿图共和国,6,0,3,2,0,50.0%,0,1,16.7%,0,1
8,马尔维纳斯群岛,72,0,68,4,0,94.4%,0,0,0.0%,0,1
9,马绍尔群岛,4,0,4,0,0,100.0%,0,0,0.0%,0,1
10,瓦利斯和富图纳群岛,445,0,438,0,0,98.4%,0,7,1.6%,0,1
11,所罗门群岛,20,0,20,0,0,100.0%,0,0,0.0%,0,1
12,莱索托,21735,4,13601,7472,4,62.6%,0,662,3.0%,0,1
13,科摩罗,4478,0,4254,74,0,95.0%,0,150,3.3%,0,1
14,塔吉克斯坦,17095,0,16966,5,0,99.2%,0,124,0.7%,0,1
15,海峡群岛,16815,350,14771,1944,138,87.8%,212,100,0.6%,0,1
16,阿拉伯联合酋长国,741720,73,736511,3064,0,99.3%,90,2145,0.3%,1,1
17,也门,9977,5,6804,1230,1,68.2%,4,1943,19.5%,0,1
18,圣皮埃尔,44,11,32,12,11,72.7%,0,0,0.0%,0,1
19,圣多美和普林西比,3731,0,3675,0,0,98.5%,1,56,1.5%,0,1
20,南苏丹,12701,4,12328,240,4,97.1%,0,133,1.0%,0,1
21,马拉维,61867,0,58756,807,0,95.0%,1,2304,3.7%,0,1
22,布隆迪,20351,2,773,19540,2,3.8%,0,38,0.2%,0,1
23,塞拉利昂,6400,0,4393,1886,0,68.6%,0,121,1.9%,0,1
24,博茨瓦纳,194652,0,191529,707,0,98.4%,0,2416,1.2%,0,1
25,百慕大,5724,0,5593,25,0,97.7%,0,106,1.9%,0,1
26,英属维尔京群岛,2765,0,2649,78,0,95.8%,0,38,1.4%,0,1
27,安圭拉,1334,66,1207,124,15,90.5%,51,3,0.2%,0,1
28,格林纳达,5880,2,5622,58,0,95.6%,3,200,3.4%,0,1
29,圣基茨和尼维斯,2774,7,2716,30,0,97.9%,7,28,1.0%,0,1
30,特克斯和凯科斯群岛,3092,3,3020,49,0,97.7%,23,23,0.7%,0,1
31,几内亚比绍,6438,3,6250,42,0,97.1%,58,146,2.3%,0,1
32,马里,17096,61,15044,1451,32,88.0%,22,601,3.5%,7,1
33,利比亚,370187,468,337022,27740,0,91.0%,2013,5425,1.5%,11,1
34,老挝,67322,1336,7339,59840,1331,10.9%,0,143,0.2%,5,1
35,伯利兹,29967,179,28146,1252,0,93.9%,210,569,1.9%,2,1
36,缅甸,519731,1260,493399,7283,0,94.9%,1618,19049,3.7%,15,1
37,多米尼克,5642,0,5199,408,0,92.1%,0,35,0.6%,0,1
38,莫桑比克,151503,3,149461,102,2,98.7%,0,1940,1.3%,1,1
39,叙利亚,47558,117,28607,16232,19,60.2%,93,2719,5.7%,5,1
40,马恩岛,10797,147,10216,515,105,94.6%,42,66,0.6%,0,1
41,巴布亚新几内亚,34846,102,33356,948,0,95.7%,174,542,1.6%,56,1
42,厄立特里亚,7250,62,7014,179,11,96.7%,49,57,0.8%,2,1
43,乌干达,127267,37,97329,26688,15,76.5%,22,3250,2.6%,0,1
44,安哥拉,65080,28,63151,198,22,97.0%,6,1731,2.7%,0,1
45,东帝汶,19820,0,19696,2,0,99.4%,5,122,0.6%,0,1
