id,area,confirmed,confirmedRelative,crued,curConfirm,curConfirmRelative,curedPercent,curedRelative,died,diedPercent,diedRelative,icuDisable
1,汤加王国,1,0,1,0,0,100.0%,0,0,0.0%,0,1
2,韩国,517271,6977,431606,81412,4082,83.4%,2815,4253,0.8%,80,1
3,帕劳共和国,8,0,8,0,0,100.0%,0,0,0.0%,0,1
4,圣赫勒拿,2,0,2,0,0,100.0%,0,0,0.0%,0,1
5,密克罗尼西亚,1,0,1,0,0,100.0%,0,0,0.0%,0,1
6,萨摩亚独立国,3,0,3,0,0,100.0%,0,0,0.0%,0,1
7,瓦努阿图共和国,6,0,5,0,0,83.3%,0,1,16.7%,0,1
8,马尔维纳斯群岛,83,0,68,15,0,81.9%,0,0,0.0%,0,1
9,马绍尔群岛,4,0,4,0,0,100.0%,0,0,0.0%,0,1
10,瓦利斯和富图纳群岛,454,0,438,9,0,96.5%,0,7,1.5%,0,1
11,所罗门群岛,20,0,20,0,0,100.0%,0,0,0.0%,0,1
12,莱索托,22448,610,13849,7935,501,61.7%,108,664,3.0%,1,1
13,科摩罗,4564,4,4373,40,0,95.8%,7,151,3.3%,0,1
14,塔吉克斯坦,17095,0,16966,5,0,99.2%,0,124,0.7%,0,1
15,海峡群岛,20327,168,18136,2084,0,89.2%,226,107,0.5%,0,1
16,阿拉伯联合酋长国,742719,78,737821,2747,6,99.3%,72,2151,0.3%,0,1
17,也门,10063,0,6940,1155,0,69.0%,0,1968,19.6%,0,1
18,圣皮埃尔,91,0,60,31,0,65.9%,0,0,0.0%,0,1
19,圣多美和普林西比,3733,0,3675,1,0,98.4%,0,57,1.5%,0,1
20,南苏丹,12873,31,12576,164,0,97.7%,60,133,1.0%,0,1
21,马拉维,62230,59,58852,1071,53,94.6%,6,2307,3.7%,0,1
22,布隆迪,20666,56,773,19855,56,3.7%,0,38,0.2%,0,1
23,塞拉利昂,6421,1,4393,1907,1,68.4%,0,121,1.9%,0,1
24,博茨瓦纳,196090,0,192452,1217,0,98.1%,0,2421,1.2%,0,1
25,百慕大,5764,4,5634,24,0,97.7%,11,106,1.8%,0,1
26,英属维尔京群岛,2816,0,2649,129,0,94.1%,0,38,1.3%,0,1
27,安圭拉,1523,54,1434,85,3,94.2%,51,4,0.3%,0,1
28,格林纳达,5913,0,5651,62,0,95.6%,0,200,3.4%,0,1
29,圣基茨和尼维斯,2796,3,2758,10,0,98.6%,5,28,1.0%,0,1
30,特克斯和凯科斯群岛,3137,11,3066,46,11,97.7%,0,25,0.8%,0,1
31,几内亚比绍,6447,2,6281,17,0,97.4%,2,149,2.3%,0,1
32,马里,18504,75,15459,2417,35,83.5%,39,628,3.4%,1,1
33,利比亚,377450,0,362177,9733,0,96.0%,0,5540,1.5%,0,1
34,老挝,88046,1898,7339,80471,1893,8.3%,0,236,0.3%,5,1
35,伯利兹,31033,42,29609,838,0,95.4%,73,586,1.9%,0,1
36,缅甸,526381,0,502666,4538,0,95.5%,0,19177,3.6%,0,1
37,多米尼克,6233,25,5768,423,25,92.5%,0,42,0.7%,0,1
38,莫桑比克,153408,379,149955,1511,57,97.7%,321,1942,1.3%,1,1
39,叙利亚,49189,93,30376,16004,0,61.8%,96,2809,5.7%,6,1
40,马恩岛,12519,95,11613,839,0,92.8%,134,67,0.5%,0,1
41,巴布亚新几内亚,35835,0,34917,345,0,97.4%,0,573,1.6%,0,1
42,厄立特里亚,7629,33,7404,162,12,97.1%,20,63,0.8%,1,1
43,乌干达,127913,36,97759,26887,14,76.4%,20,3267,2.6%,2,1
44,安哥拉,65397,25,63417,243,0,97.0%,40,1737,2.7%,1,1
45,东帝汶,19829,0,19702,5,0,99.4%,0,122,0.6%,0,1
46,新喀里多尼亚,12379,18,11921,178,18,96.3%,0,280,2.3%,0,1
47,马达加斯加,45794,0,43393,1421,0,94.8%,0,980,2.1%,0,1
48,津巴布韦,165002,6181,129562,30705,5869,78.5%,306,4735,2.9%,6,1
49,佛得角,38496,7,38019,126,0,98.8%,9,351,0.9%,0,1
50,蒙特塞拉特,44,0,42,1,0,95.5%,0,1,2.3%,0,1
51,海地,25744,0,22028,2958,0,85.6%,0,758,2.9%,0,1
52,尼日尔,7149,18,6805,77,0,95.2%,29,267,3.7%,2,1
53,乍得,5701,0,4874,646,0,85.5%,0,181,3.2%,0,1
54,萨尔瓦多,119803,0,102982,13028,0,86.0%,0,3793,3.2%,1,1
55,尼加拉瓜,17328,0,4225,12893,0,24.4%,0,210,1.2%,0,1
56,斐济,52577,0,51157,723,0,97.3%,0,697,1.3%,0,1
57,毛里求斯,22521,0,20865,976,0,92.6%,0,680,3.0%,225,1
58,赞比亚,210959,235,206606,684,174,97.9%,60,3669,1.7%,1,1
59,吉布提,13514,0,13298,27,0,98.4%,2,189,1.4%,0,1
60,吉尔吉斯斯坦,183965,68,179009,2186,9,97.3%,57,2770,1.5%,2,1
61,巴巴多斯,26740,103,24372,2117,100,91.1%,0,251,0.9%,3,1
62,黑山,159635,219,155088,2198,0,97.2%,229,2349,1.5%,7,1
63,冈比亚,9998,0,9641,15,0,96.4%,0,342,3.4%,0,1
64,格陵兰岛,1813,0,1520,293,0,83.8%,0,0,0.0%,0,1
65,贝宁,24897,0,24546,190,0,98.6%,0,161,0.6%,0,1
66,索马里,23074,23,12817,8924,0,55.5%,492,1333,5.8%,2,1
67,坦桑尼亚,26309,0,183,25392,0,0.7%,0,734,2.8%,0,1
68,利比里亚,5833,1,5535,11,0,94.9%,12,287,4.9%,0,1
69,圭亚那合作共和国,38453,51,36634,803,0,95.3%,129,1016,2.6%,2,1
70,马约特,21088,45,2964,17939,45,14.1%,0,185,0.9%,0,1
71,巴哈马,22881,22,21656,517,12,94.6%,7,708,3.1%,3,1
72,乌兹别克斯坦,195747,278,192461,1850,0,98.3%,284,1436,0.7%,4,1
73,瓜德罗普,55284,0,2250,52286,0,4.1%,0,748,1.4%,0,1
