id,area,asymptomatic,asymptomaticRelative,confirmed,confirmedRelative,crued,curConfirm,curConfirmRelative,curedRelative,died,diedRelative,icuDisable,nativeRelative,overseasInputRelative
1,西藏,0,0,1,0,1,0,0,0,0,0,1,0,0
2,澳门,0,0,79,0,79,0,-2,2,0,0,1,0,0
3,青海,0,0,30,0,30,0,0,0,0,0,1,0,0
4,台湾,0,0,18109,104,13742,3516,104,0,851,0,1,0,0
5,香港,0,0,12918,38,12493,212,19,19,213,0,1,0,0
6,贵州,0,0,160,0,158,0,0,0,2,0,1,0,0
7,吉林,0,0,590,0,585,2,0,0,3,0,1,0,0
8,新疆,0,0,981,0,978,0,0,0,3,0,1,0,0
9,宁夏,0,0,122,0,122,0,0,0,0,0,1,0,0
10,内蒙古,0,0,1191,0,1190,0,0,0,1,0,1,0,0
11,甘肃,0,0,356,0,354,0,0,0,2,0,1,0,0
12,天津,32,0,998,8,589,406,0,8,3,0,1,8,0
13,山西,0,0,266,0,265,1,0,0,0,0,1,0,0
14,辽宁,39,0,810,0,797,11,0,0,2,0,1,0,0
15,黑龙江,0,0,2035,0,2022,0,0,0,13,0,1,0,0
16,海南,0,0,190,0,184,0,0,0,6,0,1,0,0
17,河北,0,0,1458,0,1451,0,0,0,7,0,1,0,0
18,陕西,3,0,2826,3,2305,518,-86,89,3,0,1,3,0
19,云南,149,3,1852,0,1795,55,0,0,2,0,1,0,0
20,广西,168,1,691,1,491,198,-9,10,2,0,1,0,1
21,福建,24,2,1446,2,1350,95,-1,3,1,0,1,0,2
22,上海,25,0,3611,28,3156,448,-19,47,7,0,1,0,28
23,北京,66,17,1254,14,1204,41,13,1,9,0,1,12,2
24,江苏,10,1,1629,0,1625,4,0,0,0,0,1,0,0
25,四川,28,2,1363,0,1318,42,0,0,3,0,1,0,0
26,山东,4,0,1064,6,1036,21,3,3,7,0,1,0,6
27,江西,1,0,959,0,958,0,0,0,1,0,1,0,0
28,重庆,2,1,611,0,605,0,0,0,6,0,1,0,0
29,安徽,2,0,1009,0,1003,0,0,0,6,0,1,0,0
30,湖南,3,0,1230,0,1206,20,-2,2,4,0,1,0,0
31,河南,3,1,2634,4,1648,964,-17,21,22,0,1,3,1
32,广东,103,9,3703,14,3457,238,6,8,8,0,1,4,10
33,浙江,136,0,2101,0,1842,258,0,0,1,0,1,0,0
34,湖北,13,0,68320,0,63805,3,0,0,4512,0,1,0,0
