id,area,asymptomatic,asymptomaticRelative,confirmed,confirmedRelative,crued,curConfirm,curConfirmRelative,curedRelative,died,diedRelative,icuDisable,nativeRelative,overseasInputRelative
1,西藏,0,0,1,0,1,0,0,0,0,0,1,0,0
2,澳门,0,0,79,0,77,2,0,0,0,0,1,0,0
3,青海,0,0,30,0,30,0,0,0,0,0,1,0,0
4,台湾,0,0,17820,128,13742,3227,128,0,851,0,1,0,0
5,香港,0,0,12857,3,12366,278,-24,27,213,0,1,0,0
6,贵州,0,0,160,0,158,0,0,0,2,0,1,0,0
7,吉林,0,0,590,0,585,2,0,0,3,0,1,0,0
8,新疆,0,0,981,0,978,0,0,0,3,0,1,0,0
9,宁夏,0,0,122,0,122,0,0,0,0,0,1,0,0
10,内蒙古,0,0,1191,0,1185,5,0,0,1,0,1,0,0
11,甘肃,0,0,356,0,354,0,0,0,2,0,1,0,0
12,天津,56,0,864,34,558,303,32,2,3,0,1,33,1
13,山西,0,0,266,0,265,1,0,0,0,0,1,0,0
14,辽宁,40,6,808,2,796,10,1,1,2,0,1,0,2
15,黑龙江,0,0,2035,0,2022,0,0,0,13,0,1,0,0
16,海南,0,0,190,0,184,0,0,0,6,0,1,0,0
17,河北,0,0,1458,0,1451,0,0,0,7,0,1,0,0
18,陕西,5,0,2817,1,1743,1071,-60,61,3,0,1,1,0
19,云南,140,5,1843,3,1787,54,-3,6,2,0,1,0,3
20,广西,158,4,683,2,453,228,-5,7,2,0,1,0,2
21,福建,22,3,1441,1,1336,104,1,0,1,0,1,0,1
22,上海,31,5,3502,24,3057,438,18,6,7,0,1,0,24
23,北京,41,2,1225,2,1202,14,2,0,9,0,1,1,1
24,江苏,7,0,1629,0,1624,5,-1,1,0,0,1,0,0
25,四川,31,6,1353,6,1311,39,4,2,3,0,1,0,6
26,山东,4,0,1053,0,1028,18,-2,2,7,0,1,0,0
27,江西,1,0,959,0,958,0,0,0,1,0,1,0,0
28,重庆,0,0,611,0,605,0,0,0,6,0,1,0,0
29,安徽,0,0,1009,0,1003,0,0,0,6,0,1,0,0
30,湖南,6,0,1229,0,1202,23,0,0,4,0,1,0,0
31,河南,3,2,2402,29,1609,771,29,0,22,0,1,29,0
32,广东,132,15,3641,16,3408,225,8,8,8,0,1,2,14
33,浙江,126,4,2096,0,1842,253,-2,2,1,0,1,0,0
34,湖北,21,0,68320,0,63804,4,0,0,4512,0,1,0,0
