1,
2,【#当科幻走进现实#】大连的一处核酸检测点，科幻感十足的智能机器人化身志愿者，提醒前来检测的市民做好个人防护。 中国日报的微博视频
3,【重要提醒】2021年11月14日，全区开展的第三轮核酸检测已基本结束。为彻底筛查传染源，做到应检尽检、不漏一人、不落一户，坚决筑牢全区疫情防线，区疫情防控总指挥部要求开展第三轮核酸检测扫尾工作。采样时间：11月15日上午8点至11点。采样地点：居住地所在街道卫生院。请11月14日未参加核酸检测的居民，积极参与疫情防控，主动参加核酸检测，采样时请注意个人防护，戴口罩、保持一米线等。行动不便的居民可主动与所在社区联系，街道将组织采样人员入户采样。疫情防控人人有责，感谢广大居民的理解和支持！大连市普兰店区新冠肺炎疫情防控总指挥部办公室2021年11月15日#大连战疫##辽宁好网民抗疫在行动##提升莲城品味#
4,#同心战疫# 【马小V的#非常日记# ：#共同守卫这座城市#】马小V家住大连泉水A区，她的镜头里有物业工作人员像家人一样的守护、有社区工作者的事无巨细、还有素不相识的志愿者的默默守护。在这段特殊的岁月里，大家就像一家人，目的只有一个：早日战胜疫情。 半岛晨报的微博视频
5,#温暖放大镜#【#大连高校封寝学生妈妈送来24斤食物# 当事人：箱子很重 感动到哭】11月12日，辽宁大连一高校突然通知要封寝室楼，有学生妈妈知道后送来24斤食物。当事人金同学称，因为疫情学校通知要封寝室楼，妈妈知道后就送来了一大箱吃的，有牛奶、水果、面包和消毒湿巾之类的，有24斤多重。金 ...
6,#辽宁好网民抗疫在行动# 【“踩红点，走鸿运！”】11月11日，大连瓦房店市开展了第二轮核酸检测工作。工作人员的一段“踩红点，走鸿运”，让市民紧张的心情放松下来。 新浪辽宁的微博视频
7,【国家卫健委：3至11岁人群已有8439.5万人接种新冠疫苗】13日，国务院联防联控机制举行新闻发布会。国家卫生健康委疾控局副局长吴良有表示：目前，3-11岁人群已经接种了8439.5万人，加强免疫已经接种4944万人，我们将力争在12月底完成3-11岁人群的全程接种工作。同时，指导各地合理安排资源，统筹做好流感等呼吸道疫苗的接种工作，降低呼吸道传染病和新冠肺炎叠加流行的风险。各地也在结合实际情况，创新服务模式，合理设置接种单位，做好恶劣天气下的接种安排，方便群众接种。中国网国家卫健委：目前3至11岁人群超8439万人接种新冠疫苗 网页链接
8,#健康冀报# 【本轮疫情形势如何？如何防范通过快递传播疫情？如何做好冬季校园疫情防控及多病共防？权威回应来了！】11月13日，国务院联防联控机制召开新闻发布会，教育部、国家卫生健康委、海关总署相关司局负责同志和中国疾控中心专家出席并介绍进一步做好冬春季疫情防控工作有关情况，敬请关注本期发布会问答！
9,【#前三季度河南结婚人数最多#】民政部近日发布的数据显示，2021年前三季度共有588.6万对新人登记结婚。2020年同期，这一数据是589.4万对。不过，由于受新冠疫情影响，2020年前三季度结婚人数下降幅度比较大。因此与2019年前三季度713.1万对的结婚人数做比较，就会发现，今年前三季度比2019年同期减少了124.5万对，降幅达17.5%。从各地的数据来看，今年前三季度，结婚登记对数最多的10个省份是河南、广东、四川、山东、江苏、安徽、河北、湖北、湖南和贵州。其中，河南和广东超过40万对，河南以45.9万对位居第一。由于结婚、离婚登记都与户籍紧密联系的，河南户籍人口全国最多，因此结婚人数最多也在情理之中。（第一财经，希隆）
10,#双十一收快递须知#多地发现快递检测阳性，疫情期间快递应该怎么收? 看评论的微博视频
11,【#上饶回应隔离宠物狗疑似被扑杀# ：涉事工作人员道歉、调离岗位】这种事儿应该有处理标准，不该让基层工作人员临时发挥，出了问题也不该对基层工作人员追责了事！#杨律说法# 疫情到现在已经不是突发事件了，而是各地随时可能面临的情况，相关应该方案应该早有预案，但似乎宠物如何处理的问题没被充分考虑在内，不说全国统一，至少各地区应该对这个问题根据不同情况有个大致的处理标准吧？#V光计划# 涉及病例家的宠物如何处理？是否进行无害化处理？如果进行无害化处理，是否需要征得宠物主人同意？涉及因为密接或次密接人员家中的宠物如何处理？是否允许随主人一起隔离、是否要多次检测？如果允许，因此增加的隔离和检测费用谁来承担？如果不允许是无害化处理，还是留置家中隔离？如果留置家中隔离，如何投喂照看？......有些事儿，还是应该由负有管理职责的单位制订合理规则，而不是让基层自由发挥出了问题再追责。
12,有点可爱！大连仿生机器人化身志愿者，助力疫情防控 ！#辽宁抗疫日记##大连疫情#（新华社 ） 辽宁共青团的微博视频
13,【辽宁省新增60例本土新冠肺炎确诊病例】11月13日0时至24时，辽宁省新增60例本土新冠肺炎确诊病例，为大连市报告；新增1例境外输入新冠肺炎确诊病例（为无症状感染者转归），为沈阳市报告。新增治愈出院境外输入无症状感染者1例。截至11月13日24时，全省累计报告确诊病例707例（含境外输入142例）， ...
14,【这一位道德模范的经历…勇气、智慧和专业兼具的英雄典范】@健康中国 ：第八届全国道德模范提名奖：杨琳杨琳，女，汉族，1995年7月生，共青团员，吉林省长春市高新园区阳光口腔门诊部执业护师。面对突如其来的车祸爆炸事故，杨琳不顾自身安危，毅然下车开展救援，及时救出3名命悬一线的群众，“用生命守护生命”，谱写出一曲新时代的“青春之歌”。2018年9月15日下午，杨琳和母亲驱车沿新鲁高速行驶。前方突然发生车祸，事故车辆相撞后迅速起火，发生猛烈爆炸，遍地都是玻璃碎片。危急情况下，杨琳毅然下车展开营救。她先把一个血肉模糊的伤者从事故车里拖到安全位置，查探伤情，给予简单处置。当得知“车里还有人”时，她不假思索，又冲向正在燃烧的车辆，弯腰躲过车辆再次爆炸时飞溅的碎片，四处寻人，发现了躺在车旁的第二名伤者。因为跑得太急太快，杨琳重重地摔倒在地。但她顾不上自己磕伤流血的膝盖，迅速爬起来，奋力冲到伤者身边，发现这名伤者意识已经模糊。杨琳临危不惧，冷静处理，找来木板固定伤者右下肢，脱下外衣给伤者披上。为了让伤者保持意识清醒，她紧握着伤者的手，不停地说：“别怕，我是护士，你要坚持住，一定要挺到救护车来！”忽然，车辆再次发生爆炸。爆炸声中，杨琳听到远处传来呼救声。她立即寻找，当发现第三名伤者时，他正双手死死抓住高速护栏，栏杆下面是深沟，稍一松劲后果不堪设想。她大声求助远处的司机，并指导司机一起把这名伤者抬到安全位置。她凭借所学医疗知识，初步判断其受到严重内脏伤，便迅速采取措施稳定伤者病情。120救护车赶到后，杨琳向前来救护的医务人员交代了3名伤者的详细病情。杨琳用勇义坚守，护卫人民群众生命健康。2020年，新冠肺炎疫情发生后，她主动请缨到发热门诊工作，积极参与社区防疫，并驰援通化，为市民做核酸检测。杨琳荣获吉林省道德模范称号，当选“感动吉林”2018年度十大人物。
15,#大连庄河市大学城确诊学生发声##大连疫情#将防疫工作进行到底，不能有漏网之鱼！小狗狗也要居家隔离哦！ 第一眼视频的微博视频
16,#双11快递是否会传播疫情#【转发提醒！#快递包装尽量不要带进家#】中国疾控中心消毒学专家张流波：快递传播新冠肺炎需同时满足①快递被污染，②快递到达时病毒仍存活，③接收快递时手部等被污染。因此建议：①中高风险地区暂不收发快递，快递员做好健康监测；②快递转运过程中要做好保护，同时进行消毒；③收快递时做好防护，快递包装尽量不带到家中；④处理完快递后做好手部卫生工作。 央视新闻的微博视频 双11快递是否会传播疫情？中疾控：快递包装尽量不要带进家
17,【#护士女儿做核酸爸爸嘱咐再晚也等她#】11月11日，河南郑州，一位爸爸下班回家，看到女儿正在支援社区做核酸检测。这位爸爸不忍打搅女儿工作，在门口默默守候许久，临走又专门上前叮嘱女儿：“下班早点回家吃饭”“再晚我也在家等你。”被爸爸的这句话整破防了！在外是战士，在家是小棉袄。都市报道的微博视频
18,【黑河市又有18例确诊患者治愈出院】11月15日上午9点，在黑河市新冠肺炎定点救治医院黑河市第一人民医院，又有18例新冠肺炎确诊患者治愈出院。这18名患者按照国家新冠肺炎诊疗方案的规定，已达到出院标准，出院后患者被转到康复医院继续进行康复观察和健康状况监测。
19,#新加坡疫情#截至11月14日中午，新加坡没有新增大型传染群，现存的6个大型传染群出现新病例。-Iman Childcare (Woodgrove)幼儿园传染群新增6例，累计27例18例学生，6例职员，3例病患同住者-Safari House学前中心大巴窑分校传染群新增2例，累计18例10例学生，5例职员，3例病患的同住者-心理 ...
20,#大连30余名大学城学生确诊#近年在小学和大学都出现了疫情，封闭管理的大学似乎并没有比中学获得更好的防疫效果，反而容易松懈，这也可以提醒其他学校管理者，是不是还可以采用更精准高效一点的防控策略。
21,【#快递上可能还留存活病毒# #专家教你如何安全收快递#】在今天下午召开的国务院联防联控机制新闻发布会上，中国疾控中心消毒学首席专家张流波解释说，新冠病毒通过包裹传播需要满足三个条件：快递在运输过程中被污染，收快递时包裹上的病毒还活着，接收快递的人被污染，尤其是手被污染。“在接收快递的时候，老百姓一定要做好自身的防护，除了戴口罩、戴手套、做好手卫生外，快递包装能不带到家里，就不带到家里，在外面拆了快递外包装是最好的。”张流波说，如果一定要连包装带回去，可以先用消毒纸巾对快递表面进行擦拭消毒，最好直接用消毒剂在快递表面喷洒，这样能较好预防通过快递导致的传播。快递上可能还留存活病毒，中疾控专家教你如何安全收快递
22,11月3日， 江西上饶一超市哄抬物价被罚50万元。疫情期间借机哄抬物价行为，将被严厉处罚 娱乐圈榜单的微博视频
23,#校园疫情防控要做到三严#【#教育部明确所有师生进校都要检测体温#】据 @央视新闻 教育部体育卫生与艺术教育司司长王登峰13日在国务院联防联控机制新闻发布会上表示，校园疫情防控要做到“三严”。第一要严把入校关。所有的师生进校的时候都要做体温检测，关注他们的健康状况和旅行的轨迹。第二是做到在校内所有的场所、所有人员聚集的地方都要严格落实疫情防控的各项措施，防止在校内出现感染。第三是一旦学校涉疫，就要严格落实疫情防控的应急预案，做到应隔离的尽快隔离，也要防止校园疫情向社会其他方面关联。
24,#护士女儿做核酸爸爸嘱咐再晚也等她#迅速集结，齐心战“疫” #近期北京海淀确诊病例已涉及三个小区##全民正能量#我们北京市第一中西医结合医院支援昌平区核酸检测，也是如此。10月30号中午，我院接上级通知，抽调20名医护人员支援昌平区核酸采集工作。接到指示后，副院长迅速统筹，安排医务科、护理部21点准时在医院集结出发。10名医护人员迅速集合，准时到达昌平，圆满完成任务。
25,#健康冀报# 【本轮疫情形势如何？如何防范通过快递传播疫情？如何做好冬季校园疫情防控及多病共防？权威回应来了！】11月13日，国务院联防联控机制召开新闻发布会，教育部、国家卫生健康委、海关总署相关司局负责同志和中国疾控中心专家出席并介绍进一步做好冬春季疫情防控工作有关情况，敬请关注本期 ...
26,【#云南瑞丽学生边看书边排队测核酸#】云南省瑞丽市政府13日发布消息，瑞丽结合疫情形势和学校条件，通过封闭管理复学、智慧课堂建设、个性化复学等举措，有序、安全、分步推进复学工作，目前已有8所学校5200名学生实现复学。13日上午，瑞丽市第一民族中学组织学生进行核酸检测，记者在校园里看到，高三学生统一佩戴口罩，边看书边有序排队做核酸检测。（记者林碧锋）
27,【快递外包装阳性，海淀科源社区11号楼2单元采取封控措施】#北京中关村街道一快递外包装检测阳性#据北青-北京头条，今日凌晨，中关村街道接海淀区疾控部门通知，科源社区居民一件内蒙古自治区锡林郭勒盟发出的快递物品外包装检测结果为阳性，该居民现住科源社区11号楼2单元。中关村街道迅速对科源社区1 ...
28,【#海洋中或堆积了28000吨新冠废物#】据美国趣味科学网站10日报道，中美科学家携手建立的新模型显示，在新冠疫情肆虐期间，超过28000吨与疫情有关的塑料废物，如口罩和手套，最终流入海洋。英国《卫报》报道称，这些新冠垃圾需要2000多辆双层巴士才能装下。在未来几年内，因为新冠疫情而扔掉的塑料手套 ...
29,这条新闻下吵成一团，既然封校，那就改在线教学吧，这样师生不用见面，大家都安全，否则学生被自由出入校园的教职工感染的确也挺冤的。#大连52例本土确诊行程轨迹##大连30余名大学城学生确诊##辽宁新增52例本土确诊#
30,#校园疫情防控要做到三严#【#教育部明确所有师生进校都要检测体温#】教育部体育卫生与艺术教育司司长王登峰13日在国务院联防联控机制新闻发布会上表示，校园疫情防控要做到“三严”。第一要严把入校关。所有的师生进校的时候都要做体温检测，关注他们的健康状况和旅行的轨迹。第二是做到在校内所有的场所、所有人员聚集的地方都要严格落实疫情防控的各项措施，防止在校内出现感染。第三是一旦学校涉疫，就要严格落实疫情防控的应急预案，做到应隔离的尽快隔离，也要防止校园疫情向社会其他方面关联。（总台央视记者史迎春 顾小慈）网页链接 央视新闻的微博视频
31,【#北京中关村街道一快递外包装检测阳性#】11月15日凌晨，北京中关村街道接到海淀疾控中心通报，科源社区居民一件内蒙古自治区锡林郭勒盟发出的快递物品外包装检测结果为阳性。中关村街道立即启动应急响应，第一时间开展相关人员和环境核酸检测。目前，涉及密接人员和环境核酸检测结果均为阴性。（乐活中关村微信公众号）via中国新闻网
32,【大连快封城了？#官方辟谣大连封城#：纯属谣言】近日，网络上、市民中流传一则“大连快封城了”的小道消息，引起部分市民恐慌，担心“封楼封门”，囤积食品和生活用品。从大连市新冠肺炎疫情防控总指挥部办公室获悉，此消息纯属谣言。请大家不信谣、不造谣、不传谣，积极配合政府部门做好疫情防控工作。（大连发布）
33,#疫情通报#【轨迹公布！大连新增40例本土确诊病例和3例无症状感染者】11月12日0时至24时，大连市新增40例本土新冠肺炎确诊病例（其中29例为无症状感染者转归）和3例无症状感染者。其中，31例确诊病例和3例无症状感染者在密切接触者主动排查中发现；8例确诊病例在重点人群主动排查中发现；1例确诊病例在 ...
