id,area,confirmed,confirmedRelative,crued,curConfirm,curConfirmRelative,curedPercent,curedRelative,died,diedPercent,diedRelative,icuDisable
1,汤加王国,1,0,0,1,0,0.0%,0,0,0.0%,0,1
2,韩国,397466,2418,362834,31517,-1878,91.3%,4276,3115,0.8%,20,1
3,帕劳共和国,8,0,8,0,0,100.0%,0,0,0.0%,0,1
4,圣赫勒拿,2,0,2,0,0,100.0%,0,0,0.0%,0,1
5,密克罗尼西亚,1,0,1,0,0,100.0%,0,0,0.0%,0,1
6,萨摩亚独立国,3,0,3,0,0,100.0%,0,0,0.0%,0,1
7,瓦努阿图共和国,6,0,3,2,0,50.0%,0,1,16.7%,0,1
8,马尔维纳斯群岛,72,0,68,4,0,94.4%,0,0,0.0%,0,1
9,马绍尔群岛,4,0,4,0,0,100.0%,0,0,0.0%,0,1
10,瓦利斯和富图纳群岛,445,0,438,0,0,98.4%,0,7,1.6%,0,1
11,所罗门群岛,20,0,20,0,0,100.0%,0,0,0.0%,0,1
12,莱索托,21691,0,13098,7932,0,60.4%,12,661,3.0%,0,1
13,科摩罗,4396,17,4161,86,6,94.7%,11,149,3.4%,0,1
14,塔吉克斯坦,17091,0,16965,2,0,99.3%,0,124,0.7%,0,1
15,海峡群岛,14519,0,13250,1169,0,91.3%,0,100,0.7%,0,1
16,阿拉伯联合酋长国,740945,144,735549,3253,0,99.3%,187,2143,0.3%,1,1
17,也门,9918,0,6623,1372,0,66.8%,0,1923,19.4%,0,1
18,圣皮埃尔,32,0,32,0,0,100.0%,0,0,0.0%,0,1
19,圣多美和普林西比,3731,0,3651,24,0,97.9%,0,56,1.5%,0,1
20,南苏丹,12558,0,12169,256,0,96.9%,0,133,1.1%,0,1
21,马拉维,61843,2,58604,937,2,94.8%,0,2302,3.7%,0,1
22,布隆迪,20221,0,773,19410,0,3.8%,0,38,0.2%,0,1
23,塞拉利昂,6396,0,4393,1882,0,68.7%,0,121,1.9%,0,1
24,博茨瓦纳,193701,0,190577,713,0,98.4%,0,2411,1.2%,0,1
25,百慕大,5708,0,5544,58,0,97.1%,0,106,1.9%,0,1
26,英属维尔京群岛,2725,0,2649,39,0,97.2%,0,37,1.4%,0,1
27,安圭拉,1137,28,1053,80,0,92.6%,30,4,0.4%,1,1
28,格林纳达,5863,0,5601,62,0,95.5%,0,200,3.4%,0,1
29,圣基茨和尼维斯,2749,4,2649,73,0,96.4%,10,27,1.0%,0,1
30,特克斯和凯科斯群岛,3045,4,2966,56,0,97.4%,21,23,0.8%,0,1
31,几内亚比绍,6402,62,6080,178,0,95.0%,77,144,2.2%,0,1
32,马里,16666,38,14836,1245,25,89.0%,12,585,3.5%,1,1
33,利比亚,364675,599,316932,42447,0,86.9%,2103,5296,1.5%,21,1
34,老挝,54192,1032,6558,47535,1030,12.1%,0,99,0.2%,2,1
35,伯利兹,28899,0,26418,1947,0,91.4%,0,534,1.8%,0,1
36,缅甸,513262,714,484340,9993,0,94.4%,810,18929,3.7%,16,1
37,多米尼克,5336,0,4937,364,0,92.5%,0,35,0.7%,0,1
38,莫桑比克,151427,8,149368,123,3,98.6%,5,1936,1.3%,0,1
39,叙利亚,46275,310,27675,15934,114,59.8%,185,2666,5.8%,11,1
40,马恩岛,10255,31,9837,354,0,95.9%,84,64,0.6%,0,1
41,巴布亚新几内亚,32953,452,31153,1364,0,94.5%,884,436,1.3%,15,1
42,厄立特里亚,7055,0,6862,142,0,97.3%,0,51,0.7%,0,1
43,乌干达,126923,0,96997,26688,0,76.4%,0,3238,2.6%,0,1
44,安哥拉,64913,24,61687,1499,0,95.0%,156,1727,2.7%,1,1
45,东帝汶,19809,0,19675,12,0,99.3%,0,122,0.6%,0,1
46,新喀里多尼亚,11573,10,55,11246,10,0.5%,0,272,2.4%,0,1
47,马达加斯加,43672,0,41322,1386,0,94.6%,0,964,2.2%,0,1
48,津巴布韦,133428,35,128281,451,28,96.1%,7,4696,3.5%,0,1
49,佛得角,38296,0,37857,89,0,98.9%,6,350,0.9%,0,1
50,蒙特塞拉特,41,0,40,0,0,97.6%,2,1,2.4%,0,1
51,海地,24543,0,20675,3160,0,84.2%,0,708,2.9%,0,1
52,尼日尔,6692,19,6218,242,15,92.9%,4,232,3.5%,0,1
53,乍得,5105,0,4874,56,0,95.5%,0,175,3.4%,0,1
54,萨尔瓦多,117884,0,100780,13376,0,85.5%,0,3728,3.2%,0,1
55,尼加拉瓜,16877,0,4225,12445,0,25.0%,0,207,1.2%,0,1
56,斐济,52397,0,50316,1402,0,96.0%,0,679,1.3%,0,1
57,毛里求斯,18979,0,1854,16885,0,9.8%,0,240,1.3%,0,1
58,赞比亚,209983,12,206198,119,0,98.2%,32,3666,1.7%,2,1
59,吉布提,13495,1,13284,25,1,98.4%,0,186,1.4%,0,1
60,吉尔吉斯斯坦,182425,74,176909,2809,0,97.0%,103,2707,1.5%,2,1
