id,area,asymptomatic,asymptomaticRelative,confirmed,confirmedRelative,crued,curConfirm,curConfirmRelative,curedRelative,died,diedRelative,icuDisable,nativeRelative,overseasInputRelative
1,西藏,0,0,1,0,1,0,0,0,0,0,1,0,0
2,澳门,0,0,79,0,79,0,0,0,0,0,1,0,0
3,青海,0,0,30,0,30,0,0,0,0,0,1,0,0
4,台湾,0,0,19192,91,13742,4599,91,0,851,0,1,0,0
5,香港,0,0,14665,177,13125,1327,39,138,213,0,1,0,0
6,贵州,0,0,161,0,158,1,0,0,2,0,1,0,0
7,吉林,0,0,592,0,586,3,0,0,3,0,1,0,0
8,新疆,19,0,996,0,984,9,0,0,3,0,1,0,0
9,宁夏,0,0,122,0,122,0,0,0,0,0,1,0,0
10,内蒙古,0,0,1191,0,1190,0,0,0,1,0,1,0,0
11,甘肃,0,0,356,0,354,0,0,0,2,0,1,0,0
12,天津,1,0,1082,1,1020,59,-4,5,3,0,1,1,0
13,山西,0,0,268,0,266,2,-1,1,0,0,1,0,0
14,辽宁,15,0,812,0,807,3,0,0,2,0,1,0,0
15,黑龙江,49,5,2064,0,2022,29,0,0,13,0,1,0,0
16,海南,0,0,190,0,184,0,0,0,6,0,1,0,0
17,河北,0,0,1476,0,1451,18,0,0,7,0,1,0,0
18,陕西,0,0,2826,0,2823,0,0,0,3,0,1,0,0
19,云南,92,7,1884,0,1839,43,-1,1,2,0,1,0,0
20,广西,158,8,817,94,595,220,90,4,2,0,1,93,1
21,福建,31,0,1460,1,1421,38,-3,4,1,0,1,0,1
22,上海,9,0,3826,8,3585,234,-8,16,7,0,1,0,8
23,北京,284,9,1363,4,1248,106,2,2,9,0,1,3,1
24,江苏,11,0,1631,0,1629,2,0,0,0,0,1,0,0
25,四川,38,5,1377,0,1355,19,-4,4,3,0,1,0,0
26,山东,14,1,1075,0,1048,20,-2,2,7,0,1,0,0
27,江西,1,0,959,0,958,0,0,0,1,0,1,0,0
28,重庆,7,0,613,0,605,2,0,0,6,0,1,0,0
29,安徽,0,0,1009,0,1003,0,0,0,6,0,1,0,0
30,湖南,4,0,1231,0,1217,10,-3,3,4,0,1,0,0
31,河南,5,0,2661,1,2251,388,-33,34,22,0,1,0,1
32,广东,89,10,3841,25,3655,178,5,20,8,0,1,4,21
33,浙江,108,1,2241,1,1870,370,1,0,1,0,1,0,1
34,湖北,2,0,68320,0,63808,0,-1,1,4512,0,1,0,0
