id,area,asymptomatic,asymptomaticRelative,confirmed,confirmedRelative,crued,curConfirm,curConfirmRelative,curedRelative,died,diedRelative,icuDisable,nativeRelative,overseasInputRelative
1,西藏,0,0,1,0,1,0,0,0,0,0,1,0,0
2,澳门,0,0,79,0,79,0,0,0,0,0,1,0,0
3,青海,0,0,30,0,30,0,0,0,0,0,1,0,0
4,台湾,0,0,19864,132,13742,5270,132,0,852,0,1,0,0
5,香港,0,0,20342,461,15448,4656,236,214,238,11,1,0,0
6,贵州,0,0,162,0,159,1,0,0,2,0,1,0,0
7,吉林,0,0,598,2,587,8,2,0,3,0,1,0,2
8,新疆,0,0,996,0,993,0,0,0,3,0,1,0,0
9,宁夏,0,0,122,0,122,0,0,0,0,0,1,0,0
10,内蒙古,2,1,1237,36,1190,46,36,0,1,0,1,36,0
11,甘肃,0,0,356,0,354,0,0,0,2,0,1,0,0
12,天津,0,0,1089,0,1074,12,-4,4,3,0,1,0,0
13,山西,0,0,268,0,267,1,0,0,0,0,1,0,0
14,辽宁,13,2,939,9,809,128,9,0,2,0,1,9,0
15,黑龙江,36,0,2066,0,2041,12,-4,4,13,0,1,0,0
16,海南,0,0,190,0,184,0,0,0,6,0,1,0,0
17,河北,0,0,1476,0,1461,8,0,0,7,0,1,0,0
18,陕西,0,0,2826,0,2823,0,0,0,3,0,1,0,0
19,云南,80,7,1896,3,1864,30,2,1,2,0,1,1,2
20,广西,142,5,1019,3,685,332,-29,32,2,0,1,0,3
21,福建,41,3,1513,3,1439,73,1,2,1,0,1,0,3
22,上海,2,0,3935,13,3760,168,-3,16,7,0,1,0,13
23,北京,177,1,1368,0,1336,23,-2,2,9,0,1,0,0
24,江苏,44,22,1685,10,1630,55,10,0,0,0,1,10,0
25,四川,37,2,1393,1,1366,24,1,0,3,0,1,0,1
26,山东,23,1,1110,2,1058,45,0,2,7,0,1,0,2
27,江西,0,0,959,0,958,0,0,0,1,0,1,0,0
28,重庆,6,0,613,0,607,0,-1,1,6,0,1,0,0
29,安徽,1,0,1009,0,1003,0,0,0,6,0,1,0,0
30,湖南,2,0,1233,0,1222,7,-1,1,4,0,1,0,0
31,河南,11,0,2664,0,2580,62,-19,19,22,0,1,0,0
32,广东,116,10,4072,25,3756,308,13,12,8,0,1,4,21
33,浙江,111,2,2250,0,1871,378,0,0,1,0,1,0,0
34,湖北,6,0,68320,0,63808,0,0,0,4512,0,1,0,0
