id,area,asymptomatic,asymptomaticRelative,confirmed,confirmedRelative,crued,curConfirm,curConfirmRelative,curedRelative,died,diedRelative,icuDisable,nativeRelative,overseasInputRelative
1,西藏,0,0,1,0,1,0,0,0,0,0,1,0,0
2,澳门,0,0,79,0,79,0,0,0,0,0,1,0,0
3,青海,0,0,30,0,30,0,0,0,0,0,1,0,0
4,台湾,0,0,19293,54,13742,4700,54,0,851,0,1,0,0
5,香港,0,0,15811,635,13436,2160,512,121,215,2,1,0,0
6,贵州,0,0,161,0,159,0,0,0,2,0,1,0,0
7,吉林,0,0,594,2,586,5,2,0,3,0,1,0,2
8,新疆,6,0,996,0,988,5,-1,1,3,0,1,0,0
9,宁夏,0,0,122,0,122,0,0,0,0,0,1,0,0
10,内蒙古,0,0,1191,0,1190,0,0,0,1,0,1,0,0
11,甘肃,0,0,356,0,354,0,0,0,2,0,1,0,0
12,天津,0,0,1085,0,1043,39,-8,8,3,0,1,0,0
13,山西,0,0,268,0,266,2,0,0,0,0,1,0,0
14,辽宁,14,2,813,0,807,4,0,0,2,0,1,0,0
15,黑龙江,49,0,2064,0,2025,26,-3,3,13,0,1,0,0
16,海南,0,0,190,0,184,0,0,0,6,0,1,0,0
17,河北,0,0,1476,0,1451,18,0,0,7,0,1,0,0
18,陕西,0,0,2826,0,2823,0,0,0,3,0,1,0,0
19,云南,89,2,1884,0,1843,39,-1,1,2,0,1,0,0
20,广西,159,1,911,8,627,282,6,2,2,0,1,7,1
21,福建,29,0,1463,1,1428,34,-4,5,1,0,1,0,1
22,上海,4,0,3858,8,3634,217,-13,21,7,0,1,0,8
23,北京,232,4,1365,0,1265,91,-5,5,9,0,1,0,0
24,江苏,10,0,1631,0,1629,2,0,0,0,0,1,0,0
25,四川,33,0,1381,0,1359,19,-1,1,3,0,1,0,0
26,山东,13,0,1075,0,1050,18,-2,2,7,0,1,0,0
27,江西,1,0,959,0,958,0,0,0,1,0,1,0,0
28,重庆,9,0,613,0,605,2,0,0,6,0,1,0,0
29,安徽,0,0,1009,0,1003,0,0,0,6,0,1,0,0
30,湖南,2,0,1231,0,1220,7,-1,1,4,0,1,0,0
31,河南,5,1,2662,0,2364,276,-28,28,22,0,1,0,0
32,广东,115,14,3886,9,3675,203,3,6,8,0,1,0,9
33,浙江,111,3,2242,1,1871,370,1,0,1,0,1,0,1
34,湖北,3,0,68320,0,63808,0,0,0,4512,0,1,0,0
