id,area,asymptomatic,asymptomaticRelative,confirmed,confirmedRelative,crued,curConfirm,curConfirmRelative,curedRelative,died,diedRelative,icuDisable,nativeRelative,overseasInputRelative
1,西藏,0,0,1,0,1,0,0,0,0,0,1,0,0
2,澳门,0,0,79,0,79,0,0,0,0,0,1,0,0
3,青海,0,0,30,0,30,0,0,0,0,0,1,0,0
4,台湾,0,0,19515,139,13742,4922,139,0,851,0,1,0,0
5,香港,0,0,16583,504,14037,2330,262,242,216,0,1,0,0
6,贵州,0,0,162,0,159,1,0,0,2,0,1,0,0
7,吉林,0,0,594,0,587,4,-1,1,3,0,1,0,0
8,新疆,5,0,996,0,989,4,0,0,3,0,1,0,0
9,宁夏,0,0,122,0,122,0,0,0,0,0,1,0,0
10,内蒙古,0,0,1191,0,1190,0,0,0,1,0,1,0,0
11,甘肃,0,0,356,0,354,0,0,0,2,0,1,0,0
12,天津,0,0,1088,2,1047,38,1,1,3,0,1,1,1
13,山西,0,0,268,0,266,2,0,0,0,0,1,0,0
14,辽宁,9,0,857,22,809,46,20,2,2,0,1,20,2
15,黑龙江,50,1,2065,1,2026,26,1,0,13,0,1,0,1
16,海南,0,0,190,0,184,0,0,0,6,0,1,0,0
17,河北,0,0,1476,0,1452,17,-1,1,7,0,1,0,0
18,陕西,0,0,2826,0,2823,0,0,0,3,0,1,0,0
19,云南,82,5,1885,0,1848,35,-1,1,2,0,1,0,0
20,广西,155,5,978,32,627,349,32,0,2,0,1,30,2
21,福建,36,7,1487,14,1429,57,14,0,1,0,1,0,14
22,上海,2,0,3877,7,3672,198,-2,9,7,0,1,0,7
23,北京,241,4,1365,0,1286,70,-9,9,9,0,1,0,0
24,江苏,10,1,1631,0,1629,2,0,0,0,0,1,0,0
25,四川,34,2,1386,5,1361,22,5,0,3,0,1,0,5
26,山东,14,0,1079,3,1051,21,3,0,7,0,1,0,3
27,江西,1,0,959,0,958,0,0,0,1,0,1,0,0
28,重庆,11,1,613,0,605,2,0,0,6,0,1,0,0
29,安徽,0,0,1009,0,1003,0,0,0,6,0,1,0,0
30,湖南,2,0,1231,0,1220,7,0,0,4,0,1,0,0
31,河南,10,0,2662,0,2448,192,-48,48,22,0,1,0,0
32,广东,138,10,3925,24,3693,224,14,10,8,0,1,0,24
33,浙江,109,0,2245,0,1871,373,0,0,1,0,1,0,0
34,湖北,2,0,68320,0,63808,0,0,0,4512,0,1,0,0
