id,area,asymptomatic,asymptomaticRelative,confirmed,confirmedRelative,crued,curConfirm,curConfirmRelative,curedRelative,died,diedRelative,icuDisable,nativeRelative,overseasInputRelative
1,西藏,0,0,1,0,1,0,0,0,0,0,1,0,0
2,澳门,0,0,79,0,79,0,0,0,0,0,1,0,0
3,青海,0,0,30,0,30,0,0,0,0,0,1,0,0
4,台湾,0,0,18503,127,13742,3910,127,0,851,0,1,0,0
5,香港,0,0,13181,77,12623,345,56,21,213,0,1,0,0
6,贵州,0,0,160,0,158,0,0,0,2,0,1,0,0
7,吉林,0,0,590,0,586,1,0,0,3,0,1,0,0
8,新疆,24,6,989,2,978,8,2,0,3,0,1,2,0
9,宁夏,0,0,122,0,122,0,0,0,0,0,1,0,0
10,内蒙古,0,0,1191,0,1190,0,0,0,1,0,1,0,0
11,甘肃,0,0,356,0,354,0,0,0,2,0,1,0,0
12,天津,10,0,1015,2,760,252,-45,47,3,0,1,0,2
13,山西,0,0,267,0,265,2,0,0,0,0,1,0,0
14,辽宁,39,2,811,1,800,9,1,0,2,0,1,1,0
15,黑龙江,9,9,2039,4,2022,4,4,0,13,0,1,4,0
16,海南,0,0,190,0,184,0,0,0,6,0,1,0,0
17,河北,0,0,1465,2,1451,7,2,0,7,0,1,2,0
18,陕西,0,0,2826,0,2640,183,-35,35,3,0,1,0,0
19,云南,153,8,1867,0,1806,59,0,0,2,0,1,0,0
20,广西,152,1,704,4,514,188,-4,8,2,0,1,0,4
21,福建,18,2,1453,0,1377,75,-2,2,1,0,1,0,0
22,上海,22,0,3689,10,3302,380,-11,21,7,0,1,0,10
23,北京,107,19,1302,20,1211,82,20,2,9,0,1,18,2
24,江苏,12,0,1629,0,1627,2,0,0,0,0,1,0,0
25,四川,22,0,1372,0,1325,44,-1,1,3,0,1,0,0
26,山东,8,0,1070,0,1038,25,-1,1,7,0,1,0,0
27,江西,1,0,959,0,958,0,0,0,1,0,1,0,0
28,重庆,6,3,612,1,605,1,1,0,6,0,1,0,1
29,安徽,2,0,1009,0,1003,0,0,0,6,0,1,0,0
30,湖南,4,0,1230,0,1208,18,0,0,4,0,1,0,0
31,河南,5,0,2645,2,1781,842,-36,38,22,0,1,1,1
32,广东,77,3,3727,1,3505,214,-5,6,8,0,1,1,0
33,浙江,141,7,2115,1,1842,272,1,0,1,0,1,1,0
34,湖北,10,0,68320,0,63806,2,-1,1,4512,0,1,0,0
