id,area,confirmed,confirmedRelative,crued,curConfirm,curConfirmRelative,curedPercent,curedRelative,died,diedPercent,diedRelative,icuDisable
1,汤加王国,1,0,0,1,0,0.0%,0,0,0.0%,0,1
2,韩国,406065,3184,367578,35300,1573,90.5%,1590,3187,0.8%,21,1
3,帕劳共和国,8,0,8,0,0,100.0%,0,0,0.0%,0,1
4,圣赫勒拿,2,0,2,0,0,100.0%,0,0,0.0%,0,1
5,密克罗尼西亚,1,0,1,0,0,100.0%,0,0,0.0%,0,1
6,萨摩亚独立国,3,0,3,0,0,100.0%,0,0,0.0%,0,1
7,瓦努阿图共和国,6,0,3,2,0,50.0%,0,1,16.7%,0,1
8,马尔维纳斯群岛,72,0,68,4,0,94.4%,0,0,0.0%,0,1
9,马绍尔群岛,4,0,4,0,0,100.0%,0,0,0.0%,0,1
10,瓦利斯和富图纳群岛,445,0,438,0,0,98.4%,0,7,1.6%,0,1
11,所罗门群岛,20,0,20,0,0,100.0%,0,0,0.0%,0,1
12,莱索托,21719,6,13597,7461,0,62.6%,65,661,3.0%,0,1
13,科摩罗,4409,9,4187,73,0,95.0%,9,149,3.4%,0,1
14,塔吉克斯坦,17091,0,16965,2,0,99.3%,0,124,0.7%,0,1
15,海峡群岛,15385,135,13767,1518,87,89.5%,48,100,0.6%,0,1
16,阿拉伯联合酋长国,741148,142,735816,3188,0,99.3%,178,2144,0.3%,0,1
17,也门,9947,0,6690,1328,0,67.3%,0,1929,19.4%,0,1
18,圣皮埃尔,33,1,32,1,1,97.0%,0,0,0.0%,0,1
19,圣多美和普林西比,3731,0,3654,21,0,97.9%,3,56,1.5%,0,1
20,南苏丹,12609,0,12169,307,0,96.5%,0,133,1.1%,0,1
21,马拉维,61854,1,58706,846,0,94.9%,83,2302,3.7%,0,1
22,布隆迪,20282,6,773,19471,6,3.8%,0,38,0.2%,0,1
23,塞拉利昂,6396,0,4393,1882,0,68.7%,0,121,1.9%,0,1
24,博茨瓦纳,194129,0,190863,850,0,98.3%,0,2416,1.2%,0,1
25,百慕大,5714,0,5570,38,0,97.5%,0,106,1.9%,0,1
26,英属维尔京群岛,2725,0,2649,39,0,97.2%,0,37,1.4%,0,1
27,安圭拉,1175,38,1094,78,0,93.1%,41,3,0.3%,0,1
28,格林纳达,5865,0,5609,56,0,95.6%,6,200,3.4%,0,1
29,圣基茨和尼维斯,2760,3,2680,52,0,97.1%,10,28,1.0%,0,1
30,特克斯和凯科斯群岛,3060,0,2976,61,0,97.3%,9,23,0.8%,0,1
31,几内亚比绍,6432,29,6138,148,0,95.4%,41,146,2.3%,2,1
32,马里,16758,37,14945,1224,8,89.2%,28,589,3.5%,1,1
33,利比亚,366238,408,322611,38295,0,88.1%,1872,5332,1.5%,13,1
34,老挝,57397,1073,6558,50727,1071,11.4%,0,112,0.2%,2,1
35,伯利兹,29386,164,27104,1726,0,92.2%,216,556,1.9%,4,1
36,缅甸,515559,843,487145,9439,0,94.5%,1019,18975,3.7%,12,1
37,多米尼克,5441,105,5056,350,0,92.9%,119,35,0.6%,0,1
38,莫桑比克,151466,0,149407,123,0,98.6%,0,1936,1.3%,0,1
39,叙利亚,46703,143,27963,16058,44,59.9%,94,2682,5.7%,5,1
40,马恩岛,10412,58,9908,440,35,95.2%,23,64,0.6%,0,1
41,巴布亚新几内亚,33337,352,31700,1201,0,95.1%,456,436,1.3%,0,1
42,厄立特里亚,7091,13,6906,133,0,97.4%,30,52,0.7%,1,1
43,乌干达,127046,44,97093,26709,11,76.4%,30,3244,2.6%,3,1
44,安哥拉,64968,27,62798,441,0,96.7%,878,1729,2.7%,2,1
45,东帝汶,19813,1,19685,6,0,99.4%,3,122,0.6%,0,1
46,新喀里多尼亚,11769,71,55,11441,71,0.5%,0,273,2.3%,0,1
47,马达加斯加,43672,0,41322,1386,0,94.6%,0,964,2.2%,0,1
48,津巴布韦,133557,67,128371,487,16,96.1%,50,4699,3.5%,1,1
49,佛得角,38309,3,37891,68,0,98.9%,10,350,0.9%,0,1
50,蒙特塞拉特,41,0,40,0,0,97.6%,0,1,2.4%,0,1
51,海地,24710,75,20734,3265,41,83.9%,31,711,2.9%,3,1
52,尼日尔,6750,23,6294,220,7,93.2%,13,236,3.5%,3,1
53,乍得,5105,0,4874,56,0,95.5%,0,175,3.4%,0,1
54,萨尔瓦多,118041,0,101092,13208,0,85.6%,0,3741,3.2%,7,1
55,尼加拉瓜,17023,146,4225,12590,145,24.8%,0,208,1.2%,1,1
56,斐济,52444,15,50628,1122,0,96.5%,178,694,1.3%,0,1
57,毛里求斯,18979,0,1854,16885,0,9.8%,0,240,1.3%,0,1
58,赞比亚,210020,12,206250,104,5,98.2%,7,3666,1.7%,0,1
59,吉布提,13500,1,13285,29,1,98.4%,0,186,1.4%,0,1
60,吉尔吉斯斯坦,182667,77,177200,2752,0,97.0%,102,2715,1.5%,2,1
61,巴巴多斯,22923,323,14284,8435,0,62.3%,375,204,0.9%,5,1
