id,area,confirmed,confirmedRelative,crued,curConfirm,curConfirmRelative,curedPercent,curedRelative,died,diedPercent,diedRelative,icuDisable
1,汤加王国,1,0,1,0,0,100.0%,0,0,0.0%,0,1
2,韩国,528652,5817,435541,88724,3819,82.4%,1958,4387,0.8%,40,1
3,帕劳共和国,8,0,8,0,0,100.0%,0,0,0.0%,0,1
4,圣赫勒拿,2,0,2,0,0,100.0%,0,0,0.0%,0,1
5,密克罗尼西亚,1,0,1,0,0,100.0%,0,0,0.0%,0,1
6,萨摩亚独立国,3,0,3,0,0,100.0%,0,0,0.0%,0,1
7,瓦努阿图共和国,6,0,5,0,0,83.3%,0,1,16.7%,0,1
8,马尔维纳斯群岛,83,0,68,15,0,81.9%,0,0,0.0%,0,1
9,马绍尔群岛,4,0,4,0,0,100.0%,0,0,0.0%,0,1
10,瓦利斯和富图纳群岛,454,0,438,9,0,96.5%,0,7,1.5%,0,1
11,所罗门群岛,20,0,20,0,0,100.0%,0,0,0.0%,0,1
12,莱索托,23102,0,13856,8582,0,60.0%,0,664,2.9%,0,1
13,科摩罗,4572,2,4389,32,2,96.0%,0,151,3.3%,0,1
14,塔吉克斯坦,17095,0,16966,5,0,99.2%,0,124,0.7%,0,1
15,海峡群岛,20843,0,18863,1873,0,90.5%,0,107,0.5%,0,1
16,阿拉伯联合酋长国,742894,92,737967,2776,21,99.3%,71,2151,0.3%,0,1
17,也门,10072,3,6947,1153,0,69.0%,5,1972,19.6%,1,1
18,圣皮埃尔,91,0,60,31,0,65.9%,0,0,0.0%,0,1
19,圣多美和普林西比,3733,0,3675,1,0,98.4%,0,57,1.5%,0,1
20,南苏丹,12873,0,12576,164,0,97.7%,0,133,1.0%,0,1
21,马拉维,62380,35,58863,1209,31,94.4%,3,2308,3.7%,1,1
22,布隆迪,20666,0,773,19855,0,3.7%,0,38,0.2%,0,1
23,塞拉利昂,6422,0,4393,1908,0,68.4%,0,121,1.9%,0,1
24,博茨瓦纳,196090,0,192452,1217,0,98.1%,0,2421,1.2%,0,1
25,百慕大,5784,0,5643,35,0,97.6%,0,106,1.8%,0,1
26,英属维尔京群岛,2842,0,2649,154,0,93.2%,0,39,1.4%,0,1
27,安圭拉,1523,0,1434,85,0,94.2%,0,4,0.3%,0,1
28,格林纳达,5915,0,5665,50,0,95.8%,4,200,3.4%,0,1
29,圣基茨和尼维斯,2796,0,2758,10,0,98.6%,0,28,1.0%,0,1
30,特克斯和凯科斯群岛,3137,0,3066,46,0,97.7%,0,25,0.8%,0,1
31,几内亚比绍,6448,1,6283,16,0,97.4%,2,149,2.3%,0,1
32,马里,18627,87,15523,2474,47,83.3%,39,630,3.4%,1,1
33,利比亚,379328,711,366163,7596,0,96.5%,1281,5569,1.5%,8,1
34,老挝,91816,1138,7339,84227,1135,8.0%,0,250,0.3%,3,1
35,伯利兹,31105,0,29791,728,0,95.8%,0,586,1.9%,0,1
36,缅甸,526911,250,503433,4290,0,95.5%,326,19188,3.6%,5,1
37,多米尼克,6233,0,5768,423,0,92.5%,0,42,0.7%,0,1
38,莫桑比克,153787,266,149964,1878,261,97.5%,3,1945,1.3%,2,1
39,叙利亚,49350,83,30573,15959,0,62.0%,97,2818,5.7%,5,1
40,马恩岛,12643,116,11838,738,0,93.6%,127,67,0.5%,0,1
41,巴布亚新几内亚,35956,92,35114,255,0,97.7%,136,587,1.6%,13,1
42,厄立特里亚,7656,17,7440,153,0,97.2%,24,63,0.8%,0,1
43,乌干达,128120,60,97821,27030,40,76.4%,19,3269,2.6%,1,1
44,安哥拉,65431,7,63519,175,0,97.1%,8,1737,2.7%,0,1
45,东帝汶,19830,0,19704,4,0,99.4%,0,122,0.6%,0,1
46,新喀里多尼亚,12400,10,11961,159,0,96.5%,16,280,2.3%,0,1
47,马达加斯加,45794,0,43393,1421,0,94.8%,0,980,2.1%,0,1
48,津巴布韦,172012,2138,129951,37321,1921,75.5%,214,4740,2.8%,3,1
49,佛得角,38503,7,38062,90,0,98.9%,19,351,0.9%,0,1
50,蒙特塞拉特,44,0,42,1,0,95.5%,0,1,2.3%,0,1
51,海地,25865,0,22276,2827,0,86.1%,0,762,2.9%,0,1
52,尼日尔,7163,5,6879,15,0,96.0%,18,269,3.8%,1,1
53,乍得,5701,0,4874,646,0,85.5%,0,181,3.2%,0,1
54,萨尔瓦多,121200,1397,104875,12525,0,86.5%,1893,3800,3.1%,2,1
55,尼加拉瓜,17328,0,4225,12893,0,24.4%,0,210,1.2%,0,1
56,斐济,52593,16,51157,739,16,97.3%,0,697,1.3%,0,1
57,毛里求斯,22651,38,21043,928,0,92.9%,81,680,3.0%,0,1
58,赞比亚,211705,157,206716,1318,138,97.6%,19,3671,1.7%,0,1
59,吉布提,13514,0,13298,27,0,98.4%,0,189,1.4%,0,1
60,吉尔吉斯斯坦,184027,26,179080,2174,0,97.3%,31,2773,1.5%,0,1
61,巴巴多斯,26864,74,24692,1919,0,91.9%,164,253,0.9%,1,1
62,黑山,159901,113,155559,1988,0,97.3%,220,2354,1.5%,4,1
63,冈比亚,10034,36,9641,51,36,96.1%,0,342,3.4%,0,1
64,格陵兰岛,1876,18,1606,270,12,85.6%,6,0,0.0%,0,1
65,贝宁,24897,0,24546,190,0,98.6%,0,161,0.6%,0,1
66,索马里,23074,0,12817,8924,0,55.5%,0,1333,5.8%,0,1
67,坦桑尼亚,26309,0,183,25392,0,0.7%,0,734,2.8%,0,1
68,利比里亚,5844,0,5535,22,0,94.7%,0,287,4.9%,0,1
69,圭亚那合作共和国,38568,101,36691,854,92,95.1%,5,1023,2.7%,4,1
70,马约特,21088,0,2964,17939,0,14.1%,0,185,0.9%,0,1
71,巴哈马,22907,0,21659,540,0,94.6%,0,708,3.1%,0,1
72,乌兹别克斯坦,196094,211,192841,1811,0,98.3%,216,1442,0.7%,4,1
73,瓜德罗普,55284,0,2250,52286,0,4.1%,0,748,1.4%,0,1
74,开曼群岛,7871,0,4339,3523,0,55.1%,0,9,0.1%,0,1
75,刚果（布）,19066,0,12421,6286,0,65.1%,0,359,1.9%,0,1
76,中非共和国,11961,0,6859,5001,0,57.3%,0,101,0.8%,0,1
77,塞舌尔,23806,0,23294,383,0,97.8%,0,129,0.5%,0,1
78,赤道几内亚,13612,0,13386,51,0,98.3%,0,175,1.3%,0,1
79,纳米比亚,133090,578,126108,3404,521,94.8%,57,3578,2.7%,0,1
80,卢旺达,100713,50,45522,53847,50,45.2%,0,1344,1.3%,0,1
81,斯威士兰,53509,469,45903,6354,308,85.8%,159,1252,2.3%,2,1
82,毛里塔尼亚,39834,28,38434,550,0,96.5%,35,850,2.1%,0,1
83,阿鲁巴,16605,18,16231,197,0,97.7%,18,177,1.1%,0,1
84,钻石公主号邮轮,712,0,699,0,0,98.2%,0,13,1.8%,0,1
85,苏里南,51244,18,29586,20480,17,57.7%,0,1178,2.3%,1,1
86,库拉索,17598,17,17291,125,3,98.3%,14,182,1.0%,0,1
87,圣卢西亚,13100,12,12699,118,12,96.9%,0,283,2.2%,0,1
88,圣文森特和格林纳丁斯,5723,30,5111,535,30,89.3%,0,77,1.3%,0,1
89,安提瓜和巴布达,4175,3,4033,25,0,96.6%,8,117,2.8%,0,1
90,危地马拉,622237,0,605390,799,0,97.3%,0,16048,2.6%,0,1
91,乌拉圭,402719,126,394321,2253,0,97.9%,169,6145,1.5%,3,1
92,委内瑞拉,439089,796,427108,6736,0,97.3%,903,5245,1.2%,5,1
93,苏丹,44877,0,36009,5624,0,80.2%,0,3244,7.2%,0,1
94,几内亚,30813,0,29776,649,0,96.6%,0,388,1.3%,0,1
95,埃塞俄比亚,373240,115,350412,15995,39,93.9%,76,6833,1.8%,0,1
96,哈萨克斯坦,980372,491,949397,18099,0,96.8%,543,12876,1.3%,12,1
97,肯尼亚,256484,149,248551,2584,112,96.9%,36,5349,2.1%,1,1
98,特立尼达和多巴哥,81071,558,64488,14154,67,79.5%,467,2429,3.0%,24,1
99,加蓬,37626,0,34522,2819,0,91.8%,0,285,0.8%,0,1
100,加纳,131547,135,129566,738,60,98.5%,71,1243,0.9%,4,1
101,法属波利尼西亚,46334,0,33500,12198,0,72.3%,0,636,1.4%,0,1
102,古巴,963693,127,954986,394,3,99.1%,124,8313,0.9%,0,1
103,留尼汪岛,63863,0,59685,3787,0,93.5%,0,391,0.6%,0,1
104,科特迪瓦,61907,9,60997,204,0,98.5%,19,706,1.1%,0,1
105,洪都拉斯,378615,0,122591,245600,0,32.4%,0,10424,2.8%,0,1
106,玻利维亚,554999,1592,505504,30165,0,91.1%,1605,19330,3.5%,12,1
107,圣马丁岛,4653,0,4533,45,0,97.4%,0,75,1.6%,0,1
108,圣巴泰勒米岛,1603,0,462,1135,0,28.8%,0,6,0.4%,0,1
109,牙买加,91802,40,63491,25883,0,69.2%,49,2428,2.6%,1,1
110,土耳其,9058975,17956,8637984,341669,0,95.4%,22648,79322,0.9%,182,1
111,刚果（金）,59851,0,50930,7803,0,85.1%,0,1118,1.9%,0,1
112,巴拿马,481056,208,470398,3270,32,97.8%,176,7388,1.5%,0,1
113,蒙古国,385638,94,313256,70344,91,81.2%,0,2038,0.5%,3,1
114,布基纳法索,16334,0,15604,440,0,95.5%,0,290,1.8%,0,1
115,塞浦路斯,141566,393,124370,16585,391,87.9%,0,611,0.4%,2,1
116,文莱,15363,14,15027,238,0,97.8%,36,98,0.6%,0,1
117,马提尼克,45501,0,104,44679,0,0.2%,0,718,1.6%,0,1
118,法属圭亚那,46510,0,11254,34923,0,24.2%,0,333,0.7%,0,1
119,法罗群岛,4413,97,3926,474,0,89.0%,122,13,0.3%,0,1
120,阿尔巴尼亚,203925,263,195436,5349,0,95.8%,409,3140,1.5%,2,1
121,孟加拉国,1579710,385,1544417,7262,115,97.8%,267,28031,1.8%,3,1
122,保加利亚,716647,532,591124,95835,31,82.5%,451,29688,4.1%,50,1
123,摩尔多瓦,370003,257,354811,5799,0,95.9%,293,9393,2.5%,14,1
124,马尔代夫,93246,55,91028,1960,0,97.6%,63,258,0.3%,0,1
125,巴拉圭,463828,48,446646,669,0,96.3%,53,16513,3.6%,3,1
126,马耳他,40724,78,38435,1818,5,94.4%,73,471,1.2%,0,1
127,哥斯达黎加,568224,0,559232,1659,0,98.4%,0,7333,1.3%,0,1
128,哥伦比亚,5095821,2026,4935876,30782,454,96.9%,1521,129163,2.5%,51,1
129,多哥,26416,28,25947,226,20,98.2%,8,243,0.9%,0,1
130,秘鲁,2255318,0,1720665,332805,0,76.3%,0,201848,8.9%,0,1
131,斯洛伐克,781989,2370,664669,101804,0,85.0%,5004,15516,2.0%,61,1
132,喀麦隆,107549,0,102716,3010,0,95.5%,0,1823,1.7%,0,1
133,梵蒂冈,27,0,27,0,0,100.0%,0,0,0.0%,0,1
134,塞尔维亚,1275214,1167,1231991,31014,0,96.6%,2647,12209,1.0%,31,1
135,直布罗陀,7546,21,7215,231,0,95.6%,65,100,1.3%,0,1
136,不丹,2649,0,2629,17,0,99.2%,0,3,0.1%,0,1
137,列支敦士登,5405,74,4994,343,0,92.4%,157,68,1.3%,0,1
138,巴勒斯坦,434738,305,426214,3937,28,98.0%,270,4587,1.1%,7,1
139,南非,3180785,37875,2913297,177340,5094,91.6%,32760,90148,2.8%,21,1
140,波黑,281903,923,192218,76686,842,68.2%,0,12999,4.6%,81,1
141,匈牙利,1202514,16017,996517,168918,0,82.9%,22742,37079,3.1%,455,1
142,斯洛文尼亚,442347,677,415520,21391,0,93.9%,1022,5436,1.2%,17,1
143,波兰,3857085,11377,3333313,434727,0,86.4%,25126,89045,2.3%,29,1
144,阿根廷,5361967,1570,5218343,26832,0,97.3%,2329,116792,2.2%,11,1
145,智利,1784165,1361,1685012,60437,0,94.4%,2663,38716,2.2%,30,1
146,乌克兰,3570448,4073,3233009,245837,0,90.5%,9966,91602,2.6%,188,1
147,沙特阿拉伯,550304,64,539554,1895,0,98.0%,77,8855,1.6%,2,1
148,突尼斯,719662,152,692934,1291,0,96.3%,151,25437,3.5%,5,1
149,塞内加尔,74092,6,72160,46,0,97.4%,6,1886,2.5%,0,1
150,拉脱维亚,263145,271,248573,10182,270,94.5%,0,4390,1.7%,1,1
151,摩洛哥,951544,0,935358,1388,0,98.3%,0,14798,1.6%,0,1
152,约旦,1015289,3897,936942,66323,0,92.3%,3971,12024,1.2%,41,1
153,葡萄牙,1196602,2314,1109391,68538,421,92.7%,1878,18673,1.6%,15,1
154,安道尔,19967,0,17541,2292,0,87.8%,0,134,0.7%,0,1
155,印度尼西亚,4259439,106,4110574,4905,0,96.5%,278,143960,3.4%,12,1
156,捷克,2350338,4113,2072702,242939,0,88.2%,20249,34697,1.5%,100,1
157,多米尼加,410412,178,404634,1559,0,98.6%,216,4219,1.0%,0,1
158,亚美尼亚,342765,66,326304,8616,0,95.2%,438,7845,2.3%,17,1
159,爱尔兰,628306,0,488855,133663,0,77.8%,0,5788,0.9%,0,1
160,卢森堡,94300,0,88068,5337,0,93.4%,0,895,0.9%,0,1
161,厄瓜多尔,533457,2325,443880,56016,2265,83.2%,0,33561,6.3%,60,1
162,卡塔尔,245523,169,242483,2427,22,98.8%,147,613,0.2%,0,1
163,圣马力诺,6600,247,5978,528,127,90.6%,120,94,1.4%,0,1
164,摩纳哥,4114,1,3893,185,0,94.6%,26,36,0.9%,0,1
165,冰岛,19708,388,18282,1390,0,92.8%,410,36,0.2%,1,1
166,墨西哥,3918987,855,3275463,346803,0,83.6%,2202,296721,7.6%,52,1
167,阿塞拜疆,604998,518,577135,19759,0,95.4%,871,8104,1.3%,16,1
168,白俄罗斯,676512,1011,667041,4166,184,98.6%,817,5305,0.8%,10,1
169,新西兰,13067,102,6157,6863,73,47.1%,28,47,0.4%,1,1
170,立陶宛,493471,831,459769,26681,444,93.2%,372,7021,1.4%,15,1
171,尼日利亚,217866,418,210076,4807,375,96.4%,43,2983,1.4%,0,1
172,埃及,369997,863,307926,40967,319,83.2%,499,21104,5.7%,45,1
173,荷兰,2894209,13783,2262943,611126,0,78.2%,13810,20140,0.7%,28,1
174,爱沙尼亚,229214,317,213777,13569,115,93.3%,189,1868,0.8%,13,1
175,丹麦,562188,7799,480230,78935,3473,85.4%,4317,3023,0.5%,9,1
176,罗马尼亚,1794589,494,1719084,17658,0,95.8%,1489,57847,3.2%,45,1
177,北马其顿,219490,82,206211,5539,0,94.0%,265,7740,3.5%,8,1
178,挪威,322744,3622,88952,232656,3622,27.6%,0,1136,0.4%,0,1
179,格鲁吉亚,894801,1527,840985,40990,0,94.0%,4588,12826,1.4%,46,1
180,巴基斯坦,1289543,244,1251584,9120,0,97.1%,308,28839,2.2%,6,1
181,希腊,1006706,7054,925850,61511,0,92.0%,13518,19345,1.9%,188,1
182,阿尔及利亚,213058,196,146519,60388,20,68.8%,168,6151,2.9%,8,1
183,瑞士,1129833,23260,899546,218446,15193,79.6%,8041,11841,1.0%,26,1
184,克罗地亚,654655,453,621408,21581,0,94.9%,3926,11666,1.8%,47,1
