id,area,asymptomatic,asymptomaticRelative,confirmed,confirmedRelative,crued,curConfirm,curConfirmRelative,curedRelative,died,diedRelative,icuDisable,nativeRelative,overseasInputRelative
1,西藏,0,0,1,0,1,0,0,0,0,0,1,0,0
2,澳门,0,0,79,0,77,2,0,0,0,0,1,0,0
3,青海,0,0,30,0,30,0,0,0,0,0,1,0,0
4,台湾,0,0,17394,32,13742,2802,32,0,850,0,1,0,0
5,香港,0,0,12792,6,12296,283,-6,12,213,0,1,0,0
6,贵州,0,0,160,0,157,1,0,0,2,0,1,0,0
7,吉林,0,0,590,0,584,3,0,0,3,0,1,0,0
8,新疆,0,0,981,0,978,0,0,0,3,0,1,0,0
9,宁夏,0,0,122,0,122,0,0,0,0,0,1,0,0
10,内蒙古,0,0,1191,0,1185,5,0,0,1,0,1,0,0
11,甘肃,0,0,356,0,354,0,0,0,2,0,1,0,0
12,天津,64,16,674,24,547,124,18,6,3,0,1,16,8
13,山西,0,0,266,0,265,1,0,0,0,0,1,0,0
14,辽宁,20,2,802,0,793,7,0,0,2,0,1,0,0
15,黑龙江,1,0,2035,0,2022,0,0,0,13,0,1,0,0
16,海南,0,0,190,0,184,0,0,0,6,0,1,0,0
17,河北,0,0,1458,0,1451,0,0,0,7,0,1,0,0
18,陕西,6,0,2790,13,1154,1633,-57,70,3,0,1,13,0
19,云南,134,7,1838,2,1765,71,-1,3,2,0,1,0,2
20,广西,152,8,673,5,436,235,-8,13,2,0,1,0,5
21,福建,17,0,1425,10,1331,93,7,3,1,0,1,0,10
22,上海,22,0,3352,27,3005,340,23,4,7,0,1,0,27
23,北京,37,4,1219,1,1199,11,1,0,9,0,1,0,1
24,江苏,7,0,1628,1,1622,6,1,0,0,0,1,0,1
25,四川,31,1,1344,2,1304,37,0,2,3,0,1,0,2
26,山东,6,0,1050,0,1020,23,0,0,7,0,1,0,0
27,江西,1,0,959,0,958,0,0,0,1,0,1,0,0
28,重庆,3,1,611,0,605,0,0,0,6,0,1,0,0
29,安徽,0,0,1009,0,1003,0,0,0,6,0,1,0,0
30,湖南,8,0,1229,0,1199,26,0,0,4,0,1,0,0
31,河南,0,0,2085,144,1607,456,142,2,22,0,1,143,1
32,广东,141,6,3557,18,3381,168,14,4,8,0,1,0,18
33,浙江,121,3,2085,7,1542,542,7,0,1,0,1,0,7
34,湖北,30,2,68320,0,63804,4,0,0,4512,0,1,0,0
