id,area,asymptomatic,asymptomaticRelative,confirmed,confirmedRelative,crued,curConfirm,curConfirmRelative,curedRelative,died,diedRelative,icuDisable,nativeRelative,overseasInputRelative
1,西藏,0,0,1,0,1,0,0,0,0,0,1,0,0
2,澳门,0,0,79,0,77,2,0,0,0,0,1,0,0
3,青海,0,0,30,0,30,0,0,0,0,0,1,0,0
4,台湾,0,0,17463,69,13742,2871,69,0,850,0,1,0,0
5,香港,0,0,12809,17,12304,292,9,8,213,0,1,0,0
6,贵州,0,0,160,0,157,1,0,0,2,0,1,0,0
7,吉林,0,0,590,0,584,3,0,0,3,0,1,0,0
8,新疆,0,0,981,0,978,0,0,0,3,0,1,0,0
9,宁夏,0,0,122,0,122,0,0,0,0,0,1,0,0
10,内蒙古,0,0,1191,0,1185,5,0,0,1,0,1,0,0
11,甘肃,0,0,356,0,354,0,0,0,2,0,1,0,0
12,天津,62,3,705,37,548,154,36,1,3,0,1,33,4
13,山西,0,0,266,0,265,1,0,0,0,0,1,0,0
14,辽宁,20,0,802,0,793,7,0,0,2,0,1,0,0
15,黑龙江,1,0,2035,0,2022,0,0,0,13,0,1,0,0
16,海南,0,0,190,0,184,0,0,0,6,0,1,0,0
17,河北,0,0,1458,0,1451,0,0,0,7,0,1,0,0
18,陕西,5,0,2798,8,1285,1510,-123,131,3,0,1,8,0
19,云南,134,7,1838,0,1772,64,-7,7,2,0,1,0,0
20,广西,154,3,675,2,437,236,1,1,2,0,1,0,2
21,福建,18,1,1429,4,1331,97,4,0,1,0,1,0,4
22,上海,23,1,3372,20,3017,348,8,12,7,0,1,0,20
23,北京,37,2,1221,2,1199,13,2,0,9,0,1,0,2
24,江苏,7,1,1629,1,1622,7,1,0,0,0,1,0,1
25,四川,29,0,1345,1,1307,35,-2,3,3,0,1,0,1
26,山东,4,0,1050,0,1021,22,-1,1,7,0,1,0,0
27,江西,1,0,959,0,958,0,0,0,1,0,1,0,0
28,重庆,1,0,611,0,605,0,0,0,6,0,1,0,0
29,安徽,0,0,1009,0,1003,0,0,0,6,0,1,0,0
30,湖南,8,0,1229,0,1199,26,0,0,4,0,1,0,0
31,河南,1,1,2147,118,1608,517,117,1,22,0,1,118,0
32,广东,109,10,3584,27,3386,190,22,5,8,0,1,7,20
33,浙江,125,4,2086,1,1542,543,1,0,1,0,1,0,1
34,湖北,30,0,68320,0,63804,4,0,0,4512,0,1,0,0
