id,area,asymptomatic,asymptomaticRelative,confirmed,confirmedRelative,crued,curConfirm,curConfirmRelative,curedRelative,died,diedRelative,icuDisable,nativeRelative,overseasInputRelative
1,西藏,0,0,1,0,1,0,0,0,0,0,1,0,0
2,澳门,0,0,79,0,79,0,0,0,0,0,1,0,0
3,青海,0,0,30,0,30,0,0,0,0,0,1,0,0
4,台湾,0,0,18959,109,13742,4366,109,0,851,0,1,0,0
5,香港,0,0,13912,83,12826,873,63,20,213,0,1,0,0
6,贵州,0,0,161,0,158,1,0,0,2,0,1,0,0
7,吉林,0,0,592,0,586,3,0,0,3,0,1,0,0
8,新疆,25,0,996,0,981,12,-2,2,3,0,1,0,0
9,宁夏,0,0,122,0,122,0,0,0,0,0,1,0,0
10,内蒙古,0,0,1191,0,1190,0,0,0,1,0,1,0,0
11,甘肃,0,0,356,0,354,0,0,0,2,0,1,0,0
12,天津,5,0,1072,10,1000,69,-7,17,3,0,1,9,1
13,山西,0,0,268,0,265,3,0,0,0,0,1,0,0
14,辽宁,19,0,812,0,804,6,0,0,2,0,1,0,0
15,黑龙江,44,0,2064,0,2022,29,0,0,13,0,1,0,0
16,海南,0,0,190,0,184,0,0,0,6,0,1,0,0
17,河北,0,0,1474,0,1451,16,0,0,7,0,1,0,0
18,陕西,0,0,2826,0,2810,13,-2,2,3,0,1,0,0
19,云南,97,3,1882,1,1828,52,-2,3,2,0,1,0,1
20,广西,162,1,716,0,570,144,-5,5,2,0,1,0,0
21,福建,16,0,1455,0,1405,49,-4,4,1,0,1,0,0
22,上海,15,0,3792,9,3522,263,-2,11,7,0,1,0,9
23,北京,233,56,1356,5,1238,109,4,0,9,0,1,3,2
24,江苏,11,2,1630,0,1629,1,0,0,0,0,1,0,0
25,四川,25,2,1374,0,1338,33,-3,3,3,0,1,0,0
26,山东,13,0,1075,0,1042,26,0,0,7,0,1,0,0
27,江西,2,0,959,0,958,0,0,0,1,0,1,0,0
28,重庆,10,0,613,0,605,2,0,0,6,0,1,0,0
29,安徽,0,0,1009,0,1003,0,0,0,6,0,1,0,0
30,湖南,3,0,1230,0,1214,12,0,0,4,0,1,0,0
31,河南,6,0,2657,1,2081,554,-30,31,22,0,1,0,1
32,广东,92,10,3785,13,3615,162,-7,20,8,0,1,9,4
33,浙江,109,6,2235,2,1869,365,2,0,1,0,1,2,0
34,湖北,3,0,68320,0,63807,1,0,0,4512,0,1,0,0
