id,area,asymptomatic,asymptomaticRelative,confirmed,confirmedRelative,crued,curConfirm,curConfirmRelative,curedRelative,died,diedRelative,icuDisable,nativeRelative,overseasInputRelative
1,西藏,0,0,1,0,1,0,0,0,0,0,1,0,0
2,澳门,0,0,79,0,79,0,0,0,0,0,1,0,0
3,青海,0,0,30,0,30,0,0,0,0,0,1,0,0
4,台湾,0,0,19937,140,13742,5343,140,0,852,0,1,0,0
5,香港,0,0,21750,1408,15699,5793,1137,251,258,20,1,0,0
6,贵州,0,0,162,0,159,1,0,0,2,0,1,0,0
7,吉林,0,0,598,0,587,8,0,0,3,0,1,0,0
8,新疆,0,0,996,0,993,0,0,0,3,0,1,0,0
9,宁夏,0,0,122,0,122,0,0,0,0,0,1,0,0
10,内蒙古,1,0,1289,66,1190,98,66,0,1,0,1,66,0
11,甘肃,0,0,356,0,354,0,0,0,2,0,1,0,0
12,天津,2,2,1092,3,1077,12,0,3,3,0,1,0,3
13,山西,0,0,268,0,267,1,0,0,0,0,1,0,0
14,辽宁,15,3,950,11,811,137,9,2,2,0,1,8,3
15,黑龙江,33,2,2066,0,2042,11,-1,1,13,0,1,0,0
16,海南,1,1,190,0,184,0,0,0,6,0,1,0,0
17,河北,0,0,1476,0,1461,8,0,0,7,0,1,0,0
18,陕西,0,0,2826,0,2823,0,0,0,3,0,1,0,0
19,云南,80,5,1900,4,1866,32,2,2,2,0,1,3,1
20,广西,138,3,1021,2,697,322,-26,28,2,0,1,0,2
21,福建,41,0,1513,0,1441,71,-2,2,1,0,1,0,0
22,上海,5,3,3953,18,3771,175,7,11,7,0,1,0,18
23,北京,178,1,1372,4,1338,25,2,2,9,0,1,0,4
24,江苏,38,10,1712,33,1630,82,33,0,0,0,1,33,0
25,四川,36,0,1395,2,1367,25,1,1,3,0,1,0,2
26,山东,24,1,1111,1,1060,44,-1,2,7,0,1,0,1
27,江西,0,0,959,0,958,0,0,0,1,0,1,0,0
28,重庆,7,1,613,0,607,0,0,0,6,0,1,0,0
29,安徽,1,0,1009,0,1003,0,0,0,6,0,1,0,0
30,湖南,2,0,1233,0,1222,7,0,0,4,0,1,0,0
31,河南,12,1,2664,0,2590,52,-10,10,22,0,1,0,0
32,广东,121,5,4097,25,3772,317,9,16,8,0,1,3,22
33,浙江,111,1,2252,2,1871,380,2,0,1,0,1,1,1
34,湖北,6,0,68320,0,63808,0,0,0,4512,0,1,0,0
