id,area,asymptomatic,asymptomaticRelative,confirmed,confirmedRelative,crued,curConfirm,curConfirmRelative,curedRelative,died,diedRelative,icuDisable,nativeRelative,overseasInputRelative
1,西藏,0,0,1,0,1,0,0,0,0,0,1,0,0
2,澳门,0,0,79,0,79,0,0,0,0,0,1,0,0
3,青海,0,0,30,0,30,0,0,0,0,0,1,0,0
4,台湾,0,0,18566,155,13742,3973,155,0,851,0,1,0,0
5,香港,0,0,13262,81,12655,394,49,32,213,0,1,0,0
6,贵州,0,0,161,1,158,1,1,0,2,0,1,1,0
7,吉林,0,0,591,1,586,2,1,0,3,0,1,0,1
8,新疆,29,5,991,2,978,10,2,0,3,0,1,2,0
9,宁夏,0,0,122,0,122,0,0,0,0,0,1,0,0
10,内蒙古,0,0,1191,0,1190,0,0,0,1,0,1,0,0
11,甘肃,0,0,356,0,354,0,0,0,2,0,1,0,0
12,天津,7,0,1016,1,818,195,-57,58,3,0,1,1,0
13,山西,0,0,267,0,265,2,0,0,0,0,1,0,0
14,辽宁,32,0,811,0,800,9,0,0,2,0,1,0,0
15,黑龙江,19,11,2044,5,2022,9,5,0,13,0,1,5,0
16,海南,0,0,190,0,184,0,0,0,6,0,1,0,0
17,河北,0,0,1468,4,1451,10,4,0,7,0,1,4,0
18,陕西,0,0,2826,0,2684,139,-44,44,3,0,1,0,0
19,云南,151,7,1872,5,1807,63,4,1,2,0,1,0,5
20,广西,154,3,705,1,515,188,0,1,2,0,1,0,1
21,福建,18,2,1453,0,1380,72,-3,3,1,0,1,0,0
22,上海,21,0,3710,21,3338,365,-15,36,7,0,1,1,20
23,北京,120,14,1303,6,1209,85,6,0,9,0,1,5,1
24,江苏,12,0,1629,0,1627,2,0,0,0,0,1,0,0
25,四川,19,0,1373,1,1326,44,0,1,3,0,1,0,1
26,山东,8,0,1070,0,1038,25,0,0,7,0,1,0,0
27,江西,2,1,959,0,958,0,0,0,1,0,1,0,0
28,重庆,5,0,612,0,605,1,0,0,6,0,1,0,0
29,安徽,2,0,1009,0,1003,0,0,0,6,0,1,0,0
30,湖南,4,0,1230,0,1208,18,0,0,4,0,1,0,0
31,河南,5,0,2648,3,1810,816,-26,29,22,0,1,1,2
32,广东,86,10,3730,3,3516,206,-8,11,8,0,1,0,3
33,浙江,139,2,2132,18,1842,289,18,0,1,0,1,14,4
34,湖北,9,0,68320,0,63806,2,0,0,4512,0,1,0,0
