id,area,asymptomatic,asymptomaticRelative,confirmed,confirmedRelative,crued,curConfirm,curConfirmRelative,curedRelative,died,diedRelative,icuDisable,nativeRelative,overseasInputRelative
1,西藏,0,0,1,0,1,0,0,0,0,0,1,0,0
2,澳门,0,0,79,0,77,2,0,0,0,0,1,0,0
3,青海,0,0,30,0,30,0,0,0,0,0,1,0,0
4,台湾,0,0,17692,133,13742,3099,132,0,851,1,1,0,0
5,香港,0,0,12852,31,12327,312,20,11,213,0,1,0,0
6,贵州,0,0,160,0,158,0,0,0,2,0,1,0,0
7,吉林,0,0,590,0,585,2,0,0,3,0,1,0,0
8,新疆,0,0,981,0,978,0,0,0,3,0,1,0,0
9,宁夏,0,0,122,0,122,0,0,0,0,0,1,0,0
10,内蒙古,0,0,1191,0,1185,5,0,0,1,0,1,0,0
11,甘肃,0,0,356,0,354,0,0,0,2,0,1,0,0
12,天津,65,1,789,37,556,230,29,8,3,0,1,34,3
13,山西,0,0,266,0,265,1,0,0,0,0,1,0,0
14,辽宁,38,18,805,3,795,8,1,2,2,0,1,0,3
15,黑龙江,0,0,2035,0,2022,0,0,0,13,0,1,0,0
16,海南,0,0,190,0,184,0,0,0,6,0,1,0,0
17,河北,0,0,1458,0,1451,0,0,0,7,0,1,0,0
18,陕西,5,0,2812,8,1578,1231,-163,171,3,0,1,8,0
19,云南,141,6,1838,0,1779,57,-3,3,2,0,1,0,0
20,广西,158,2,681,4,445,234,-1,5,2,0,1,0,4
21,福建,20,2,1437,3,1335,101,2,1,1,0,1,0,3
22,上海,26,3,3435,32,3043,385,24,8,7,0,1,2,30
23,北京,38,0,1223,1,1202,12,-1,2,9,0,1,0,1
24,江苏,7,0,1629,0,1623,6,-1,1,0,0,1,0,0
25,四川,26,0,1347,2,1307,37,2,0,3,0,1,0,2
26,山东,4,0,1050,0,1023,20,0,0,7,0,1,0,0
27,江西,1,0,959,0,958,0,0,0,1,0,1,0,0
28,重庆,0,0,611,0,605,0,0,0,6,0,1,0,0
29,安徽,0,0,1009,0,1003,0,0,0,6,0,1,0,0
30,湖南,8,0,1229,0,1202,23,-2,2,4,0,1,0,0
31,河南,1,1,2321,98,1609,690,98,0,22,0,1,98,0
32,广东,123,10,3614,12,3397,209,7,5,8,0,1,3,9
33,浙江,122,2,2094,4,1543,550,4,0,1,0,1,1,3
34,湖北,23,0,68320,0,63804,4,0,0,4512,0,1,0,0
