id,area,confirmed,confirmedRelative,crued,curConfirm,curConfirmRelative,curedPercent,curedRelative,died,diedPercent,diedRelative,icuDisable
1,汤加王国,1,0,0,1,0,0.0%,0,0,0.0%,0,1
2,韩国,385831,1713,352940,29879,-9556,91.5%,11251,3012,0.8%,18,1
3,帕劳共和国,8,0,8,0,0,100.0%,0,0,0.0%,0,1
4,圣赫勒拿,2,0,2,0,0,100.0%,0,0,0.0%,0,1
5,密克罗尼西亚,1,0,1,0,0,100.0%,0,0,0.0%,0,1
6,萨摩亚独立国,3,0,3,0,0,100.0%,0,0,0.0%,0,1
7,瓦努阿图共和国,6,0,3,2,0,50.0%,0,1,16.7%,0,1
8,马尔维纳斯群岛,72,0,68,4,0,94.4%,0,0,0.0%,0,1
9,马绍尔群岛,4,0,4,0,0,100.0%,0,0,0.0%,0,1
10,瓦利斯和富图纳群岛,445,0,438,0,0,98.4%,0,7,1.6%,0,1
11,所罗门群岛,20,0,20,0,0,100.0%,0,0,0.0%,0,1
12,莱索托,21685,0,12804,8222,0,59.0%,0,659,3.0%,0,1
13,科摩罗,4332,11,4115,70,0,95.0%,13,147,3.4%,0,1
14,塔吉克斯坦,17086,0,16960,2,0,99.3%,0,124,0.7%,0,1
15,海峡群岛,13968,284,12946,922,71,92.7%,213,100,0.7%,0,1
16,阿拉伯联合酋长国,740572,72,735074,3356,0,99.3%,90,2142,0.3%,0,1
17,也门,9891,8,6571,1405,0,66.4%,15,1915,19.4%,6,1
18,圣皮埃尔,32,0,32,0,0,100.0%,0,0,0.0%,0,1
19,圣多美和普林西比,3730,0,3641,33,0,97.6%,8,56,1.5%,0,1
20,南苏丹,12517,61,12169,215,61,97.2%,0,133,1.1%,0,1
21,马拉维,61821,3,58315,1204,0,94.3%,3,2302,3.7%,0,1
22,布隆迪,20136,0,773,19325,0,3.8%,0,38,0.2%,0,1
23,塞拉利昂,6396,0,4393,1882,0,68.7%,0,121,1.9%,0,1
24,博茨瓦纳,193449,514,188361,2679,151,97.4%,361,2409,1.2%,2,1
25,百慕大,5688,11,5520,62,3,97.0%,8,106,1.9%,0,1
26,英属维尔京群岛,2725,0,2649,39,0,97.2%,0,37,1.4%,0,1
27,安圭拉,1039,0,958,80,0,92.2%,0,1,0.1%,0,1
28,格林纳达,5863,2,5580,83,0,95.2%,4,200,3.4%,2,1
