1,
2,11月9日，大连新增17例本土新冠肺炎确诊病例、15例本土无症状感染者
3,中国正在开中共中央六中全会，外界很关注中国对过去9年的自我评价。老胡看了中国官方媒体的相关阐述，觉得非常全面。在此我想对过去四五年发生的重要变化做一点补充。过去这几年，对中国冲击最大的是两件事。一是中美贸易战急剧升级造成的中美战略冲突，二是新冠疫情。这两大事件都在初期给中国社会带 ...
4,#初雪中的抗疫逆行者#童心抗疫，致敬逆行者。每一幅画背后都是孩子们最纯真的表达，向逆行者致敬也向所有参与配合抗疫的你致敬。#今日热门# 谁干的的微博视频
5,【COP26谈判焦点与展望；微软进军“元宇宙”；美联储官宣缩债；辉瑞宣布新冠口服药降低住院或死亡风险89%|一周国际财经#每经头条#第652期】在因疫情推迟了一年后，《联合国气候变化框架公约》第26次缔约方会议（COP26）终于拉开帷幕。本周，COP26结束了第一周的议程，参会国达成了一系列的新承诺和宣言。绿色和平全球资深政策顾问、气候变化大会非政府组织观察员李硕告诉《每日经济新闻》记者，11月1、2日的世界领导人峰会结束后，COP26进入技术性的谈判阶段，谈判进程“总体势头平稳，但许多在透明度、碳市场方面的难解议题没有实质进展。” 他预计，下周议程将聚焦提升减排力度、气候资金、全球碳市场等重点问题，部长级政府代表将深度参与磋商，各国之间的分歧也将进一步凸显。接下来议程有何看点和难点？每经记者连线雨林国家联盟、气候变化智库E3G等机构和专家，进一步解读。此外，美联储开启削减购债步伐，但仍未就加息给出明确信号；美国众议院通过1.2万亿美元两党基建法案；欧佩克+拒绝加快增产，油价料将继续上涨；微软进军“元宇宙”，推出两款服务。更多内容，尽在《一周国际财经》。（泽塔）COP26谈判焦点与展望；微软进军“元宇宙”；美联储官宣缩债；辉瑞宣布新冠口服药降低住院或死亡风险89%|一周国际财经 NBD视频的微博视频
6,【11月8日（0-24时）上海无新增本土新冠肺炎病例，新增2例境外输入病例】#最新#市卫健委今早（9日）通报：2021年11月8日0—24时，通过口岸联防联控机制，报告2例境外输入性新冠肺炎确诊病例。新增治愈出院2例，其中来自美国1例，来自几内亚1例。#上海战疫##上海加油#病例1为中国籍，在尼日利亚工作，自尼日利亚出发，经德国转机，于2021年11月3日抵达上海浦东国际机场，入关后即被集中隔离观察，其间出现症状。综合流行病学史、临床症状、实验室检测和影像学检查结果等，诊断为确诊病例。病例2为中国籍，在新加坡工作，自新加坡出发，于2021年11月5日抵达上海浦东国际机场，入关后即被集中隔离观察，其间出现症状。综合流行病学史、临床症状、实验室检测和影像学检查结果等，诊断为确诊病例。2例境外输入性确诊病例已转至定点医疗机构救治，已追踪同航班密切接触者18人，均已落实集中隔离观察。2021年11月8日0—24时，无新增本土新冠肺炎确诊病例。截至2021年11月8日24时，累计境外输入性确诊病例2384例，出院2316例，在院治疗68例。现有待排查的疑似病例1例。截至2021年11月8日24时，累计本土确诊病例381例，治愈出院374例，在院治疗0例，死亡7例。现有待排查的疑似病例0例。截至2021年11月8日24时，尚在医学观察中的无症状感染者0例。
7,【关于印发全市教育系统疫情防控】工作方案的通知大疫经指办发〔2021〕47号各区市县（先导区）新冠肺炎疫情防控指挥部，市总指挥部各成员单位，在连各高校：经市总指挥部同意，现将《全市教育系统疫情防控工作方案》印发给你们，请认真贯彻执行。大连市新冠肺炎疫情防控总指挥部办公室2021年11月9日
8,【#大连发布非必要不离连再次通告#】11月9日，大连市新冠肺炎疫情防控总指挥部发布关于非必要不离连再次通告。9日起，离连人员须持24小时核酸检测阴性证明及国务院行程卡、辽事通健康码绿码，并履行离连审批手续。党政机关、国有企事业单位工作人员由单位出具公函，并由主要领导审批同意，加盖公章。#聚焦新冠肺炎疫情# 新京报我们视频的微博视频（记者：甄珺茹 制作：范文薇 运营：张高歌）
9,【正在直播：河北辛集市新冠肺炎疫情防控工作新闻发布会】11月9日，河北辛集市新冠肺炎疫情防控工作新闻发布会，介绍有关情况。#聚焦新冠肺炎疫情##微博直播台# 新京报我们视频的微博视频
10,#新京报WEEKLY#【冷冷冷！一夜速冻，最强寒潮来袭，全国多地迎来降雪】今日立冬，自4日起，我国迎来下半年最强寒潮天气。此轮寒潮影响范围广、持续时间长、降温剧烈，截至目前，中央气象台已连续4天发布寒潮黄色预警。受此轮寒潮影响，近几日，北京、哈尔滨、呼和浩特、四川阿坝、山西太原等多地迎来降雪。7日8时到15时，锦州、阜新、朝阳、葫芦岛地区及康平出现了暴雪到大暴雪，局地特大暴雪，还伴着大风。预计降雪还会持续，出行会受到很大影响另据中央气象台，8日早晨最低气温0℃线将抵达山东中部、河南中部至四川北部一带，华南北部最低气温将降至10℃左右。中东部地区气温将较常年同期偏低4～6℃，并持续3～5天，体感十分寒冷，仿佛一秒入冬！应民之所呼，解民之所忧，一些地方已开始加入提前供暖的行列。北京已于11月6日0时正式启动居民供暖工作，比法定供暖时间提早9天；正式供热运行期间，供热单位加强服务保障，精细调节，在保障室温达标的同时，落实各项节能降耗措施。无独有偶，山东淄博、济宁等地的城区，以及河北不少地方，也在这几天开始提前供暖。对很多城市管理者来说，重视此轮“降温幅度在6℃以上地区占国土面积的九成，影响11.8亿人”的寒潮的具体举措，提前供暖无疑是一个行之有效的有力行动。以此而言，为应对此轮叠加疫情的寒潮，我们期待更多的城市，能够加入提前供暖的行列，让民众身暖、心更暖。▶深入阅读：一览全国冬雪画面1. 《故宫雪景来啦！》新京报我们视频的微博视频2.《实拍雪后故宫：金色琉璃瓦下现冰柱奇景 红墙黄瓦下金黄银杏叶飘落》新京报我们视频的微博视频3.《来看雪啊❄️雪后的北京》新京报的微博视频4.《济南大雪》山东天气的微博视频温暖关注1.《天安门国旗护卫队雪中升旗》人民日报的微博视频2.《新疆民警护边员巡逻路积雪到膝盖》新京报我们视频的微博视频3.《中央气象台11月7日18时继续发布暴雪橙色预警》微博正文4.《风雪交加！封闭小区志愿者居民齐唱海阔天空》北京昌平的微博视频5.《可爱！大熊猫雪地打滚儿有多嗨》iPanda熊猫频道的微博视频冬雪贴士《连海南都逃不过这次寒潮收好这份御寒指南》微博正文《专家建议，寒潮期间尽量避免户外活动》央视网快看的微博视频#新京报WEEKLY#第156期（2021.10.31-11.7）@新京报 《新京报WEEKLY》往期推荐：▎第155期 《众志成城 抗击疫情 瑞丽值得被所有人看见》微博正文▎第154期 旅游团疫情传播链再延长！8天蔓延11省21市微博正文▎第153期 神十三发射圆满成功：出差3人组将首次在太空过春节微博正文下载新京报APP，了解更多资讯：网页链接
