id,area,confirmed,confirmedRelative,crued,curConfirm,curConfirmRelative,curedPercent,curedRelative,died,diedPercent,diedRelative,icuDisable
1,汤加王国,1,0,0,1,0,0.0%,0,0,0.0%,0,1
2,韩国,385831,1713,352940,29879,-9556,91.5%,11251,3012,0.8%,18,1
3,帕劳共和国,8,0,8,0,0,100.0%,0,0,0.0%,0,1
4,圣赫勒拿,2,0,2,0,0,100.0%,0,0,0.0%,0,1
5,密克罗尼西亚,1,0,1,0,0,100.0%,0,0,0.0%,0,1
6,萨摩亚独立国,3,0,3,0,0,100.0%,0,0,0.0%,0,1
7,瓦努阿图共和国,6,0,3,2,0,50.0%,0,1,16.7%,0,1
8,马尔维纳斯群岛,72,0,68,4,0,94.4%,0,0,0.0%,0,1
9,马绍尔群岛,4,0,4,0,0,100.0%,0,0,0.0%,0,1
10,瓦利斯和富图纳群岛,445,0,438,0,0,98.4%,0,7,1.6%,0,1
11,所罗门群岛,20,0,20,0,0,100.0%,0,0,0.0%,0,1
12,莱索托,21687,0,13023,8004,0,60.0%,150,660,3.0%,0,1
13,科摩罗,4349,17,4117,85,15,94.7%,2,147,3.4%,0,1
14,塔吉克斯坦,17088,2,16962,2,0,99.3%,2,124,0.7%,0,1
15,海峡群岛,14073,105,13024,949,27,92.5%,78,100,0.7%,0,1
16,阿拉伯联合酋长国,740647,75,735173,3332,0,99.3%,99,2142,0.3%,0,1
17,也门,9902,0,6595,1389,0,66.6%,0,1918,19.4%,0,1
18,圣皮埃尔,32,0,32,0,0,100.0%,0,0,0.0%,0,1
19,圣多美和普林西比,3730,1,3641,33,1,97.6%,0,56,1.5%,0,1
20,南苏丹,12517,3,12169,215,0,97.2%,161,133,1.1%,0,1
21,马拉维,61832,3,58417,1113,0,94.5%,310,2302,3.7%,0,1
22,布隆迪,20170,34,773,19359,34,3.8%,0,38,0.2%,0,1
23,塞拉利昂,6396,0,4393,1882,0,68.7%,0,121,1.9%,0,1
24,博茨瓦纳,193449,0,188361,2679,0,97.4%,0,2409,1.2%,0,1
25,百慕大,5688,0,5520,62,0,97.0%,0,106,1.9%,0,1
26,英属维尔京群岛,2725,0,2649,39,0,97.2%,0,37,1.4%,0,1
27,安圭拉,1077,38,996,79,0,92.5%,38,2,0.2%,1,1
28,格林纳达,5863,0,5582,81,0,95.2%,2,200,3.4%,0,1
