id,area,asymptomatic,asymptomaticRelative,confirmed,confirmedRelative,crued,curConfirm,curConfirmRelative,curedRelative,died,diedRelative,icuDisable,nativeRelative,overseasInputRelative
1,西藏,0,0,1,0,1,0,0,0,0,0,1,0,0
2,澳门,0,0,79,0,79,0,0,0,0,0,1,0,0
3,青海,0,0,30,0,30,0,0,0,0,0,1,0,0
4,台湾,0,0,18850,60,13742,4257,60,0,851,0,1,0,0
5,香港,0,0,13829,84,12806,810,58,26,213,0,1,0,0
6,贵州,0,0,161,0,158,1,0,0,2,0,1,0,0
7,吉林,0,0,592,1,586,3,1,0,3,0,1,0,1
8,新疆,28,0,996,0,979,14,0,0,3,0,1,0,0
9,宁夏,0,0,122,0,122,0,0,0,0,0,1,0,0
10,内蒙古,0,0,1191,0,1190,0,0,0,1,0,1,0,0
11,甘肃,0,0,356,0,354,0,0,0,2,0,1,0,0
12,天津,5,0,1062,12,983,76,-5,17,3,0,1,12,0
13,山西,0,0,268,0,265,3,0,0,0,0,1,0,0
14,辽宁,20,0,812,0,804,6,-2,2,2,0,1,0,0
15,黑龙江,44,0,2064,0,2022,29,0,0,13,0,1,0,0
16,海南,0,0,190,0,184,0,0,0,6,0,1,0,0
17,河北,0,0,1474,1,1451,16,1,0,7,0,1,1,0
18,陕西,0,0,2826,0,2808,15,-11,11,3,0,1,0,0
19,云南,100,0,1881,0,1825,54,-5,5,2,0,1,0,0
20,广西,163,2,716,1,564,150,-4,5,2,0,1,0,1
21,福建,17,0,1455,0,1401,53,-1,1,1,0,1,0,0
22,上海,15,0,3783,18,3511,265,-20,38,7,0,1,0,18
23,北京,177,4,1351,3,1238,104,1,2,9,0,1,2,1
24,江苏,9,0,1630,0,1629,1,0,0,0,0,1,0,0
25,四川,23,2,1374,0,1335,36,-2,2,3,0,1,0,0
26,山东,14,1,1075,0,1042,26,0,0,7,0,1,0,0
27,江西,2,0,959,0,958,0,0,0,1,0,1,0,0
28,重庆,11,3,613,0,605,2,0,0,6,0,1,0,0
29,安徽,0,0,1009,0,1003,0,0,0,6,0,1,0,0
30,湖南,3,0,1230,0,1214,12,-1,1,4,0,1,0,0
31,河南,6,0,2656,1,2050,584,-35,36,22,0,1,0,1
32,广东,85,6,3772,11,3595,169,-12,23,8,0,1,6,5
33,浙江,103,2,2233,15,1869,363,15,0,1,0,1,15,0
34,湖北,4,0,68320,0,63807,1,0,0,4512,0,1,0,0
