id,area,asymptomatic,asymptomaticRelative,confirmed,confirmedRelative,crued,curConfirm,curConfirmRelative,curedRelative,died,diedRelative,icuDisable,nativeRelative,overseasInputRelative
1,西藏,0,0,1,0,1,0,0,0,0,0,1,0,0
2,澳门,0,0,79,0,79,0,0,0,0,0,1,0,0
3,青海,0,0,30,0,30,0,0,0,0,0,1,0,0
4,台湾,0,0,18376,138,13742,3783,138,0,851,0,1,0,0
5,香港,0,0,13034,102,12572,249,71,31,213,0,1,0,0
6,贵州,0,0,160,0,158,0,0,0,2,0,1,0,0
7,吉林,0,0,590,0,586,1,-1,1,3,0,1,0,0
8,新疆,2,2,981,0,978,0,0,0,3,0,1,0,0
9,宁夏,0,0,122,0,122,0,0,0,0,0,1,0,0
10,内蒙古,0,0,1191,0,1190,0,0,0,1,0,1,0,0
11,甘肃,0,0,356,0,354,0,0,0,2,0,1,0,0
12,天津,16,1,1012,3,664,345,-28,31,3,0,1,1,2
13,山西,0,0,267,1,265,2,1,0,0,0,1,1,0
14,辽宁,38,1,810,0,800,8,-2,2,2,0,1,0,0
15,黑龙江,0,0,2035,0,2022,0,0,0,13,0,1,0,0
16,海南,0,0,190,0,184,0,0,0,6,0,1,0,0
17,河北,0,0,1461,3,1451,3,3,0,7,0,1,3,0
18,陕西,0,0,2826,0,2548,275,-95,95,3,0,1,0,0
19,云南,149,6,1863,5,1804,57,-1,6,2,0,1,3,2
20,广西,153,1,695,1,500,193,1,0,2,0,1,0,1
21,福建,20,0,1453,2,1365,87,-3,5,1,0,1,0,2
22,上海,25,0,3669,23,3268,394,-22,45,7,0,1,1,22
23,北京,85,6,1274,7,1209,56,4,3,9,0,1,6,1
24,江苏,12,0,1629,0,1626,3,0,0,0,0,1,0,0
25,四川,22,0,1372,2,1322,47,2,0,3,0,1,0,2
26,山东,8,1,1070,2,1037,26,2,0,7,0,1,2,0
27,江西,1,0,959,0,958,0,0,0,1,0,1,0,0
28,重庆,2,0,611,0,605,0,0,0,6,0,1,0,0
29,安徽,2,0,1009,0,1003,0,0,0,6,0,1,0,0
30,湖南,3,0,1230,0,1208,18,0,0,4,0,1,0,0
31,河南,5,1,2640,1,1718,900,-21,22,22,0,1,1,0
32,广东,70,5,3724,6,3492,224,-4,10,8,0,1,1,5
33,浙江,135,3,2111,2,1842,268,2,0,1,0,1,0,2
34,湖北,11,0,68320,0,63805,3,0,0,4512,0,1,0,0
