id,area,asymptomatic,asymptomaticRelative,confirmed,confirmedRelative,crued,curConfirm,curConfirmRelative,curedRelative,died,diedRelative,icuDisable,nativeRelative,overseasInputRelative
1,西藏,0,0,1,0,1,0,0,0,0,0,1,0,0
2,澳门,0,0,79,0,77,2,0,0,0,0,1,0,0
3,青海,0,0,30,0,30,0,0,0,0,0,1,0,0
4,台湾,0,0,17885,65,13742,3292,65,0,851,0,1,0,0
5,香港,0,0,12867,3,12416,238,-20,23,213,0,1,0,0
6,贵州,0,0,160,0,158,0,0,0,2,0,1,0,0
7,吉林,0,0,590,0,585,2,0,0,3,0,1,0,0
8,新疆,0,0,981,0,978,0,0,0,3,0,1,0,0
9,宁夏,0,0,122,0,122,0,0,0,0,0,1,0,0
10,内蒙古,0,0,1191,0,1190,0,0,0,1,0,1,0,0
11,甘肃,0,0,356,0,354,0,0,0,2,0,1,0,0
12,天津,55,1,962,18,567,392,14,4,3,0,1,18,0
13,山西,0,0,266,0,265,1,0,0,0,0,1,0,0
14,辽宁,42,1,810,1,796,12,1,0,2,0,1,0,1
15,黑龙江,0,0,2035,0,2022,0,0,0,13,0,1,0,0
16,海南,0,0,190,0,184,0,0,0,6,0,1,0,0
17,河北,0,0,1458,0,1451,0,0,0,7,0,1,0,0
18,陕西,4,0,2823,1,1962,858,1,0,3,0,1,1,0
19,云南,144,6,1849,4,1793,54,1,3,2,0,1,0,4
20,广西,165,4,688,1,459,227,-4,5,2,0,1,0,1
21,福建,23,1,1443,1,1343,99,-2,3,1,0,1,0,1
22,上海,28,0,3554,17,3080,467,4,13,7,0,1,0,17
23,北京,46,4,1230,4,1203,18,3,1,9,0,1,1,3
24,江苏,8,1,1629,0,1624,5,0,0,0,0,1,0,0
25,四川,30,4,1361,3,1313,45,3,0,3,0,1,0,3
26,山东,3,0,1054,0,1031,16,-1,1,7,0,1,0,0
27,江西,1,0,959,0,958,0,0,0,1,0,1,0,0
28,重庆,0,0,611,0,605,0,0,0,6,0,1,0,0
29,安徽,0,0,1009,0,1003,0,0,0,6,0,1,0,0
30,湖南,5,0,1230,1,1204,22,1,0,4,0,1,0,1
31,河南,3,0,2573,102,1611,940,100,2,22,0,1,102,0
32,广东,83,6,3675,18,3432,235,1,17,8,0,1,5,13
33,浙江,128,2,2098,0,1842,255,0,0,1,0,1,0,0
34,湖北,14,0,68320,0,63804,4,0,0,4512,0,1,0,0
