id,area,asymptomatic,asymptomaticRelative,confirmed,confirmedRelative,crued,curConfirm,curConfirmRelative,curedRelative,died,diedRelative,icuDisable,nativeRelative,overseasInputRelative
1,西藏,0,0,1,0,1,0,0,0,0,0,1,0,0
2,澳门,0,0,79,0,79,0,0,0,0,0,1,0,0
3,青海,0,0,30,0,30,0,0,0,0,0,1,0,0
4,台湾,0,0,18109,68,13742,3516,68,0,851,0,1,0,0
5,香港,0,0,12918,11,12514,191,-10,21,213,0,1,0,0
6,贵州,0,0,160,0,158,0,0,0,2,0,1,0,0
7,吉林,0,0,590,0,585,2,0,0,3,0,1,0,0
8,新疆,0,0,981,0,978,0,0,0,3,0,1,0,0
9,宁夏,0,0,122,0,122,0,0,0,0,0,1,0,0
10,内蒙古,0,0,1191,0,1190,0,0,0,1,0,1,0,0
11,甘肃,0,0,356,0,354,0,0,0,2,0,1,0,0
12,天津,29,2,1004,6,606,395,-14,20,3,0,1,6,0
13,山西,0,0,266,0,265,1,0,0,0,0,1,0,0
14,辽宁,39,0,810,0,797,11,0,0,2,0,1,0,0
15,黑龙江,0,0,2035,0,2022,0,0,0,13,0,1,0,0
16,海南,0,0,190,0,184,0,0,0,6,0,1,0,0
17,河北,0,0,1458,0,1451,0,0,0,7,0,1,0,0
18,陕西,3,0,2826,0,2381,442,-76,76,3,0,1,0,0
19,云南,152,9,1853,1,1798,53,-2,3,2,0,1,0,1
20,广西,168,0,693,2,496,195,-3,5,2,0,1,0,2
21,福建,22,1,1450,4,1355,94,-1,5,1,0,1,0,4
22,上海,25,0,3633,22,3185,441,-7,29,7,0,1,0,22
23,北京,70,9,1258,11,1204,45,11,10,9,0,1,10,1
24,江苏,11,1,1629,0,1625,4,0,0,0,0,1,0,0
25,四川,27,6,1366,3,1319,44,2,1,3,0,1,0,3
26,山东,4,0,1065,1,1036,22,1,0,7,0,1,0,1
27,江西,1,0,959,0,958,0,0,0,1,0,1,0,0
28,重庆,2,0,611,0,605,0,0,0,6,0,1,0,0
29,安徽,2,0,1009,0,1003,0,0,0,6,0,1,0,0
30,湖南,4,1,1230,0,1206,20,0,0,4,0,1,0,0
31,河南,3,0,2638,4,1666,950,-17,21,22,0,1,4,0
32,广东,105,3,3710,7,3472,230,-8,15,8,0,1,3,4
33,浙江,138,4,2103,2,1842,260,2,0,1,0,1,0,2
34,湖北,13,0,68320,0,63805,3,0,0,4512,0,1,0,0
