id,area,asymptomatic,asymptomaticRelative,confirmed,confirmedRelative,crued,curConfirm,curConfirmRelative,curedRelative,died,diedRelative,icuDisable,nativeRelative,overseasInputRelative
1,西藏,0,0,1,0,1,0,0,0,0,0,1,0,0
2,澳门,0,0,79,0,79,0,0,0,0,0,1,0,0
3,青海,0,0,30,0,30,0,0,0,0,0,1,0,0
4,台湾,0,0,19144,115,13742,4551,115,0,851,0,1,0,0
5,香港,0,0,14507,272,12987,1307,201,71,213,0,1,0,0
6,贵州,0,0,161,0,158,1,0,0,2,0,1,0,0
7,吉林,0,0,592,0,586,3,0,0,3,0,1,0,0
8,新疆,22,0,996,0,984,9,0,0,3,0,1,0,0
9,宁夏,0,0,122,0,122,0,0,0,0,0,1,0,0
10,内蒙古,0,0,1191,0,1190,0,0,0,1,0,1,0,0
11,甘肃,0,0,356,0,354,0,0,0,2,0,1,0,0
12,天津,1,0,1081,2,1015,63,-1,3,3,0,1,2,0
13,山西,0,0,268,0,265,3,0,0,0,0,1,0,0
14,辽宁,17,0,812,0,807,3,-2,2,2,0,1,0,0
15,黑龙江,48,4,2064,0,2022,29,0,0,13,0,1,0,0
16,海南,0,0,190,0,184,0,0,0,6,0,1,0,0
17,河北,0,0,1476,2,1451,18,2,0,7,0,1,2,0
18,陕西,0,0,2826,0,2823,0,-7,7,3,0,1,0,0
19,云南,90,6,1884,0,1838,44,-5,5,2,0,1,0,0
20,广西,152,1,760,44,591,167,36,8,2,0,1,43,1
21,福建,34,11,1459,3,1417,41,0,3,1,0,1,0,3
22,上海,10,0,3818,12,3569,242,-9,21,7,0,1,0,12
23,北京,276,8,1360,2,1246,105,0,2,9,0,1,2,0
24,江苏,12,0,1631,1,1629,2,1,0,0,0,1,0,1
25,四川,33,3,1377,3,1351,23,-1,4,3,0,1,0,3
26,山东,13,0,1075,0,1046,22,-2,2,7,0,1,0,0
27,江西,1,0,959,0,958,0,0,0,1,0,1,0,0
28,重庆,7,0,613,0,605,2,0,0,6,0,1,0,0
29,安徽,0,0,1009,0,1003,0,0,0,6,0,1,0,0
30,湖南,4,1,1231,1,1214,13,1,0,4,0,1,1,0
31,河南,5,0,2660,1,2217,421,-30,31,22,0,1,0,1
32,广东,80,5,3816,8,3645,163,-3,11,8,0,1,1,7
33,浙江,108,0,2240,2,1870,369,2,0,1,0,1,0,2
34,湖北,2,0,68320,0,63807,1,0,0,4512,0,1,0,0
