id,area,confirmed,confirmedRelative,crued,curConfirm,curConfirmRelative,curedPercent,curedRelative,died,diedPercent,diedRelative,icuDisable
1,汤加王国,1,0,1,0,0,100.0%,0,0,0.0%,0,1
2,韩国,510583,7022,429256,77117,4748,84.1%,2221,4210,0.8%,53,1
3,帕劳共和国,8,0,8,0,0,100.0%,0,0,0.0%,0,1
4,圣赫勒拿,2,0,2,0,0,100.0%,0,0,0.0%,0,1
5,密克罗尼西亚,1,0,1,0,0,100.0%,0,0,0.0%,0,1
6,萨摩亚独立国,3,0,3,0,0,100.0%,0,0,0.0%,0,1
7,瓦努阿图共和国,6,0,5,0,0,83.3%,0,1,16.7%,0,1
8,马尔维纳斯群岛,83,0,68,15,0,81.9%,0,0,0.0%,0,1
9,马绍尔群岛,4,0,4,0,0,100.0%,0,0,0.0%,0,1
10,瓦利斯和富图纳群岛,454,0,438,9,0,96.5%,0,7,1.5%,0,1
11,所罗门群岛,20,0,20,0,0,100.0%,0,0,0.0%,0,1
12,莱索托,22448,0,13849,7935,0,61.7%,0,664,3.0%,0,1
13,科摩罗,4564,4,4373,40,0,95.8%,34,151,3.3%,0,1
14,塔吉克斯坦,17095,0,16966,5,0,99.2%,0,124,0.7%,0,1
15,海峡群岛,20327,259,18136,2084,36,89.2%,223,107,0.5%,0,1
16,阿拉伯联合酋长国,742719,74,737821,2747,0,99.3%,93,2151,0.3%,2,1
17,也门,10056,9,6938,1156,0,69.0%,10,1962,19.5%,6,1
18,圣皮埃尔,91,0,60,31,0,65.9%,0,0,0.0%,0,1
19,圣多美和普林西比,3733,0,3675,1,0,98.4%,0,57,1.5%,0,1
20,南苏丹,12873,0,12576,164,0,97.7%,0,133,1.0%,0,1
21,马拉维,62147,35,58852,988,15,94.7%,20,2307,3.7%,0,1
22,布隆迪,20666,87,773,19855,87,3.7%,0,38,0.2%,0,1
23,塞拉利昂,6421,15,4393,1907,15,68.4%,0,121,1.9%,0,1
24,博茨瓦纳,196090,538,192452,1217,537,98.1%,0,2421,1.2%,1,1
25,百慕大,5764,0,5634,24,0,97.7%,0,106,1.8%,0,1
26,英属维尔京群岛,2816,0,2649,129,0,94.1%,0,38,1.3%,0,1
27,安圭拉,1523,0,1434,85,0,94.2%,0,4,0.3%,0,1
28,格林纳达,5913,3,5651,62,0,95.6%,4,200,3.4%,0,1
29,圣基茨和尼维斯,2795,0,2758,9,0,98.7%,0,28,1.0%,0,1
30,特克斯和凯科斯群岛,3130,5,3066,39,5,98.0%,0,25,0.8%,0,1
31,几内亚比绍,6447,0,6281,17,0,97.4%,0,149,2.3%,0,1
32,马里,18404,76,15454,2327,20,84.0%,55,623,3.4%,1,1
33,利比亚,377450,577,362177,9733,0,96.0%,1269,5540,1.5%,11,1
34,老挝,88046,1645,7339,80471,1638,8.3%,0,236,0.3%,7,1
35,伯利兹,31033,61,29609,838,0,95.4%,71,586,1.9%,1,1
36,缅甸,526024,621,502325,4529,0,95.5%,805,19170,3.6%,13,1
37,多米尼克,6233,32,5768,423,8,92.5%,24,42,0.7%,0,1
38,莫桑比克,152965,260,149943,1080,221,98.0%,39,1942,1.3%,0,1
39,叙利亚,49101,107,30276,16021,0,61.7%,110,2804,5.7%,5,1
40,马恩岛,12441,116,11478,896,0,92.3%,285,67,0.5%,1,1
41,巴布亚新几内亚,35835,0,34917,345,0,97.4%,0,573,1.6%,0,1
42,厄立特里亚,7616,50,7369,184,23,96.8%,27,63,0.8%,0,1
43,乌干达,127913,81,97759,26887,56,76.4%,23,3267,2.6%,2,1
44,安哥拉,65371,14,63417,217,9,97.0%,4,1737,2.7%,1,1
45,东帝汶,19829,0,19702,5,0,99.4%,0,122,0.6%,0,1
46,新喀里多尼亚,12376,15,11882,214,0,96.0%,41,280,2.3%,0,1
47,马达加斯加,44800,0,43119,709,0,96.2%,0,972,2.2%,0,1
48,津巴布韦,161998,5189,129442,27827,5145,79.9%,41,4729,2.9%,3,1
49,佛得角,38489,12,38009,129,7,98.8%,5,351,0.9%,0,1
50,蒙特塞拉特,44,0,42,1,0,95.5%,0,1,2.3%,0,1
51,海地,25744,53,22028,2958,0,85.6%,143,758,2.9%,4,1
52,尼日尔,7149,12,6805,77,0,95.2%,15,267,3.7%,0,1
53,乍得,5701,0,4874,646,0,85.5%,0,181,3.2%,0,1
54,萨尔瓦多,119803,0,102982,13028,0,86.0%,0,3793,3.2%,1,1
55,尼加拉瓜,17328,0,4225,12893,0,24.4%,0,210,1.2%,0,1
56,斐济,52577,10,51157,723,0,97.3%,16,697,1.3%,0,1
57,毛里求斯,22461,151,20781,1000,0,92.5%,222,680,3.0%,0,1
58,赞比亚,210959,162,206606,684,136,97.9%,26,3669,1.7%,0,1
59,吉布提,13514,5,13298,28,4,98.4%,1,188,1.4%,0,1
60,吉尔吉斯斯坦,183931,53,178962,2201,0,97.3%,54,2768,1.5%,2,1
61,巴巴多斯,26668,132,24064,2355,0,90.2%,230,249,0.9%,2,1
62,黑山,159433,180,154887,2199,13,97.1%,163,2347,1.5%,4,1
63,冈比亚,9998,0,9641,15,0,96.4%,0,342,3.4%,0,1
64,格陵兰岛,1774,28,1520,254,0,85.7%,89,0,0.0%,0,1
65,贝宁,24897,34,24546,190,34,98.6%,0,161,0.6%,0,1
66,索马里,23074,0,12817,8924,0,55.5%,0,1333,5.8%,0,1
67,坦桑尼亚,26309,0,183,25392,0,0.7%,0,734,2.8%,0,1
68,利比里亚,5833,0,5535,11,0,94.9%,0,287,4.9%,0,1
69,圭亚那合作共和国,38453,69,36634,803,0,95.3%,143,1016,2.6%,5,1
70,马约特,21088,0,2964,17939,0,14.1%,0,185,0.9%,0,1
71,巴哈马,22881,13,21656,517,8,94.6%,5,708,3.1%,0,1
72,乌兹别克斯坦,195524,148,192260,1830,0,98.3%,195,1434,0.7%,2,1
73,瓜德罗普,55284,0,2250,52286,0,4.1%,0,748,1.4%,0,1
74,开曼群岛,7871,45,4339,3523,0,55.1%,67,9,0.1%,0,1
