id,area,confirmed,confirmedRelative,crued,curConfirm,curConfirmRelative,curedPercent,curedRelative,died,diedPercent,diedRelative,icuDisable
1,汤加王国,1,0,1,0,0,100.0%,0,0,0.0%,0,1
2,韩国,565098,0,454026,106350,0,80.3%,0,4722,0.8%,0,1
3,帕劳共和国,8,0,8,0,0,100.0%,0,0,0.0%,0,1
4,圣赫勒拿,2,0,2,0,0,100.0%,0,0,0.0%,0,1
5,密克罗尼西亚,1,0,1,0,0,100.0%,0,0,0.0%,0,1
6,萨摩亚独立国,3,0,3,0,0,100.0%,0,0,0.0%,0,1
7,瓦努阿图共和国,6,0,5,0,0,83.3%,0,1,16.7%,0,1
8,马尔维纳斯群岛,83,0,68,15,0,81.9%,0,0,0.0%,0,1
9,马绍尔群岛,4,0,4,0,0,100.0%,0,0,0.0%,0,1
10,瓦利斯和富图纳群岛,454,0,438,9,0,96.5%,0,7,1.5%,0,1
11,所罗门群岛,20,0,20,0,0,100.0%,0,0,0.0%,0,1
12,莱索托,24733,435,14011,10057,376,56.6%,59,665,2.7%,0,1
13,科摩罗,4649,43,4407,91,36,94.8%,7,151,3.2%,0,1
14,塔吉克斯坦,17095,0,16966,5,0,99.2%,0,124,0.7%,0,1
15,海峡群岛,21667,210,19632,1925,16,90.6%,192,110,0.5%,2,1
16,阿拉伯联合酋长国,744137,0,738636,3350,0,99.3%,0,2151,0.3%,0,1
17,也门,10097,0,6965,1156,0,69.0%,0,1976,19.6%,0,1
18,圣皮埃尔,96,0,74,22,0,77.1%,0,0,0.0%,0,1
19,圣多美和普林西比,3735,0,3676,2,0,98.4%,0,57,1.5%,0,1
20,南苏丹,13309,260,12614,562,222,94.8%,38,133,1.0%,0,1
21,马拉维,64412,536,59136,2965,501,91.8%,35,2311,3.6%,0,1
22,布隆迪,21422,0,773,20611,0,3.6%,0,38,0.2%,0,1
23,塞拉利昂,6471,18,4393,1957,18,67.9%,0,121,1.9%,0,1
24,博茨瓦纳,199864,0,192452,4987,0,96.3%,0,2425,1.2%,0,1
25,百慕大,5815,0,5647,62,0,97.1%,0,106,1.8%,0,1
26,英属维尔京群岛,2886,0,2649,198,0,91.8%,0,39,1.4%,0,1
27,安圭拉,1592,0,1521,67,0,95.5%,0,4,0.3%,0,1
28,格林纳达,5919,0,5677,42,0,95.9%,7,200,3.4%,0,1
29,圣基茨和尼维斯,2801,3,2765,8,3,98.7%,0,28,1.0%,0,1
30,特克斯和凯科斯群岛,3163,5,3084,54,0,97.5%,10,25,0.8%,0,1
31,几内亚比绍,6456,0,6289,18,0,97.4%,0,149,2.3%,0,1
32,马里,19192,126,15866,2687,0,82.7%,123,639,3.3%,3,1
33,利比亚,381749,0,369774,6377,0,96.9%,0,5598,1.5%,0,1
34,老挝,98572,2951,7339,90960,2945,7.4%,0,273,0.3%,6,1
35,伯利兹,31246,29,30110,547,0,96.4%,88,589,1.9%,0,1
36,缅甸,528101,217,505103,3785,0,95.6%,374,19213,3.6%,7,1
37,多米尼克,6286,0,5874,370,0,93.4%,0,42,0.7%,0,1
38,莫桑比克,159363,1382,150431,6982,1349,94.4%,33,1950,1.2%,0,1
39,叙利亚,49693,66,31061,15791,0,62.5%,96,2841,5.7%,4,1
40,马恩岛,13037,0,12330,640,0,94.6%,0,67,0.5%,0,1
41,巴布亚新几内亚,36004,0,35252,163,0,97.9%,0,589,1.6%,0,1
42,厄立特里亚,7753,18,7542,143,4,97.3%,12,68,0.9%,2,1
43,乌干达,129061,255,97971,27817,233,75.9%,22,3273,2.5%,0,1
