id,content,count
1,疫情,282
2,核酸,176
3,深圳,91
4,][,86
5,核酸检测,59
6,武汉,54
7,防控,54
8,真的,45
9,吃,44
10,排队,39
11,结束,37
12,工作,37
13,加油,34
14,隔离,34
15,人员,29
16,生活,29
17,[泪,28
18,核酸卡,27
19,抗疫,27
20,西安,26
21,时间,25
22,小时,24
23,武汉人,23
24,新增,22
25,吉林,21
26,啥样,20
27,通知,20
28,希望,19
29,泪],18
30,明天,18
31,期间,18
32,买,18
33,社区,18
34,嘻嘻,17
35,确诊病例,17
36,日子,17
37,早点,16
38,城市,16
39,全员,16
40,doge,16
41,出门,16
42,两会,16
43,1例,16
44,上海,16
45,措施,16
46,轮,15
47,队伍,15
48,中国,15
49,安排,15
50,全民,15
51,情况,15
52,阳性,15
53,外省,15
54,美国,15
55,上班,14
56,小区,14
57,辛苦,14
58,超话,14
59,本土,14
60,恢复,14
61,做好,14
62,市民,14
63,地区,14
64,全国,14
65,观察,14
66,！！！,13
67,好好,13
68,建议,13
69,开心,13
70,计划,13
71,防疫,13
72,影响,13
73,口罩,13
74,学校,13
75,官员,13
76,健康,13
77,快快,12
78,报告,12
79,国际,12
80,饭,12
81,走,12
82,西安市,12
83,病例,12
84,允悲,11
85,早日,11
86,戴,11
87,北京,11
88,2022年,11
89,工作人员,11
90,爱,11
91,下午,11
92,接种,11
93,疫苗,11
94,病毒,11
95,抓狂,11
96,告诉,11
97,变异,11
98,政策,11
99,呼和浩特,10
100,在家,10
101,可爱,10
102,快点,10
103,终于,10
104,天天,10
105,好多,10
106,隆胸,10
107,鼓掌,10
108,国家,10
109,48,10
110,抱,10
111,太阳,10
112,昨天,10
113,风险,10
114,微博,10
115,部门,10
116,无症状感染者,10
117,普京,10
118,医学,10
119,打工人,9
120,心情,9
121,不用,9
122,休息,9
123,今日,9
124,防护,9
125,回来,9
126,破防,9
127,感觉,9
128,苦涩,9
129,封,9
130,机场,9
131,带,9
132,伯礼,9
133,关注,9
134,医疗,9
135,航班,9
136,中心,9
137,密切接触者,9
138,管控,9
139,单位,9
140,落实,9
141,监测,9
142,香港,9
143,检测,8
144,孩子,8
145,悲],8
146,住,8
147,抬头,8
148,新冠,8
149,世界,8
150,送,8
151,早上,8
152,视频,8
153,姑娘,8
154,手术,8
155,[心,8
156,天一,8
157,卡,8
158,人民,8
159,新冠肺炎,8
160,爸爸,8
161,带来,8
162,精准,8
163,传播,8
164,相关,8
165,参加,8
166,❗️,8
167,新闻,8
168,密接,8
169,经济,8
170,宠物,8
171,狗狗,8
172,菜,8
173,生产,8
174,累计,8
175,开],7
176,失望,7
