id,area,asymptomatic,asymptomaticRelative,confirmed,confirmedRelative,crued,curConfirm,curConfirmRelative,curedRelative,died,diedRelative,icuDisable,nativeRelative,overseasInputRelative
1,西藏,0,0,1,0,1,0,0,0,0,0,1,0,0
2,澳门,0,0,79,0,77,2,0,0,0,0,1,0,0
3,青海,0,0,30,0,30,0,0,0,0,0,1,0,0
4,台湾,0,0,18005,54,13742,3412,54,0,851,0,1,0,0
5,香港,0,0,12880,7,12474,193,-21,28,213,0,1,0,0
6,贵州,0,0,160,0,158,0,0,0,2,0,1,0,0
7,吉林,0,0,590,0,585,2,0,0,3,0,1,0,0
8,新疆,0,0,981,0,978,0,0,0,3,0,1,0,0
9,宁夏,0,0,122,0,122,0,0,0,0,0,1,0,0
10,内蒙古,0,0,1191,0,1190,0,0,0,1,0,1,0,0
11,甘肃,0,0,356,0,354,0,0,0,2,0,1,0,0
12,天津,36,0,990,14,581,406,0,14,3,0,1,14,0
13,山西,0,0,266,0,265,1,0,0,0,0,1,0,0
14,辽宁,41,2,810,0,797,11,0,0,2,0,1,0,0
15,黑龙江,0,0,2035,0,2022,0,0,0,13,0,1,0,0
16,海南,0,0,190,0,184,0,0,0,6,0,1,0,0
17,河北,0,0,1458,0,1451,0,0,0,7,0,1,0,0
18,陕西,4,0,2823,0,2216,604,-142,142,3,0,1,0,0
19,云南,150,10,1852,2,1795,55,0,2,2,0,1,0,2
20,广西,168,1,690,0,481,207,-15,15,2,0,1,0,0
21,福建,23,1,1444,0,1347,96,-1,1,1,0,1,0,0
22,上海,25,0,3583,14,3109,467,-2,16,7,0,1,0,14
23,北京,49,2,1240,4,1203,28,4,0,9,0,1,3,1
24,江苏,9,1,1629,0,1625,4,0,0,0,0,1,0,0
25,四川,27,1,1363,0,1318,42,-5,5,3,0,1,0,0
26,山东,4,1,1058,0,1033,18,0,0,7,0,1,0,0
27,江西,1,0,959,0,958,0,0,0,1,0,1,0,0
28,重庆,1,0,611,0,605,0,0,0,6,0,1,0,0
29,安徽,2,0,1009,0,1003,0,0,0,6,0,1,0,0
30,湖南,4,0,1230,0,1204,22,0,0,4,0,1,0,0
31,河南,3,0,2630,24,1627,981,11,13,22,0,1,24,0
32,广东,95,7,3689,5,3449,232,1,4,8,0,1,2,3
33,浙江,136,2,2101,3,1842,258,3,0,1,0,1,0,3
34,湖北,14,0,68320,0,63805,3,0,0,4512,0,1,0,0
