id,area,asymptomatic,asymptomaticRelative,confirmed,confirmedRelative,crued,curConfirm,curConfirmRelative,curedRelative,died,diedRelative,icuDisable,nativeRelative,overseasInputRelative
1,西藏,0,0,1,0,1,0,0,0,0,0,1,0,0
2,澳门,0,0,79,0,79,0,0,0,0,0,1,0,0
3,青海,0,0,30,0,30,0,0,0,0,0,1,0,0
4,台湾,0,0,19621,106,13742,5028,106,0,851,0,1,0,0
5,香港,0,0,17046,327,14183,2644,327,0,219,0,1,0,0
6,贵州,0,0,162,0,159,1,0,0,2,0,1,0,0
7,吉林,0,0,594,0,587,4,0,0,3,0,1,0,0
8,新疆,2,0,996,0,992,1,-2,2,3,0,1,0,0
9,宁夏,0,0,122,0,122,0,0,0,0,0,1,0,0
10,内蒙古,0,0,1191,0,1190,0,0,0,1,0,1,0,0
11,甘肃,0,0,356,0,354,0,0,0,2,0,1,0,0
12,天津,0,0,1088,0,1053,32,-5,5,3,0,1,0,0
13,山西,0,0,268,0,266,2,0,0,0,0,1,0,0
14,辽宁,10,0,889,31,809,78,31,0,2,0,1,29,2
15,黑龙江,41,1,2065,0,2031,21,-1,1,13,0,1,0,0
16,海南,0,0,190,0,184,0,0,0,6,0,1,0,0
17,河北,0,0,1476,0,1456,13,-2,2,7,0,1,0,0
18,陕西,0,0,2826,0,2823,0,0,0,3,0,1,0,0
19,云南,85,9,1888,1,1855,31,0,1,2,0,1,1,0
20,广西,156,2,1002,6,638,362,3,3,2,0,1,6,0
21,福建,39,3,1493,5,1435,57,5,0,1,0,1,0,5
22,上海,1,0,3894,8,3701,186,-10,18,7,0,1,0,8
23,北京,241,0,1367,0,1311,47,-13,13,9,0,1,0,0
24,江苏,11,1,1638,7,1630,8,7,0,0,0,1,7,0
25,四川,36,4,1388,1,1363,22,-1,2,3,0,1,0,1
26,山东,24,2,1094,14,1052,35,14,0,7,0,1,0,14
27,江西,0,0,959,0,958,0,0,0,1,0,1,0,0
28,重庆,11,1,613,0,605,2,0,0,6,0,1,0,0
29,安徽,0,0,1009,0,1003,0,0,0,6,0,1,0,0
30,湖南,2,0,1231,0,1221,6,-1,1,4,0,1,0,0
31,河南,12,0,2663,1,2502,139,-17,18,22,0,1,0,1
32,广东,90,16,3973,28,3705,260,21,7,8,0,1,1,27
33,浙江,109,0,2246,0,1871,374,0,0,1,0,1,0,0
34,湖北,2,0,68320,0,63808,0,0,0,4512,0,1,0,0
