id,area,confirmed,confirmedRelative,crued,curConfirm,curConfirmRelative,curedPercent,curedRelative,died,diedPercent,diedRelative,icuDisable
1,汤加王国,1,0,1,0,0,100.0%,0,0,0.0%,0,1
2,韩国,489484,4952,413740,71724,2571,84.5%,2317,4020,0.8%,64,1
3,帕劳共和国,8,0,8,0,0,100.0%,0,0,0.0%,0,1
4,圣赫勒拿,2,0,2,0,0,100.0%,0,0,0.0%,0,1
5,密克罗尼西亚,1,0,1,0,0,100.0%,0,0,0.0%,0,1
6,萨摩亚独立国,3,0,3,0,0,100.0%,0,0,0.0%,0,1
7,瓦努阿图共和国,6,0,5,0,0,83.3%,0,1,16.7%,0,1
8,马尔维纳斯群岛,83,0,68,15,0,81.9%,0,0,0.0%,0,1
9,马绍尔群岛,4,0,4,0,0,100.0%,0,0,0.0%,0,1
10,瓦利斯和富图纳群岛,454,0,438,9,0,96.5%,0,7,1.5%,0,1
11,所罗门群岛,20,0,20,0,0,100.0%,0,0,0.0%,0,1
12,莱索托,21838,0,13741,7434,0,62.9%,0,663,3.0%,0,1
13,科摩罗,4554,6,4324,79,6,94.9%,0,151,3.3%,0,1
14,塔吉克斯坦,17095,0,16966,5,0,99.2%,0,124,0.7%,0,1
15,海峡群岛,19706,231,17421,2180,11,88.4%,220,105,0.5%,0,1
16,阿拉伯联合酋长国,742507,0,737570,2788,0,99.3%,0,2149,0.3%,0,1
17,也门,10047,0,6928,1163,0,69.0%,0,1956,19.5%,0,1
18,圣皮埃尔,91,0,60,31,0,65.9%,0,0,0.0%,0,1
19,圣多美和普林西比,3733,0,3675,1,0,98.4%,0,57,1.5%,0,1
20,南苏丹,12842,3,12516,193,3,97.5%,0,133,1.0%,0,1
21,马拉维,62053,18,58826,920,16,94.8%,2,2307,3.7%,0,1
22,布隆迪,20523,50,773,19712,50,3.8%,0,38,0.2%,0,1
23,塞拉利昂,6405,3,4393,1891,3,68.6%,0,121,1.9%,0,1
24,博茨瓦纳,195552,0,192452,680,0,98.4%,0,2420,1.2%,0,1
25,百慕大,5760,9,5623,31,1,97.6%,8,106,1.8%,0,1
26,英属维尔京群岛,2816,0,2649,129,0,94.1%,0,38,1.3%,0,1
27,安圭拉,1469,0,1383,82,0,94.1%,0,4,0.3%,0,1
28,格林纳达,5910,1,5643,67,0,95.5%,2,200,3.4%,0,1
29,圣基茨和尼维斯,2791,1,2753,10,0,98.6%,2,28,1.0%,0,1
30,特克斯和凯科斯群岛,3107,0,3055,27,0,98.3%,0,25,0.8%,0,1
31,几内亚比绍,6444,0,6279,16,0,97.4%,2,149,2.3%,0,1
32,马里,18253,141,15360,2272,116,84.2%,24,621,3.4%,1,1
33,利比亚,376378,509,359733,11127,0,95.6%,1439,5518,1.5%,4,1
34,老挝,83291,1209,7339,75733,1204,8.8%,0,219,0.3%,5,1
35,伯利兹,30888,64,29342,964,0,95.0%,117,582,1.9%,0,1
36,缅甸,525403,0,501520,4726,0,95.5%,0,19157,3.6%,0,1
37,多米尼克,6142,56,5674,426,26,92.4%,30,42,0.7%,0,1
38,莫桑比克,152326,120,149583,802,120,98.2%,0,1941,1.3%,0,1
39,叙利亚,48901,92,30070,16038,0,61.5%,115,2793,5.7%,6,1
40,马恩岛,12230,112,11059,1105,112,90.4%,0,66,0.5%,0,1
41,巴布亚新几内亚,35702,0,34711,418,0,97.2%,0,573,1.6%,0,1
42,厄立特里亚,7533,29,7322,149,0,97.2%,40,62,0.8%,1,1
43,乌干达,127755,47,97697,26797,36,76.5%,8,3261,2.6%,3,1
44,安哥拉,65332,42,63373,224,16,97.0%,26,1735,2.7%,0,1
45,东帝汶,19829,0,19702,5,0,99.4%,0,122,0.6%,0,1
46,新喀里多尼亚,12321,30,11825,216,15,96.0%,14,280,2.3%,1,1
47,马达加斯加,44800,0,43119,709,0,96.2%,0,972,2.2%,0,1
48,津巴布韦,150628,4031,129095,16813,3986,85.7%,40,4720,3.1%,5,1
49,佛得角,38470,7,37995,124,3,98.8%,4,351,0.9%,0,1
50,蒙特塞拉特,44,0,42,1,0,95.5%,1,1,2.3%,0,1
51,海地,25691,0,21885,3052,0,85.2%,0,754,2.9%,0,1
52,尼日尔,7119,8,6761,93,0,95.0%,12,265,3.7%,1,1
53,乍得,5701,0,4874,646,0,85.5%,0,181,3.2%,0,1
54,萨尔瓦多,119803,0,102982,13031,0,86.0%,0,3790,3.2%,1,1
55,尼加拉瓜,17328,74,4225,12893,74,24.4%,0,210,1.2%,0,1
56,斐济,52567,5,51141,729,0,97.3%,16,697,1.3%,0,1
57,毛里求斯,22310,95,20559,1296,0,92.2%,114,455,2.0%,0,1
58,赞比亚,210436,62,206501,267,50,98.1%,12,3668,1.7%,0,1
59,吉布提,13509,0,13295,26,0,98.4%,0,188,1.4%,0,1
60,吉尔吉斯斯坦,183744,32,178777,2205,0,97.3%,67,2762,1.5%,0,1
61,巴巴多斯,26433,106,23834,2355,23,90.2%,83,244,0.9%,0,1
62,黑山,159034,0,154495,2203,0,97.1%,0,2336,1.5%,0,1
63,冈比亚,9998,6,9641,15,5,96.4%,1,342,3.4%,0,1
64,格陵兰岛,1746,42,1431,315,30,82.0%,12,0,0.0%,0,1
65,贝宁,24863,0,24546,156,0,98.7%,0,161,0.6%,0,1
66,索马里,23051,0,12325,9395,0,53.5%,0,1331,5.8%,0,1
