id,area,confirmed,confirmedRelative,crued,curConfirm,curConfirmRelative,curedPercent,curedRelative,died,diedPercent,diedRelative,icuDisable
1,汤加王国,1,0,0,1,0,0.0%,0,0,0.0%,0,1
2,韩国,409099,3290,368723,37161,1772,90.1%,1489,3215,0.8%,29,1
3,帕劳共和国,8,0,8,0,0,100.0%,0,0,0.0%,0,1
4,圣赫勒拿,2,0,2,0,0,100.0%,0,0,0.0%,0,1
5,密克罗尼西亚,1,0,1,0,0,100.0%,0,0,0.0%,0,1
6,萨摩亚独立国,3,0,3,0,0,100.0%,0,0,0.0%,0,1
7,瓦努阿图共和国,6,0,3,2,0,50.0%,0,1,16.7%,0,1
8,马尔维纳斯群岛,72,0,68,4,0,94.4%,0,0,0.0%,0,1
9,马绍尔群岛,4,0,4,0,0,100.0%,0,0,0.0%,0,1
10,瓦利斯和富图纳群岛,445,0,438,0,0,98.4%,0,7,1.6%,0,1
11,所罗门群岛,20,0,20,0,0,100.0%,0,0,0.0%,0,1
12,莱索托,21726,0,13599,7466,0,62.6%,0,661,3.0%,0,1
13,科摩罗,4437,17,4200,88,13,94.7%,4,149,3.4%,0,1
14,塔吉克斯坦,17091,0,16965,2,0,99.3%,0,124,0.7%,0,1
15,海峡群岛,15692,133,14004,1588,40,89.2%,93,100,0.6%,0,1
16,阿拉伯联合酋长国,741291,77,735992,3155,0,99.3%,93,2144,0.3%,0,1
17,也门,9954,4,6738,1281,0,67.7%,16,1935,19.4%,1,1
18,圣皮埃尔,33,0,32,1,0,97.0%,0,0,0.0%,0,1
19,圣多美和普林西比,3731,0,3665,10,0,98.2%,8,56,1.5%,0,1
20,南苏丹,12638,0,12169,336,0,96.3%,0,133,1.1%,0,1
21,马拉维,61861,4,58746,812,0,95.0%,40,2303,3.7%,1,1
22,布隆迪,20321,16,773,19510,16,3.8%,0,38,0.2%,0,1
23,塞拉利昂,6396,0,4393,1882,0,68.7%,0,121,1.9%,0,1
24,博茨瓦纳,194445,316,191345,684,0,98.4%,482,2416,1.2%,0,1
25,百慕大,5715,0,5579,30,0,97.6%,0,106,1.9%,0,1
26,英属维尔京群岛,2725,0,2649,39,0,97.2%,0,37,1.4%,0,1
27,安圭拉,1268,0,1156,109,0,91.2%,0,3,0.2%,0,1
28,格林纳达,5866,0,5612,54,0,95.7%,0,200,3.4%,0,1
29,圣基茨和尼维斯,2764,4,2687,49,0,97.2%,7,28,1.0%,0,1
30,特克斯和凯科斯群岛,3076,7,2997,56,0,97.4%,10,23,0.7%,0,1
31,几内亚比绍,6434,2,6181,107,0,96.1%,25,146,2.3%,0,1
32,马里,16852,38,14963,1299,31,88.8%,7,590,3.5%,0,1
33,利比亚,367218,429,326451,35402,0,88.9%,1941,5365,1.5%,19,1
34,老挝,59895,2498,6558,53218,2491,10.9%,0,119,0.2%,7,1
35,伯利兹,29501,115,27278,1665,0,92.5%,174,558,1.9%,2,1
36,缅甸,516770,0,489140,8630,0,94.7%,0,19000,3.7%,0,1
37,多米尼克,5589,109,5138,416,37,91.9%,72,35,0.6%,0,1
38,莫桑比克,151477,6,149419,122,6,98.6%,0,1936,1.3%,0,1
39,叙利亚,46966,135,28148,16125,33,59.9%,95,2693,5.7%,7,1
40,马恩岛,10504,43,10012,426,0,95.3%,104,66,0.6%,0,1
41,巴布亚新几内亚,34022,685,32383,1155,0,95.2%,683,484,1.4%,48,1
42,厄立特里亚,7133,21,6922,158,11,97.0%,9,53,0.7%,1,1
43,乌干达,127128,82,97187,26694,0,76.4%,94,3247,2.6%,3,1
44,安哥拉,64997,17,63026,242,0,97.0%,215,1729,2.7%,0,1
45,东帝汶,19816,2,19686,8,2,99.3%,0,122,0.6%,0,1
46,新喀里多尼亚,11840,41,55,11512,41,0.5%,0,273,2.3%,0,1
47,马达加斯加,43672,0,41322,1386,0,94.6%,0,964,2.2%,0,1
48,津巴布韦,133593,36,128379,515,28,96.1%,8,4699,3.5%,0,1
49,佛得角,38321,4,37899,72,0,98.9%,5,350,0.9%,0,1
50,蒙特塞拉特,41,0,40,0,0,97.6%,0,1,2.4%,0,1
51,海地,24768,0,20741,3316,0,83.7%,0,711,2.9%,0,1
52,尼日尔,6793,23,6334,221,4,93.2%,18,238,3.5%,1,1
53,乍得,5105,0,4874,56,0,95.5%,0,175,3.4%,0,1
54,萨尔瓦多,118041,0,101092,13203,0,85.6%,0,3746,3.2%,5,1
55,尼加拉瓜,17023,0,4225,12590,0,24.8%,0,208,1.2%,0,1
56,斐济,52453,9,50825,933,0,96.9%,197,695,1.3%,1,1
57,毛里求斯,18979,0,1854,16885,0,9.8%,0,240,1.3%,0,1
58,赞比亚,210043,0,206286,90,0,98.2%,0,3667,1.7%,0,1
59,吉布提,13501,0,13286,29,0,98.4%,0,186,1.4%,0,1
60,吉尔吉斯斯坦,182727,60,177289,2720,0,97.0%,89,2718,1.5%,3,1
61,巴巴多斯,23426,252,14746,8474,0,62.9%,272,206,0.9%,1,1
62,黑山,154128,0,147891,4000,0,96.0%,0,2237,1.5%,0,1
63,冈比亚,9986,0,9634,11,0,96.5%,0,341,3.4%,0,1
64,格陵兰岛,1129,21,962,167,21,85.2%,0,0,0.0%,0,1
65,贝宁,24846,13,24546,139,13,98.8%,0,161,0.6%,0,1
66,索马里,22969,0,11714,9931,0,51.0%,0,1324,5.8%,0,1
67,坦桑尼亚,26227,0,183,25317,0,0.7%,0,727,2.8%,0,1
68,利比里亚,5818,0,5523,8,0,94.9%,0,287,4.9%,0,1
69,圭亚那合作共和国,37184,91,34322,1891,0,92.3%,252,971,2.6%,3,1
70,马约特,20860,0,2964,17711,0,14.2%,0,185,0.9%,0,1
71,巴哈马,22655,11,21556,428,0,95.1%,9,671,3.0%,2,1
72,乌兹别克斯坦,190850,266,187319,2161,0,98.1%,316,1370,0.7%,3,1
73,瓜德罗普,55147,227,2250,52151,226,4.1%,0,746,1.4%,1,1
74,开曼群岛,5362,206,1685,3673,130,31.4%,76,4,0.1%,0,1
75,刚果（布）,18717,0,12421,5957,0,66.4%,0,339,1.8%,0,1
76,中非共和国,11666,0,6859,4706,0,58.8%,0,101,0.9%,0,1
77,塞舌尔,22831,109,22359,347,60,97.9%,46,125,0.5%,3,1
78,赤道几内亚,13525,0,13263,92,0,98.1%,0,170,1.3%,0,1
79,纳米比亚,129076,7,125433,76,0,97.2%,52,3567,2.8%,1,1
80,卢旺达,100196,7,45521,53336,6,45.4%,0,1339,1.3%,1,1
81,斯威士兰,46485,1,45211,26,0,97.3%,3,1248,2.7%,2,1
