1,
2,【台积电创始人张忠谋指责美国：这么干，有恶果】#张忠谋批美国要半导体制造本地化# 11月12日，亚太经合组织第二十八次领导人非正式会议以视频方式举行。台积电创办人张忠谋以“中华台北”代表的身份发言。发言中，张忠谋首先谈及了疫情带来的影响，感谢了美国、日本对台湾的疫苗捐赠。紧接着，张忠谋话锋一转称，疫情之后的主要挑战，就是“自由贸易”。“我们的主要挑战是什么？是自由贸易！是只受限于关键性国家安全需求的自由贸易。”在发言中，张忠谋意有所指地称：“APEC成员们在过去数十年透过自由贸易而蓬勃发展。相较于过去，最近的‘自由贸易’似乎多了一些条件，中华台北在此感到关切。我们相信大部分条件有不良的后果。我们坚信，只受限于关键性国家安全需求的自由贸易才是每个APEC成员实现供应链韧性和繁荣兴盛的康庄大道。”这段话似乎意有所指，但是“自由贸易”到底多了哪些条件，张忠谋并没有明说。13日，张忠谋在台当局举办的记者会上才指明称，这指的是：美国要半导体制造本地化。据台“联合新闻网”报道，张忠谋说，例如现在关于半导体积体电路，美国要在自己境内多做一点，但其实美国一直主张自由贸易，现在突然加条件要在自己境内多做，这就是条件。此后发言中，张忠谋再次提及供应链与芯片短缺的问题，称“自由市场”是解决供应链短缺的最佳方案。“谈到供应链韧性，半导体供应瓶颈的现象近期经常引起讨论。晶片（芯片）短缺的情况是需求遭到低估、天然灾害发生、物流拥塞与数位需求激增等因素汇集而成。”“虽然任何关键零组件的短缺都是一个严重的问题，然而，包含自由贸易与自由竞争的自由市场仍然是最好的解决方案。事实上，因应近期晶片（芯片）短缺而大幅提升晶片（芯片）制造的产能，正好体现了我们认为自由市场是解决短缺或过剩问题的最佳方案。”最后，张忠谋再次为台湾加入《全面与进步跨太平洋伙伴关系协定》（CPTPP）吆喝。张忠谋称：“中华台北在全球高科技供应链中扮演着不可取代的角色。我们也有高度透明的市场经济，能够并愿意尊重CPTPP 的高标准。”在13日的记者会上，张忠谋被问及对台湾申请加入CPTPP是否抱持乐观态度，张忠谋意有所指地称，台湾有很好的条件，但是“也有周边国家阻力”，所以不敢讲有几成加入机率，“也许不能说很有希望，但有希望”。此前，张忠谋多次话里话外对美国表达不满，包括台湾人要管理美国人，几乎是不可能，美国要推动半导体本地制造，不可能成功，以及台湾产业优势与挑战并存等等。但是，面对美国要求全球各大“有兴趣的”半导体供应商提供芯片销售与库存等商业数据，台积电经过多次改口后，还是于美方给出的“自愿提供数据”截止日（11月8日）前“踩点”完成美方问卷并回传，同时也是23家已提交数据中回答最明确的企业。
3,#校园疫情防控要做到三严#【#教育部明确所有师生进校都要检测体温#】教育部体育卫生与艺术教育司司长王登峰13日在国务院联防联控机制新闻发布会上表示，校园疫情防控要做到“三严”。第一要严把入校关。所有的师生进校的时候都要做体温检测，关注他们的健康状况和旅行的轨迹。第二是做到在校内所有的场所、所有人员聚集的地方都要严格落实疫情防控的各项措施，防止在校内出现感染。第三是一旦学校涉疫，就要严格落实疫情防控的应急预案，做到应隔离的尽快隔离，也要防止校园疫情向社会其他方面关联。（总台央视记者史迎春 顾小慈）网页链接 央视新闻的微博视频
4,【#韩国暴发高致病性禽流感疫情#，近80万只家禽遭扑杀】#韩国一周内出现3起禽流感病例#昨天，韩国农林畜产食品部表示，在韩国全罗南道罗州市又有一家养鸭场检测出高致病性禽流感病毒。据了解，事发地全罗南道共有230家养殖场，饲养着大约430万只鸭，占到韩国鸭肉市场份额的七成以上，且常年向全国多家鸭肉加工企业、大型超市和菜市场供货。此次高致病性禽流感，已经是最近一周内韩国出现的第3起病例。截止到目前，77万多只鹌鹑和2.3万多只鸭已经被全部扑杀。韩国民众担忧，禽流感疫情可能导致相关食品零售价格大幅上涨。目前，韩国已将禽流感危机警报级别上调至最高级的“严重”，并表示将加强对全国家禽养殖场的监控力度，严防禽流感再次扩散。(央视财经)央视财经的微博视频
5,【黑龙江省新增本土新冠肺炎确诊病例2例】2021年11月13日0-24时，黑龙江省新增本土新冠肺炎确诊病例2例（黑河市爱辉区2例），均为集中隔离期间主动排查发现。当日治愈出院本土确诊病例9例（黑河市爱辉区9例）。截至2021年11月13日24时，全省现有境外输入确诊病例2例，现有本土确诊病例250例，现有本土无症状感染者2例。自10月27日以来，全省累计报告本土阳性感染者275例（确诊病例273例、无症状感染者2例）。我省发生本土疫情，请广大群众密切关注疫情动态，如与阳性感染者活动轨迹有交集，或14天内有国内中高风险区、涉疫地区旅居史的，立即主动向所在社区（村屯）、工作单位报备，并配合落实防控措施。如出现发热、干咳、乏力、咽痛、嗅（味）觉减退、腹泻等症状，请勿自行服药，需佩戴口罩尽快到就近的医疗机构发热门诊排查和就诊，就诊过程中避免乘坐公共交通工具，并主动告知旅居史、接触史。国内现有7个高风险地区（辽宁大连新增1个）、90个中风险地区，提醒广大群众关注官方权威发布，进一步提高防范意识，出门佩戴口罩、勤洗手、保持社交距离、推广分餐公筷、垃圾分类投放、看病网上预约。我省现已全面启动3-11岁人群新冠疫苗接种工作，请没有接种疫苗的适龄人群、没有完成全程接种的人群、满六个月需要接种加强针的人群，尽快到辖区新冠疫苗接种点咨询接种，共同构建抗击新冠病毒的免疫屏障。（来源：黑龙江省卫生健康委员会）
6,#新加坡疫情#截至11月14日中午，新加坡没有新增大型传染群，现存的6个大型传染群出现新病例。-Iman Childcare (Woodgrove)幼儿园传染群新增6例，累计27例18例学生，6例职员，3例病患同住者-Safari House学前中心大巴窑分校传染群新增2例，累计18例10例学生，5例职员，3例病患的同住者-心理卫生学院传染群新增1例，累计423例396例住户，27例职员-舒雅中心(Surya Home)传染群新增1例，累计25例22例住户，3例职员-Acacia Home收容所传染群新增1例，累计50例47例住户，3例职员-菜市职总保健合作社疗养院传染群新增2例，累计18例16例住户，2例职员 新加坡
7,【《关于推动原料药产业高质量发展实施方案的通知》解读之二 | 拓展优势、强力攻坚 加快构建原料药产业新发展格局】原料药是医药产业链供应链上游的关键环节。近年来，我国原料药产业蓬勃发展，产业结构持续优化，出口规模不断扩大。面对国际竞争格局和国内发展形势的新变化、新需要，我国原料药产业仍需进一步增强绿色低碳发展能力，不断提升产业链供应链现代化水平。近日，国家发展改革委、工业和信息化部联合发布了《关于推动原料药产业高质量发展的实施方案》（以下简称《实施方案》），提出坚持创新驱动，加快原料药绿色低碳转型，推动构建原料药产业新发展格局。一、我国原料药产业发展基础较好我国精细化工产业基础较好，医药市场规模仅次于美国，已经形成涵盖关键中间体、原料药和制剂的完整产业链，为原料药产业高质量发展提供了有力支撑。“十三五”以来，我国原料药产业发展规模不断壮大，全球最大生产国和出口国的地位逐步巩固。2020年，我国原料药生产企业主营业务收入3945亿元，利润总额达525亿元，同比增长23.9%，利润率达13.3%，比2015年提高5.7个百分点。在产业整体快速发展带动下，我国原料药产品结构不断优化。大宗原料药是我国的传统优势领域，维生素、抗生素等产品的产量和出口规模处于全球领先地位，成为印度等国重要的原料药来源地。在附加值和门槛较高的特色原料药方面，我国产品竞争力也在不断增强，培南、普利、沙坦等一些特色原料药品种广泛供应全球市场。新冠疫情发生以来，我国加大原料药出口力度，有力缓解了全球原料药供应紧张局面。在国家支持鼓励创新创新等政策激励引导下，大批高水平研发人员归国创业，原料药产业新模式新业态发展取得积极进展，培育了产业发展新动能。比如，在专业化合同研发生产服务方面，我国已经有一批优质企业参与其中，有力推动了我国药品研发创新和产业化，并深度融入到全球医药研发链条。二、新时期原料药产业发展面临的挑战和机遇近几年原料药产业内外部发展环境发生深刻变化，经济运行不稳定、不确定因素增加，对标高质量发展要求，推动原料药产业由大到强转变、加快迈向全球价值链中高端面临新的挑战和机遇。（一）国际市场竞争性增强。受有关国家医药贸易保护主义和单边主义抬头、疫情期间全球医疗药品供给偏紧等多种因素影响，原料药供给多元化、自主化的呼声高涨，疫情以来欧美等国纷纷宣布扩大原料药产能，同时正在研究制定碳边境税相关政策，我国原料药在国际市场将面临更加激烈的竞争。（二）产品竞争力有待提高。我国企业背靠国内庞大消费市场，发展空间广阔，但由于起步较晚且受跨国公司专利和技术垄断等方面制约，产品以大宗原料药产品为主，附加值偏低、可替代性强，高端原料药研发创新能力仍有待提高。部分制剂企业选择进口原料药增强供应链韧性，暴露出我国原料药产业链供应链存在短板。（三）绿色低碳发展压力增大。由于生产过程需要使用多种有机溶剂，原料药企业“三废”排放强度较高，一直是各地环保监管的重点。随着碳达峰碳中和战略部署的深入实施，原料药企业发展面临的环保约束将更趋严格，产业绿色低碳转型迫在眉睫。三、多措并举推动原料药产业高质量发展（一）千方百计补齐产业链短板，提升原料药供应链稳定性。原料药是药品的关键成分，关系到药品供应和价格稳定，要鼓励优势企业做大做强，不断提高原料药新产品、高附加值产品比重，降低药品生产成本，增强供给体系韧性。《实施方案》提出实施原料药高质量发展重大工程，推动产学研结合、上下游联动，面向临床用药需求和前沿技术领域，加快发展先进生产技术装备，提高原料药生产效率和质量控制水平。（二）顺应转型升级需要，推动原料药企业绿色低碳发展。在产业、环保等政策约束引导下，我国原料药产业结构得到优化，先进产能不断释放，落后产能有序淘汰退出。随着碳达峰、碳中和工作不断推进，我国绿色低碳循环经济体系将进一步完善，对企业绿色低碳发展提出更高要求。《实施方案》明确提出了严格能效环保标准、推广绿色低碳技术装备、打造绿色供应链等重要原则和主要任务，将推动我国原料药企业提高绿色低碳发展水平，在绿色生产体系建设和国际竞争合作中争取主动权。（三）增强产业创新能力，积极融入全球产业链价值链。创新原料药和特色原料药等高端原料药附加值高、成长性强，是提升市场竞争力的重要领域。近年来随着创新环境不断向好，我国高端原料药需求急剧增长，吸引跨国公司专利原料药技术转移，推动我国原料药产业向全球医药价值链上游发展，为深度嵌入全球医药产业链创造了条件。《实施方案》从三个方面提出增强产业创新能力的举措，一是强化企业创新主体地位，推动包括工艺创新、模式创新等在内的全面创新；二是大力优化产品结构，提高创新产品、高附加值产品的比重；三是加强相关行业先进技术共享，提升产业融合创新水平。推动原料药产业高质量发展是一项系统性工程。《实施方案》的印发实施，立足产业发展实际、符合产业发展趋势，随着加快先进技术研发、推动绿色低碳转型、促进集中集聚发展、引导高水平开放合作等重点任务的逐步落实推进，原料药产业供给体系韧性将显著增强，产业整体竞争力将大幅提升，为医药产业发展提供坚强支撑。(作者：徐建伟 付保宗 中国宏观经济研究院产业所 ；朱仁宗 中国医药保健品进出口商会 ）
8,#COVID-19# 对于抗疫来说，小国还是相对简单。曾经死亡率第一的圣马力诺现在死亡率排在第12位，类似的直布罗陀现在是第8位。其实两个国家都死了不到一百人，只是人口本来少，所以比例高。现在他们经常是零新增。学过排列组合都知道，人一多，关系的复杂性会暴涨，而且大国还要考虑到各地情况千差万别。 ...
9,#北京从严从紧进出京措施#快讯：北京调整进出京政策，人员进返京需持48小时内核酸检测阴性证明和北京健康宝绿码。14日内有一例及以上含一例本土新冠病毒感染者所在县市区旗旅居史的人员严格限制进返京。#今日热门# 谁干的的微博视频
10,【#北京物流快递等人群做好核酸检测健康监测# 】#周刊君与你共同战疫#11月15日，北京市第260场新冠肺炎疫情防控工作新闻发布会召开。记者从发布会现场获悉，北京市疾控中心副主任庞星火介绍本市最新疫情信息并发布健康提示。庞星火提醒广大市民，要自觉遵守首都各项疫情防控规定，严格落实个人防控责任，及时了解官方和媒体发布的病例轨迹信息，与病例轨迹重合人员主动向社区、单位、宾馆等报告，配合做好各项防控措施；冷链、餐饮、商超、海关、医疗、学校、物流、快递等重点人群做好核酸检测、健康监测等防控措施；不聚集、不聚餐，减少不必要聚会；坚持科学佩戴口罩、勤洗手、常通风、一米线等良好卫生习惯；出现发热、咳嗽等症状，不参加社会活动、不乘坐公共交通工具，戴好口罩，及早到附近医院发热门诊就医，不要自行服药，以免延误治疗时机。@北京青年报
