id,area,asymptomatic,asymptomaticRelative,confirmed,confirmedRelative,crued,curConfirm,curConfirmRelative,curedRelative,died,diedRelative,icuDisable,nativeRelative,overseasInputRelative
1,西藏,0,0,1,0,1,0,0,0,0,0,1,0,0
2,澳门,0,0,79,0,77,2,0,0,0,0,1,0,0
3,青海,0,0,30,0,30,0,0,0,0,0,1,0,0
4,台湾,0,0,17155,60,13742,2563,60,0,850,0,1,0,0
5,香港,0,0,12708,31,12228,267,22,9,213,0,1,0,0
6,贵州,1,0,160,0,157,1,0,0,2,0,1,0,0
7,吉林,0,0,589,0,582,4,0,0,3,0,1,0,0
8,新疆,0,0,981,0,978,0,0,0,3,0,1,0,0
9,宁夏,1,0,122,0,122,0,0,0,0,0,1,0,0
10,内蒙古,0,0,1191,0,1168,22,-3,3,1,0,1,0,0
11,甘肃,0,0,356,0,354,0,0,0,2,0,1,0,0
12,天津,31,8,602,5,534,65,4,1,3,0,1,0,5
13,山西,0,0,266,0,265,1,0,0,0,0,1,0,0
14,辽宁,16,0,796,0,790,4,-1,1,2,0,1,0,0
15,黑龙江,1,0,2035,0,2022,0,0,0,13,0,1,0,0
16,海南,0,0,190,0,184,0,0,0,6,0,1,0,0
17,河北,0,0,1458,0,1451,0,0,0,7,0,1,0,0
18,陕西,7,0,2566,36,764,1799,16,20,3,0,1,35,1
19,云南,116,8,1823,0,1745,76,-3,3,2,0,1,0,0
20,广西,123,5,650,9,392,256,9,0,2,0,1,0,9
21,福建,13,1,1390,7,1326,63,6,1,1,0,1,0,7
22,上海,9,4,3193,17,2951,235,8,9,7,0,1,0,17
23,北京,15,0,1216,1,1195,12,0,1,9,0,1,0,1
24,江苏,6,0,1626,0,1621,5,0,0,0,0,1,0,0
25,四川,32,2,1329,0,1292,34,-2,2,3,0,1,0,0
26,山东,4,0,1049,2,1018,24,0,2,7,0,1,0,2
27,江西,1,0,959,0,958,0,0,0,1,0,1,0,0
28,重庆,1,0,611,0,604,1,0,0,6,0,1,0,0
29,安徽,0,0,1009,0,1002,1,0,0,6,0,1,0,0
30,湖南,11,0,1223,0,1195,24,0,0,4,0,1,0,0
31,河南,56,24,1662,12,1598,42,10,2,22,0,1,12,0
32,广东,96,9,3493,7,3358,127,3,4,8,0,1,0,7
33,浙江,118,7,2046,2,1537,508,1,1,1,0,1,2,0
34,湖北,24,9,68319,2,63804,3,2,0,4512,0,1,0,2
