id,area,confirmed,confirmedRelative,crued,curConfirm,curConfirmRelative,curedPercent,curedRelative,died,diedPercent,diedRelative,icuDisable
1,汤加王国,1,0,1,0,0,100.0%,0,0,0.0%,0,1
2,韩国,457612,5120,400585,53322,2833,87.5%,2253,3705,0.8%,34,1
3,帕劳共和国,8,0,8,0,0,100.0%,0,0,0.0%,0,1
4,圣赫勒拿,2,0,2,0,0,100.0%,0,0,0.0%,0,1
5,密克罗尼西亚,1,0,1,0,0,100.0%,0,0,0.0%,0,1
6,萨摩亚独立国,3,0,3,0,0,100.0%,0,0,0.0%,0,1
7,瓦努阿图共和国,6,0,3,2,0,50.0%,0,1,16.7%,0,1
8,马尔维纳斯群岛,83,4,68,15,4,81.9%,0,0,0.0%,0,1
9,马绍尔群岛,4,0,4,0,0,100.0%,0,0,0.0%,0,1
10,瓦利斯和富图纳群岛,445,0,438,0,0,98.4%,0,7,1.6%,0,1
11,所罗门群岛,20,0,20,0,0,100.0%,0,0,0.0%,0,1
12,莱索托,21807,28,13707,7437,9,62.9%,18,663,3.0%,1,1
13,科摩罗,4521,13,4304,67,7,95.2%,6,150,3.3%,0,1
14,塔吉克斯坦,17095,0,16966,5,0,99.2%,0,124,0.7%,0,1
15,海峡群岛,18656,219,16258,2294,18,87.1%,200,104,0.6%,1,1
16,阿拉伯联合酋长国,742109,0,737024,2937,0,99.3%,0,2148,0.3%,0,1
17,也门,10006,0,6892,1164,0,68.9%,0,1950,19.5%,0,1
18,圣皮埃尔,59,0,32,27,0,54.2%,0,0,0.0%,0,1
19,圣多美和普林西比,3732,1,3675,1,1,98.5%,0,56,1.5%,0,1
20,南苏丹,12758,0,12463,162,0,97.7%,0,133,1.0%,0,1
21,马拉维,61936,10,58807,822,10,94.9%,0,2307,3.7%,0,1
22,布隆迪,20432,17,773,19621,17,3.8%,0,38,0.2%,0,1
23,塞拉利昂,6402,0,4393,1888,0,68.6%,0,121,1.9%,0,1
24,博茨瓦纳,195302,0,192452,431,0,98.5%,0,2419,1.2%,0,1
25,百慕大,5751,0,5615,30,0,97.6%,0,106,1.8%,0,1
26,英属维尔京群岛,2809,44,2649,122,44,94.3%,0,38,1.4%,0,1
27,安圭拉,1414,0,1323,88,0,93.6%,0,3,0.2%,0,1
28,格林纳达,5900,1,5625,75,1,95.3%,0,200,3.4%,0,1
29,圣基茨和尼维斯,2787,0,2747,12,0,98.6%,4,28,1.0%,0,1
30,特克斯和凯科斯群岛,3103,3,3049,29,3,98.3%,0,25,0.8%,0,1
31,几内亚比绍,6442,2,6275,19,0,97.4%,4,148,2.3%,0,1
32,马里,17572,66,15199,1762,48,86.5%,14,611,3.5%,4,1
33,利比亚,373739,529,350239,18024,0,93.7%,2009,5476,1.5%,10,1
34,老挝,76496,1333,7339,68971,1325,9.6%,0,186,0.2%,8,1
35,伯利兹,30618,86,28947,1093,0,94.5%,92,578,1.9%,0,1
36,缅甸,523346,944,498748,5478,0,95.3%,1499,19120,3.7%,16,1
37,多米尼克,6120,0,5712,369,0,93.3%,0,39,0.6%,0,1
38,莫桑比克,151652,46,149538,173,22,98.6%,24,1941,1.3%,0,1
39,叙利亚,48357,97,29392,16205,0,60.8%,100,2760,5.7%,6,1
40,马恩岛,11614,147,10624,924,45,91.5%,102,66,0.6%,0,1
41,巴布亚新几内亚,35354,117,34243,561,0,96.9%,128,550,1.6%,4,1
42,厄立特里亚,7412,54,7143,209,7,96.4%,47,60,0.8%,0,1
43,乌干达,127551,0,97567,26732,0,76.5%,0,3252,2.5%,0,1
44,安哥拉,65208,15,63263,210,0,97.0%,43,1735,2.7%,2,1
45,东帝汶,19822,0,19697,3,0,99.4%,0,122,0.6%,0,1
46,新喀里多尼亚,12195,10,11610,309,4,95.2%,6,276,2.3%,0,1
47,马达加斯加,44330,0,42915,448,0,96.8%,0,967,2.2%,0,1
48,津巴布韦,136379,712,128829,2843,675,94.5%,37,4707,3.5%,0,1
49,佛得角,38405,23,37959,96,17,98.8%,5,350,0.9%,1,1
