id,area,asymptomatic,asymptomaticRelative,confirmed,confirmedRelative,crued,curConfirm,curConfirmRelative,curedRelative,died,diedRelative,icuDisable,nativeRelative,overseasInputRelative
1,西藏,0,0,1,0,1,0,0,0,0,0,1,0,0
2,澳门,0,0,79,0,79,0,0,0,0,0,1,0,0
3,青海,0,0,30,0,30,0,0,0,0,0,1,0,0
4,台湾,0,0,19029,126,13742,4436,126,0,851,0,1,0,0
5,香港,0,0,14013,101,12880,920,47,54,213,0,1,0,0
6,贵州,0,0,161,0,158,1,0,0,2,0,1,0,0
7,吉林,0,0,592,0,586,3,0,0,3,0,1,0,0
8,新疆,25,0,996,0,982,11,-1,1,3,0,1,0,0
9,宁夏,0,0,122,0,122,0,0,0,0,0,1,0,0
10,内蒙古,0,0,1191,0,1190,0,0,0,1,0,1,0,0
11,甘肃,0,0,356,0,354,0,0,0,2,0,1,0,0
12,天津,1,0,1076,4,1001,72,3,1,3,0,1,4,0
13,山西,0,0,268,0,265,3,0,0,0,0,1,0,0
14,辽宁,18,1,812,0,805,5,-1,1,2,0,1,0,0
15,黑龙江,44,0,2064,0,2022,29,0,0,13,0,1,0,0
16,海南,0,0,190,0,184,0,0,0,6,0,1,0,0
17,河北,0,0,1474,0,1451,16,0,0,7,0,1,0,0
18,陕西,0,0,2826,0,2812,11,-2,2,3,0,1,0,0
19,云南,96,2,1882,0,1831,49,-3,3,2,0,1,0,0
20,广西,162,0,716,0,574,140,-4,4,2,0,1,0,0
21,福建,17,1,1456,1,1411,44,-5,6,1,0,1,0,1
22,上海,14,0,3799,7,3532,260,-3,10,7,0,1,0,7
23,北京,252,19,1357,2,1241,107,-1,3,9,0,1,1,1
24,江苏,13,2,1630,0,1629,1,0,0,0,0,1,0,0
25,四川,24,0,1374,0,1343,28,-5,5,3,0,1,0,0
26,山东,13,0,1075,0,1043,25,-1,1,7,0,1,0,0
27,江西,2,0,959,0,958,0,0,0,1,0,1,0,0
28,重庆,9,0,613,0,605,2,0,0,6,0,1,0,0
29,安徽,0,0,1009,0,1003,0,0,0,6,0,1,0,0
30,湖南,3,0,1230,0,1214,12,0,0,4,0,1,0,0
31,河南,10,5,2657,0,2127,508,-46,46,22,0,1,0,0
32,广东,99,9,3800,15,3625,167,5,10,8,0,1,7,8
33,浙江,111,2,2236,2,1870,365,1,1,1,0,1,2,0
34,湖北,2,0,68320,0,63807,1,0,0,4512,0,1,0,0
