id,area,asymptomatic,asymptomaticRelative,confirmed,confirmedRelative,crued,curConfirm,curConfirmRelative,curedRelative,died,diedRelative,icuDisable,nativeRelative,overseasInputRelative
1,西藏,0,0,1,0,1,0,0,0,0,0,1,0,0
2,澳门,0,0,79,0,77,2,0,0,0,0,1,0,0
3,青海,0,0,30,0,30,0,0,0,0,0,1,0,0
4,台湾,0,0,17692,68,13742,3099,68,0,851,0,1,0,0
5,香港,0,0,12854,2,12339,302,-10,12,213,0,1,0,0
6,贵州,0,0,160,0,158,0,0,0,2,0,1,0,0
7,吉林,0,0,590,0,585,2,0,0,3,0,1,0,0
8,新疆,0,0,981,0,978,0,0,0,3,0,1,0,0
9,宁夏,0,0,122,0,122,0,0,0,0,0,1,0,0
10,内蒙古,0,0,1191,0,1185,5,0,0,1,0,1,0,0
11,甘肃,0,0,356,0,354,0,0,0,2,0,1,0,0
12,天津,64,0,830,41,556,271,41,0,3,0,1,39,2
13,山西,0,0,266,0,265,1,0,0,0,0,1,0,0
14,辽宁,37,1,806,1,795,9,1,0,2,0,1,0,1
15,黑龙江,0,0,2035,0,2022,0,0,0,13,0,1,0,0
16,海南,0,0,190,0,184,0,0,0,6,0,1,0,0
17,河北,0,0,1458,0,1451,0,0,0,7,0,1,0,0
18,陕西,5,0,2816,4,1682,1131,-100,104,3,0,1,4,0
19,云南,144,8,1840,2,1781,57,0,2,2,0,1,0,2
20,广西,155,2,681,0,446,233,-1,1,2,0,1,0,0
21,福建,20,1,1440,3,1336,103,2,1,1,0,1,0,3
22,上海,26,0,3478,43,3051,420,35,8,7,0,1,0,43
23,北京,39,1,1223,0,1202,12,0,0,9,0,1,0,0
24,江苏,8,1,1629,0,1623,6,0,0,0,0,1,0,0
25,四川,27,3,1347,0,1309,35,-2,2,3,0,1,0,0
26,山东,4,0,1053,3,1026,20,0,3,7,0,1,0,3
27,江西,1,0,959,0,958,0,0,0,1,0,1,0,0
28,重庆,0,0,611,0,605,0,0,0,6,0,1,0,0
29,安徽,0,0,1009,0,1003,0,0,0,6,0,1,0,0
30,湖南,6,0,1229,0,1202,23,0,0,4,0,1,0,0
31,河南,1,0,2373,52,1609,742,52,0,22,0,1,52,0
32,广东,119,6,3625,13,3400,217,10,3,8,0,1,8,5
33,浙江,123,2,2096,3,1561,534,-15,18,1,0,1,1,2
34,湖北,22,0,68320,0,63804,4,0,0,4512,0,1,0,0
