id,area,asymptomatic,asymptomaticRelative,confirmed,confirmedRelative,crued,curConfirm,curConfirmRelative,curedRelative,died,diedRelative,icuDisable,nativeRelative,overseasInputRelative
1,西藏,0,0,1,0,1,0,0,0,0,0,1,0,0
2,澳门,0,0,79,0,77,2,0,0,0,0,1,0,0
3,青海,0,0,30,0,30,0,0,0,0,0,1,0,0
4,台湾,0,0,17198,69,13742,2606,69,0,850,0,1,0,0
5,香港,0,0,12708,18,12230,265,16,2,213,0,1,0,0
6,贵州,1,0,160,0,157,1,0,0,2,0,1,0,0
7,吉林,0,0,590,1,582,5,1,0,3,0,1,0,1
8,新疆,0,0,981,0,978,0,0,0,3,0,1,0,0
9,宁夏,1,0,122,0,122,0,0,0,0,0,1,0,0
10,内蒙古,0,0,1191,0,1177,13,-9,9,1,0,1,0,0
11,甘肃,0,0,356,0,354,0,0,0,2,0,1,0,0
12,天津,34,3,606,4,536,67,2,2,3,0,1,0,4
13,山西,0,0,266,0,265,1,0,0,0,0,1,0,0
14,辽宁,16,1,796,0,790,4,0,0,2,0,1,0,0
15,黑龙江,1,0,2035,0,2022,0,0,0,13,0,1,0,0
16,海南,0,0,190,0,184,0,0,0,6,0,1,0,0
17,河北,0,0,1458,0,1451,0,0,0,7,0,1,0,0
18,陕西,6,0,2629,63,802,1824,24,39,3,0,1,63,0
19,云南,119,7,1825,2,1750,73,-3,5,2,0,1,0,2
20,广西,127,4,652,2,408,242,-14,16,2,0,1,0,2
21,福建,14,2,1396,6,1327,68,5,1,1,0,1,0,6
22,上海,9,0,3213,20,2965,241,6,14,7,0,1,0,20
23,北京,15,0,1216,0,1195,12,0,0,9,0,1,0,0
24,江苏,6,0,1627,1,1622,5,0,1,0,0,1,0,1
25,四川,30,1,1331,2,1292,36,2,0,3,0,1,0,2
26,山东,4,0,1049,1,1018,24,1,0,7,0,1,0,1
27,江西,1,0,959,0,958,0,0,0,1,0,1,0,0
28,重庆,1,0,611,0,604,1,0,0,6,0,1,0,0
29,安徽,0,0,1009,0,1003,0,-1,1,6,0,1,0,0
30,湖南,10,0,1223,0,1195,24,0,0,4,0,1,0,0
31,河南,28,9,1719,65,1599,98,64,1,22,0,1,64,1
32,广东,108,12,3503,10,3361,134,7,3,8,0,1,0,10
33,浙江,119,5,2059,13,1537,521,13,0,1,0,1,6,7
34,湖北,24,0,68319,0,63804,3,0,0,4512,0,1,0,0
