id,area,asymptomatic,asymptomaticRelative,confirmed,confirmedRelative,crued,curConfirm,curConfirmRelative,curedRelative,died,diedRelative,icuDisable,nativeRelative,overseasInputRelative
1,西藏,0,0,1,0,1,0,0,0,0,0,1,0,0
2,澳门,0,0,79,0,79,0,0,0,0,0,1,0,0
3,青海,0,0,30,0,30,0,0,0,0,0,1,0,0
4,台湾,0,0,19732,111,13742,5138,110,0,852,1,1,0,0
5,香港,0,0,19099,605,14996,3879,369,233,224,3,1,0,0
6,贵州,0,0,162,0,159,1,0,0,2,0,1,0,0
7,吉林,0,0,594,0,587,4,0,0,3,0,1,0,0
8,新疆,0,0,996,0,993,0,0,0,3,0,1,0,0
9,宁夏,0,0,122,0,122,0,0,0,0,0,1,0,0
10,内蒙古,1,1,1199,8,1190,8,8,0,1,0,1,8,0
11,甘肃,0,0,356,0,354,0,0,0,2,0,1,0,0
12,天津,0,0,1089,1,1067,19,-4,5,3,0,1,0,1
13,山西,0,0,268,0,267,1,0,0,0,0,1,0,0
14,辽宁,10,1,923,16,809,112,16,0,2,0,1,15,1
15,黑龙江,41,2,2066,0,2035,18,-4,4,13,0,1,0,0
16,海南,0,0,190,0,184,0,0,0,6,0,1,0,0
17,河北,0,0,1476,0,1459,10,0,0,7,0,1,0,0
18,陕西,0,0,2826,0,2823,0,0,0,3,0,1,0,0
19,云南,80,2,1891,3,1859,30,1,2,2,0,1,0,3
20,广西,148,3,1011,4,643,366,-1,5,2,0,1,2,2
21,福建,40,2,1507,6,1437,69,4,2,1,0,1,0,6
22,上海,1,0,3913,13,3725,181,2,11,7,0,1,0,13
23,北京,174,1,1368,0,1327,32,-7,7,9,0,1,0,0
24,江苏,20,6,1668,28,1630,38,28,0,0,0,1,28,0
25,四川,36,3,1390,1,1366,21,-1,2,3,0,1,0,1
26,山东,23,0,1099,3,1054,38,3,0,7,0,1,0,3
27,江西,0,0,959,0,958,0,0,0,1,0,1,0,0
28,重庆,9,0,613,0,605,2,0,0,6,0,1,0,0
29,安徽,1,0,1009,0,1003,0,0,0,6,0,1,0,0
30,湖南,2,0,1233,2,1221,8,2,0,4,0,1,0,2
31,河南,12,0,2663,0,2544,97,-25,25,22,0,1,0,0
32,广东,105,11,4018,27,3734,276,10,17,8,0,1,3,24
33,浙江,110,0,2246,0,1871,374,0,0,1,0,1,0,0
34,湖北,2,0,68320,0,63808,0,0,0,4512,0,1,0,0
