id,area,asymptomatic,asymptomaticRelative,confirmed,confirmedRelative,crued,curConfirm,curConfirmRelative,curedRelative,died,diedRelative,icuDisable,nativeRelative,overseasInputRelative
1,西藏,0,0,1,0,1,0,0,0,0,0,1,0,0
2,澳门,0,0,79,0,79,0,0,0,0,0,1,0,0
3,青海,0,0,30,0,30,0,0,0,0,0,1,0,0
4,台湾,0,0,18790,55,13742,4197,55,0,851,0,1,0,0
5,香港,0,0,13745,66,12780,752,39,27,213,0,1,0,0
6,贵州,0,0,161,0,158,1,0,0,2,0,1,0,0
7,吉林,0,0,591,0,586,2,0,0,3,0,1,0,0
8,新疆,30,0,996,0,979,14,-1,1,3,0,1,0,0
9,宁夏,0,0,122,0,122,0,0,0,0,0,1,0,0
10,内蒙古,0,0,1191,0,1190,0,0,0,1,0,1,0,0
11,甘肃,0,0,356,0,354,0,0,0,2,0,1,0,0
12,天津,5,0,1050,9,965,82,-10,19,3,0,1,7,2
13,山西,0,0,268,0,265,3,0,0,0,0,1,0,0
14,辽宁,23,0,812,0,802,8,0,0,2,0,1,0,0
15,黑龙江,44,0,2064,0,2022,29,0,0,13,0,1,0,0
16,海南,0,0,190,0,184,0,0,0,6,0,1,0,0
17,河北,0,0,1473,4,1451,15,4,0,7,0,1,4,0
18,陕西,0,0,2826,0,2797,26,-10,10,3,0,1,0,0
19,云南,109,4,1881,0,1820,59,0,0,2,0,1,0,0
20,广西,160,7,715,5,559,154,5,0,2,0,1,0,5
21,福建,17,0,1455,0,1400,54,-5,5,1,0,1,0,0
22,上海,16,0,3765,18,3473,285,-7,25,7,0,1,0,18
23,北京,173,4,1348,4,1236,103,-1,5,9,0,1,2,2
24,江苏,9,1,1630,0,1629,1,0,0,0,0,1,0,0
25,四川,21,0,1374,0,1333,38,-1,1,3,0,1,0,0
26,山东,13,0,1075,3,1042,26,3,0,7,0,1,0,3
27,江西,2,0,959,0,958,0,0,0,1,0,1,0,0
28,重庆,8,2,613,0,605,2,0,0,6,0,1,0,0
29,安徽,0,0,1009,0,1003,0,0,0,6,0,1,0,0
30,湖南,4,0,1230,0,1213,13,-2,2,4,0,1,0,0
31,河南,7,0,2655,1,2014,619,-29,30,22,0,1,0,1
32,广东,80,2,3761,9,3572,181,-9,18,8,0,1,1,8
33,浙江,101,2,2218,13,1866,351,13,0,1,0,1,13,0
34,湖北,6,0,68320,0,63807,1,0,0,4512,0,1,0,0
