id,area,asymptomatic,asymptomaticRelative,confirmed,confirmedRelative,crued,curConfirm,curConfirmRelative,curedRelative,died,diedRelative,icuDisable,nativeRelative,overseasInputRelative
1,西藏,0,0,1,0,1,0,0,0,0,0,1,0,0
2,澳门,0,0,79,0,79,0,0,0,0,0,1,0,0
3,青海,0,0,30,0,30,0,0,0,0,0,1,0,0
4,台湾,0,0,19455,162,13742,4862,162,0,851,0,1,0,0
5,香港,0,0,16079,268,13795,2068,-92,359,216,1,1,0,0
6,贵州,0,0,162,1,159,1,1,0,2,0,1,1,0
7,吉林,0,0,594,0,586,5,0,0,3,0,1,0,0
8,新疆,5,0,996,0,989,4,-1,1,3,0,1,0,0
9,宁夏,0,0,122,0,122,0,0,0,0,0,1,0,0
10,内蒙古,0,0,1191,0,1190,0,0,0,1,0,1,0,0
11,甘肃,0,0,356,0,354,0,0,0,2,0,1,0,0
12,天津,0,0,1086,1,1046,37,-2,3,3,0,1,0,1
13,山西,0,0,268,0,266,2,0,0,0,0,1,0,0
14,辽宁,16,2,835,22,807,26,22,0,2,0,1,22,0
15,黑龙江,49,2,2064,0,2026,25,-1,1,13,0,1,0,0
16,海南,0,0,190,0,184,0,0,0,6,0,1,0,0
17,河北,0,0,1476,0,1451,18,0,0,7,0,1,0,0
18,陕西,0,0,2826,0,2823,0,0,0,3,0,1,0,0
19,云南,80,2,1885,1,1847,36,-3,4,2,0,1,0,1
20,广西,152,0,946,35,627,317,35,0,2,0,1,33,2
21,福建,31,2,1473,10,1429,43,9,1,1,0,1,0,10
22,上海,3,0,3870,12,3663,200,-17,29,7,0,1,0,12
23,北京,237,5,1365,0,1277,79,-12,12,9,0,1,0,0
24,江苏,11,1,1631,0,1629,2,0,0,0,0,1,0,0
25,四川,36,4,1381,0,1361,17,-2,2,3,0,1,0,0
26,山东,15,2,1076,1,1051,18,0,1,7,0,1,0,1
27,江西,1,0,959,0,958,0,0,0,1,0,1,0,0
28,重庆,11,2,613,0,605,2,0,0,6,0,1,0,0
29,安徽,0,0,1009,0,1003,0,0,0,6,0,1,0,0
30,湖南,2,0,1231,0,1220,7,0,0,4,0,1,0,0
31,河南,11,6,2662,0,2404,236,-40,40,22,0,1,0,0
32,广东,133,24,3901,15,3683,210,7,8,8,0,1,0,15
33,浙江,109,0,2245,3,1871,373,3,0,1,0,1,0,3
34,湖北,3,0,68320,0,63808,0,0,0,4512,0,1,0,0
