id,area,asymptomatic,asymptomaticRelative,confirmed,confirmedRelative,crued,curConfirm,curConfirmRelative,curedRelative,died,diedRelative,icuDisable,nativeRelative,overseasInputRelative
1,西藏,0,0,1,0,1,0,0,0,0,0,1,0,0
2,澳门,0,0,79,0,79,0,0,0,0,0,1,0,0
3,青海,0,0,30,0,30,0,0,0,0,0,1,0,0
4,台湾,0,0,18790,109,13742,4197,109,0,851,0,1,0,0
5,香港,0,0,13679,66,12753,713,43,23,213,0,1,0,0
6,贵州,0,0,161,0,158,1,0,0,2,0,1,0,0
7,吉林,0,0,591,0,586,2,0,0,3,0,1,0,0
8,新疆,32,0,996,0,978,15,0,0,3,0,1,0,0
9,宁夏,0,0,122,0,122,0,0,0,0,0,1,0,0
10,内蒙古,0,0,1191,0,1190,0,0,0,1,0,1,0,0
11,甘肃,0,0,356,0,354,0,0,0,2,0,1,0,0
12,天津,6,0,1041,11,946,92,-8,19,3,0,1,11,0
13,山西,0,0,268,0,265,3,0,0,0,0,1,0,0
14,辽宁,23,0,812,0,802,8,-1,1,2,0,1,0,0
15,黑龙江,44,4,2064,1,2022,29,1,0,13,0,1,1,0
16,海南,0,0,190,0,184,0,0,0,6,0,1,0,0
17,河北,0,0,1469,0,1451,11,0,0,7,0,1,0,0
18,陕西,0,0,2826,0,2787,36,-14,14,3,0,1,0,0
19,云南,111,3,1881,0,1820,59,0,0,2,0,1,0,0
20,广西,154,0,710,0,559,149,-7,7,2,0,1,0,0
21,福建,18,2,1455,1,1395,59,-3,4,1,0,1,0,1
22,上海,19,0,3747,10,3448,292,-13,23,7,0,1,0,10
23,北京,169,19,1344,3,1231,104,-1,4,9,0,1,3,0
24,江苏,8,0,1630,0,1629,1,-1,1,0,0,1,0,0
25,四川,22,1,1374,0,1332,39,-3,3,3,0,1,0,0
26,山东,14,4,1072,0,1042,23,0,0,7,0,1,0,0
27,江西,2,0,959,0,958,0,0,0,1,0,1,0,0
28,重庆,6,0,613,0,605,2,0,0,6,0,1,0,0
29,安徽,0,0,1009,0,1003,0,0,0,6,0,1,0,0
30,湖南,4,0,1230,0,1211,15,0,0,4,0,1,0,0
31,河南,8,0,2654,1,1984,648,-39,40,22,0,1,1,0
32,广东,80,14,3752,7,3554,190,-14,21,8,0,1,0,7
33,浙江,99,4,2205,24,1866,338,24,0,1,0,1,24,0
34,湖北,8,0,68320,0,63807,1,0,0,4512,0,1,0,0
