id,area,asymptomatic,asymptomaticRelative,confirmed,confirmedRelative,crued,curConfirm,curConfirmRelative,curedRelative,died,diedRelative,icuDisable,nativeRelative,overseasInputRelative
1,西藏,0,0,1,0,1,0,0,0,0,0,1,0,0
2,澳门,0,0,79,0,77,2,0,0,0,0,1,0,0
3,青海,0,0,30,0,30,0,0,0,0,0,1,0,0
4,台湾,0,0,17302,104,13742,2710,104,0,850,0,1,0,0
5,香港,0,0,12749,17,12235,301,17,0,213,0,1,0,0
6,贵州,1,0,160,0,157,1,0,0,2,0,1,0,0
7,吉林,0,0,590,0,583,4,0,0,3,0,1,0,0
8,新疆,0,0,981,0,978,0,0,0,3,0,1,0,0
9,宁夏,1,0,122,0,122,0,0,0,0,0,1,0,0
10,内蒙古,0,0,1191,0,1185,5,-6,6,1,0,1,0,0
11,甘肃,0,0,356,0,354,0,0,0,2,0,1,0,0
12,天津,42,10,623,8,541,79,6,2,3,0,1,2,6
13,山西,0,0,266,0,265,1,0,0,0,0,1,0,0
14,辽宁,21,1,799,1,791,6,0,1,2,0,1,0,1
15,黑龙江,1,0,2035,0,2022,0,0,0,13,0,1,0,0
16,海南,0,0,190,0,184,0,0,0,6,0,1,0,0
17,河北,0,0,1458,0,1451,0,0,0,7,0,1,0,0
18,陕西,6,0,2732,46,913,1816,-24,70,3,0,1,46,0
19,云南,119,4,1829,3,1759,68,0,3,2,0,1,0,3
20,广西,134,7,662,6,414,246,0,6,2,0,1,0,6
21,福建,16,2,1401,4,1328,72,4,0,1,0,1,0,4
22,上海,22,8,3269,32,2982,280,18,14,7,0,1,0,32
23,北京,23,4,1217,0,1197,11,-1,1,9,0,1,0,0
24,江苏,6,0,1627,0,1622,5,0,0,0,0,1,0,0
25,四川,31,2,1333,1,1297,33,-1,2,3,0,1,0,1
26,山东,6,1,1049,0,1018,24,0,0,7,0,1,0,0
27,江西,1,0,959,0,958,0,0,0,1,0,1,0,0
28,重庆,2,1,611,0,605,0,-1,1,6,0,1,0,0
29,安徽,0,0,1009,0,1003,0,0,0,6,0,1,0,0
30,湖南,9,0,1228,3,1197,27,2,1,4,0,1,0,3
31,河南,7,2,1822,45,1601,199,44,1,22,0,1,44,1
32,广东,116,2,3521,9,3367,146,3,6,8,0,1,2,7
33,浙江,124,4,2066,4,1542,523,4,0,1,0,1,4,0
34,湖北,29,5,68320,0,63804,4,0,0,4512,0,1,0,0
