id,area,confirmed,confirmedRelative,crued,curConfirm,curConfirmRelative,curedPercent,curedRelative,died,diedPercent,diedRelative,icuDisable
1,汤加王国,1,0,1,0,0,100.0%,0,0,0.0%,0,1
2,韩国,444200,3928,393617,47003,1702,88.6%,2170,3580,0.8%,56,1
3,帕劳共和国,8,0,8,0,0,100.0%,0,0,0.0%,0,1
4,圣赫勒拿,2,0,2,0,0,100.0%,0,0,0.0%,0,1
5,密克罗尼西亚,1,0,1,0,0,100.0%,0,0,0.0%,0,1
6,萨摩亚独立国,3,0,3,0,0,100.0%,0,0,0.0%,0,1
7,瓦努阿图共和国,6,0,3,2,0,50.0%,0,1,16.7%,0,1
8,马尔维纳斯群岛,79,0,68,11,0,86.1%,0,0,0.0%,0,1
9,马绍尔群岛,4,0,4,0,0,100.0%,0,0,0.0%,0,1
10,瓦利斯和富图纳群岛,445,0,438,0,0,98.4%,0,7,1.6%,0,1
11,所罗门群岛,20,0,20,0,0,100.0%,0,0,0.0%,0,1
12,莱索托,21755,0,13657,7436,0,62.8%,0,662,3.0%,0,1
13,科摩罗,4498,0,4284,64,0,95.2%,0,150,3.3%,0,1
14,塔吉克斯坦,17095,0,16966,5,0,99.2%,0,124,0.7%,0,1
15,海峡群岛,17326,0,15135,2088,0,87.4%,0,103,0.6%,0,1
16,阿拉伯联合酋长国,741918,60,736778,2994,0,99.3%,79,2146,0.3%,1,1
17,也门,9987,6,6845,1196,0,68.5%,16,1946,19.5%,1,1
18,圣皮埃尔,59,0,32,27,0,54.2%,0,0,0.0%,0,1
19,圣多美和普林西比,3731,0,3675,0,0,98.5%,0,56,1.5%,0,1
20,南苏丹,12717,0,12395,189,0,97.5%,0,133,1.0%,0,1
21,马拉维,61897,3,58765,827,3,94.9%,0,2305,3.7%,0,1
22,布隆迪,20386,0,773,19575,0,3.8%,0,38,0.2%,0,1
23,塞拉利昂,6401,0,4393,1887,0,68.6%,0,121,1.9%,0,1
24,博茨瓦纳,194909,0,191961,532,0,98.5%,0,2416,1.2%,0,1
25,百慕大,5730,0,5603,21,0,97.8%,0,106,1.8%,0,1
26,英属维尔京群岛,2765,0,2649,78,0,95.8%,0,38,1.4%,0,1
27,安圭拉,1334,0,1207,124,0,90.5%,0,3,0.2%,0,1
28,格林纳达,5888,4,5622,66,4,95.5%,0,200,3.4%,0,1
29,圣基茨和尼维斯,2782,0,2728,26,0,98.1%,0,28,1.0%,0,1
30,特克斯和凯科斯群岛,3096,0,3021,51,0,97.6%,0,24,0.8%,0,1
31,几内亚比绍,6440,1,6268,24,0,97.3%,1,148,2.3%,0,1
32,马里,17339,81,15128,1606,51,87.2%,29,605,3.5%,1,1
33,利比亚,371571,784,341723,24410,0,92.0%,2720,5438,1.5%,8,1
34,老挝,71518,2686,7339,64020,2674,10.3%,0,159,0.2%,12,1
35,伯利兹,30165,0,28421,1174,0,94.2%,0,570,1.9%,0,1
36,缅甸,521561,505,496081,6392,0,95.1%,660,19088,3.7%,12,1
37,多米尼克,5955,0,5475,442,0,91.9%,0,38,0.6%,0,1
38,莫桑比克,151524,0,149485,99,0,98.7%,0,1940,1.3%,0,1
39,叙利亚,47965,0,28981,16245,0,60.4%,0,2739,5.7%,0,1
40,马恩岛,11152,92,10466,620,92,93.8%,0,66,0.6%,0,1
41,巴布亚新几内亚,35029,123,33828,656,0,96.6%,327,545,1.6%,3,1
42,厄立特里亚,7318,20,7084,174,0,96.8%,28,60,0.8%,0,1
43,乌干达,127451,28,97847,26352,0,76.8%,418,3252,2.6%,0,1
44,安哥拉,65144,9,63197,214,0,97.0%,9,1733,2.7%,0,1
45,东帝汶,19822,0,19697,3,0,99.4%,1,122,0.6%,0,1
46,新喀里多尼亚,12105,6,11518,311,0,95.2%,40,276,2.3%,0,1
47,马达加斯加,44072,0,41322,1783,0,93.8%,0,967,2.2%,0,1
48,津巴布韦,133951,115,128646,600,95,96.0%,19,4705,3.5%,1,1
49,佛得角,38362,5,37946,67,0,98.9%,6,349,0.9%,0,1
50,蒙特塞拉特,44,0,41,2,0,93.2%,0,1,2.3%,0,1
51,海地,25027,0,20973,3331,0,83.8%,0,723,2.9%,0,1
52,尼日尔,6958,25,6541,163,19,94.0%,6,254,3.7%,0,1
53,乍得,5105,0,4874,56,0,95.5%,0,175,3.4%,0,1
54,萨尔瓦多,119803,878,102982,13050,0,86.0%,925,3771,3.1%,5,1
55,尼加拉瓜,17152,0,4225,12718,0,24.6%,0,209,1.2%,0,1
56,斐济,52494,0,50991,807,0,97.1%,0,696,1.3%,0,1
57,毛里求斯,21325,151,19425,1445,2,91.1%,149,455,2.1%,0,1
58,赞比亚,210143,5,206386,90,0,98.2%,15,3667,1.7%,0,1
59,吉布提,13504,0,13291,27,0,98.4%,0,186,1.4%,0,1
60,吉尔吉斯斯坦,183248,108,178048,2459,0,97.2%,179,2741,1.5%,4,1
61,巴巴多斯,24923,154,20797,3903,0,83.4%,628,223,0.9%,0,1
62,黑山,156873,0,151851,2737,0,96.8%,0,2285,1.5%,0,1
63,冈比亚,9989,0,9638,9,0,96.5%,0,342,3.4%,0,1
64,格陵兰岛,1332,0,1011,321,0,75.9%,0,0,0.0%,0,1
65,贝宁,24850,0,24546,143,0,98.8%,0,161,0.6%,0,1
66,索马里,23016,0,12046,9643,0,52.3%,0,1327,5.8%,0,1
67,坦桑尼亚,26261,0,183,25348,0,0.7%,0,730,2.8%,0,1
68,利比里亚,5821,0,5523,11,0,94.9%,0,287,4.9%,0,1
69,圭亚那合作共和国,37773,44,35265,1521,24,93.4%,19,987,2.6%,1,1
70,马约特,20938,0,2964,17789,0,14.2%,0,185,0.9%,0,1
71,巴哈马,22734,0,21604,459,0,95.0%,0,671,3.0%,0,1
72,乌兹别克斯坦,192831,232,189448,1986,41,98.2%,189,1397,0.7%,2,1
73,瓜德罗普,55147,0,2250,52151,0,4.1%,0,746,1.4%,0,1
74,开曼群岛,6738,0,2550,4184,0,37.8%,0,4,0.1%,0,1
75,刚果（布）,18837,0,12421,6067,0,65.9%,0,349,1.9%,0,1
76,中非共和国,11708,0,6859,4748,0,58.6%,0,101,0.9%,0,1
77,塞舌尔,23197,0,22590,482,0,97.4%,0,125,0.5%,0,1
78,赤道几内亚,13579,0,13323,83,0,98.1%,0,173,1.3%,0,1
79,纳米比亚,129180,20,125483,124,9,97.1%,11,3573,2.8%,0,1
80,卢旺达,100330,14,45521,53467,13,45.4%,0,1342,1.3%,1,1
81,斯威士兰,46538,4,45241,49,4,97.2%,0,1248,2.7%,0,1
82,毛里塔尼亚,39178,80,37380,967,14,95.4%,64,831,2.1%,2,1
83,阿鲁巴,16324,21,15978,172,0,97.9%,22,174,1.1%,0,1
84,钻石公主号邮轮,712,0,699,0,0,98.2%,0,13,1.8%,0,1
85,苏里南,50760,31,29569,20025,28,58.3%,1,1166,2.3%,2,1
86,库拉索,17397,6,17106,113,0,98.3%,16,178,1.0%,0,1
87,圣卢西亚,12977,16,12585,112,7,97.0%,9,280,2.2%,0,1
88,圣文森特和格林纳丁斯,5500,0,4991,435,0,90.7%,0,74,1.3%,0,1
