id,area,confirmed,confirmedRelative,crued,curConfirm,curConfirmRelative,curedPercent,curedRelative,died,diedPercent,diedRelative,icuDisable
1,汤加王国,1,0,1,0,0,100.0%,0,0,0.0%,0,1
2,韩国,611670,5418,496938,109432,1087,81.2%,4262,5300,0.9%,69,1
3,帕劳共和国,8,0,8,0,0,100.0%,0,0,0.0%,0,1
4,圣赫勒拿,2,0,2,0,0,100.0%,0,0,0.0%,0,1
5,密克罗尼西亚,1,0,1,0,0,100.0%,0,0,0.0%,0,1
6,萨摩亚独立国,3,0,3,0,0,100.0%,0,0,0.0%,0,1
7,瓦努阿图共和国,7,0,6,0,0,85.7%,0,1,14.3%,0,1
8,马尔维纳斯群岛,83,0,68,15,0,81.9%,0,0,0.0%,0,1
9,马绍尔群岛,4,0,4,0,0,100.0%,0,0,0.0%,0,1
10,瓦利斯和富图纳群岛,454,0,438,9,0,96.5%,0,7,1.5%,0,1
11,所罗门群岛,22,0,20,2,0,90.9%,0,0,0.0%,0,1
12,莱索托,28126,0,14933,12528,0,53.1%,0,665,2.4%,0,1
13,科摩罗,5729,124,4441,1135,119,77.5%,5,153,2.7%,0,1
14,塔吉克斯坦,17095,0,16966,5,0,99.2%,0,124,0.7%,0,1
15,海峡群岛,23627,0,20939,2576,0,88.6%,0,112,0.5%,0,1
16,阿拉伯联合酋长国,751333,1803,741325,7850,1183,98.7%,618,2158,0.3%,2,1
17,也门,10115,4,7005,1127,1,69.3%,3,1983,19.6%,0,1
18,圣皮埃尔,98,0,78,20,0,79.6%,0,0,0.0%,0,1
19,圣多美和普林西比,3758,0,3676,25,0,97.8%,0,57,1.5%,0,1
20,南苏丹,14843,0,12789,1919,0,86.2%,0,135,0.9%,0,1
21,马拉维,71007,947,59567,9108,935,83.9%,6,2332,3.3%,6,1
22,布隆迪,23657,0,773,22846,0,3.3%,0,38,0.2%,0,1
23,塞拉利昂,6744,47,4393,2228,47,65.1%,0,123,1.8%,0,1
24,博茨瓦纳,208994,0,195479,11088,0,93.5%,0,2427,1.2%,0,1
25,百慕大,6014,0,5674,234,0,94.3%,0,106,1.8%,0,1
26,英属维尔京群岛,3016,0,2649,328,0,87.8%,0,39,1.3%,0,1
27,安圭拉,1646,0,1605,36,0,97.5%,0,5,0.3%,0,1
28,格林纳达,5956,0,5681,75,0,95.4%,0,200,3.4%,0,1
29,圣基茨和尼维斯,2843,21,2774,41,18,97.6%,3,28,1.0%,0,1
30,特克斯和凯科斯群岛,3276,0,3107,143,0,94.8%,0,26,0.8%,0,1
31,几内亚比绍,6466,1,6299,18,1,97.4%,0,149,2.3%,0,1
32,马里,20079,145,17961,1464,0,89.5%,334,654,3.3%,1,1
33,利比亚,386279,735,374181,6433,103,96.9%,622,5665,1.5%,10,1
34,老挝,106778,1858,7339,99111,1838,6.9%,0,328,0.3%,20,1
35,伯利兹,31503,0,30415,496,0,96.5%,0,592,1.9%,0,1
36,缅甸,529613,176,507210,3149,0,95.8%,271,19254,3.6%,3,1
37,多米尼克,6520,0,6173,303,0,94.7%,0,44,0.7%,0,1
38,莫桑比克,171502,0,151305,18229,0,88.2%,0,1968,1.1%,0,1
39,叙利亚,50089,44,31916,15298,0,63.7%,120,2875,5.7%,4,1
40,马恩岛,13443,0,12932,444,0,96.2%,166,67,0.5%,0,1
41,巴布亚新几内亚,36110,0,35374,147,0,98.0%,0,589,1.6%,0,1
42,厄立特里亚,7886,20,7658,155,0,97.1%,21,73,0.9%,0,1
43,乌干达,135091,1116,98287,33524,1105,72.8%,10,3280,2.4%,1,1
44,安哥拉,71752,921,64016,5987,889,89.2%,32,1749,2.4%,0,1
45,东帝汶,19833,0,19704,7,0,99.3%,0,122,0.6%,0,1
46,新喀里多尼亚,12646,0,12103,263,0,95.7%,0,280,2.2%,0,1
47,马达加斯加,49590,2295,44708,3855,1517,90.2%,747,1027,2.1%,31,1
48,津巴布韦,204351,1010,162211,37249,0,79.4%,4325,4891,2.4%,14,1
49,佛得角,39072,148,38172,549,124,97.7%,24,351,0.9%,0,1
50,蒙特塞拉特,45,0,43,1,0,95.6%,0,1,2.2%,0,1
51,海地,25950,0,23064,2121,0,88.9%,0,765,2.9%,0,1
52,尼日尔,7271,5,6881,116,5,94.6%,0,274,3.8%,0,1
53,乍得,5701,0,4874,646,0,85.5%,0,181,3.2%,0,1
54,萨尔瓦多,121741,0,107088,10833,0,88.0%,0,3820,3.1%,0,1
55,尼加拉瓜,17442,0,4225,13006,0,24.2%,0,211,1.2%,0,1
56,斐济,53023,0,51223,1103,0,96.6%,0,697,1.3%,0,1
57,毛里求斯,23208,0,21761,685,0,93.8%,0,762,3.3%,0,1
58,赞比亚,234476,1539,212712,18055,87,90.7%,1447,3709,1.6%,5,1
59,吉布提,13572,13,13331,52,5,98.2%,8,189,1.4%,0,1
60,吉尔吉斯斯坦,184506,38,179619,2090,0,97.4%,44,2797,1.5%,3,1
61,巴巴多斯,27673,143,26444,969,0,95.6%,232,260,0.9%,0,1
62,黑山,163373,545,157979,3000,353,96.7%,187,2394,1.5%,5,1
63,冈比亚,10087,0,9688,57,0,96.0%,0,342,3.4%,0,1
64,格陵兰岛,2249,0,1875,374,0,83.4%,0,0,0.0%,0,1
65,贝宁,24935,0,24705,69,0,99.1%,0,161,0.6%,0,1
66,索马里,23532,0,12948,9251,0,55.0%,0,1333,5.7%,0,1
67,坦桑尼亚,26483,0,183,25566,0,0.7%,0,734,2.8%,0,1
68,利比里亚,5929,0,5535,107,0,93.4%,0,287,4.8%,0,1
69,圭亚那合作共和国,39107,44,37327,732,9,95.4%,32,1048,2.7%,3,1
70,马约特,21391,0,2964,18242,0,13.9%,0,185,0.9%,0,1
71,巴哈马,23539,0,21745,1081,0,92.4%,0,713,3.0%,0,1
72,乌兹别克斯坦,198387,143,195377,1529,0,98.5%,189,1481,0.7%,2,1
73,瓜德罗普,56035,0,2250,53035,0,4.0%,0,750,1.3%,0,1
74,开曼群岛,8386,0,4799,3576,0,57.2%,0,11,0.1%,0,1
75,刚果（布）,19490,0,12421,6702,0,63.7%,0,367,1.9%,0,1
76,中非共和国,11961,0,6859,5001,0,57.3%,0,101,0.8%,0,1
77,塞舌尔,24197,0,23742,324,0,98.1%,0,131,0.5%,0,1
78,赤道几内亚,13630,7,13410,45,7,98.4%,0,175,1.3%,0,1
79,纳米比亚,145637,1008,129505,12522,71,88.9%,935,3610,2.5%,2,1
80,卢旺达,105027,713,45522,58158,712,43.3%,0,1347,1.3%,1,1
81,斯威士兰,64443,428,54943,8223,0,85.3%,750,1277,2.0%,0,1
82,毛里塔尼亚,40504,64,38984,658,35,96.2%,28,862,2.1%,1,1
83,阿鲁巴,17648,176,16584,883,162,94.0%,14,181,1.0%,0,1
84,钻石公主号邮轮,712,0,699,0,0,98.2%,0,13,1.8%,0,1
85,苏里南,51593,15,49082,1324,15,95.1%,0,1187,2.3%,0,1
86,库拉索,19049,262,17532,1331,231,92.0%,31,186,1.0%,0,1
87,圣卢西亚,13302,0,12829,178,0,96.4%,0,295,2.2%,0,1
88,圣文森特和格林纳丁斯,5828,0,5151,596,0,88.4%,0,81,1.4%,0,1
89,安提瓜和巴布达,4236,20,4059,59,9,95.8%,11,118,2.8%,0,1
90,危地马拉,625166,98,607893,1176,25,97.2%,72,16097,2.6%,1,1
91,乌拉圭,407381,360,397251,3967,126,97.5%,233,6163,1.5%,1,1
92,委内瑞拉,443332,168,431948,6070,0,97.4%,200,5314,1.2%,1,1
93,苏丹,46100,0,38292,4510,0,83.1%,0,3298,7.2%,0,1
94,几内亚,31117,62,29803,925,61,95.8%,1,389,1.3%,0,1
95,埃塞俄比亚,398696,5013,352987,38811,4901,88.5%,106,6898,1.7%,6,1
96,哈萨克斯坦,986199,399,957689,15533,0,97.1%,633,12977,1.3%,5,1
97,肯尼亚,282554,0,249996,27197,0,88.5%,0,5361,1.9%,0,1
98,特立尼达和多巴哥,89829,420,70220,16841,38,78.2%,362,2768,3.1%,20,1
99,加蓬,38039,0,36221,1532,0,95.2%,0,286,0.8%,0,1
100,加纳,136436,0,130050,5112,0,95.3%,0,1274,0.9%,0,1
101,法属波利尼西亚,46376,0,33500,12240,0,72.2%,0,636,1.4%,0,1
102,古巴,964729,247,955864,545,121,99.1%,123,8320,0.9%,3,1
103,留尼汪岛,71795,0,65494,5900,0,91.2%,0,401,0.6%,0,1
104,科特迪瓦,63847,455,61245,1895,414,95.9%,41,707,1.1%,0,1
105,洪都拉斯,379073,0,123783,244860,0,32.7%,0,10430,2.8%,0,1
106,玻利维亚,576602,0,519431,37625,0,90.1%,0,19546,3.4%,0,1
107,圣马丁岛,4774,0,4598,101,0,96.3%,0,75,1.6%,0,1
108,圣巴泰勒米岛,1621,0,462,1153,0,28.5%,0,6,0.4%,0,1
109,牙买加,92705,158,65032,25210,8,70.1%,150,2463,2.7%,0,1
110,土耳其,9307124,20470,8943724,281824,0,96.1%,22109,81576,0.9%,145,1
111,刚果（金）,70059,0,50930,18003,0,72.7%,0,1126,1.6%,0,1
112,巴拿马,487767,1692,473719,6632,1133,97.1%,554,7416,1.5%,5,1
113,蒙古国,388598,204,313256,73287,204,80.6%,0,2055,0.5%,0,1
114,布基纳法索,17040,0,16250,473,0,95.4%,0,317,1.9%,0,1
115,塞浦路斯,150760,268,124370,25762,267,82.5%,0,628,0.4%,1,1
116,文莱,15429,0,15189,142,0,98.4%,0,98,0.6%,0,1
117,马提尼克,47300,0,104,46427,0,0.2%,0,769,1.6%,0,1
118,法属圭亚那,47229,0,11254,35638,0,23.8%,0,337,0.7%,0,1
119,法罗群岛,5149,30,4722,414,0,91.7%,61,13,0.3%,0,1
120,阿尔巴尼亚,207709,321,199386,5129,19,96.0%,300,3194,1.5%,2,1
121,孟加拉国,1583626,268,1547750,7815,17,97.7%,247,28061,1.8%,4,1
122,保加利亚,734720,743,605807,98339,490,82.5%,201,30574,4.2%,52,1
123,摩尔多瓦,374526,229,360413,4500,0,96.2%,293,9613,2.6%,16,1
124,马尔代夫,94864,168,92558,2045,80,97.6%,88,261,0.3%,0,1
125,巴拉圭,465338,103,447626,1111,30,96.2%,72,16601,3.6%,1,1
126,马耳他,47082,572,39675,6931,477,84.3%,94,476,1.0%,1,1
127,哥斯达黎加,568860,0,560239,1278,0,98.5%,0,7343,1.3%,0,1
128,哥伦比亚,5124690,3414,4959128,35801,1576,96.8%,1795,129761,2.5%,43,1
129,多哥,28268,587,26052,1970,571,92.2%,16,246,0.9%,0,1
130,秘鲁,2279299,5922,1720665,356110,5888,75.5%,0,202524,8.9%,34,1
131,斯洛伐克,826850,383,760829,49576,0,92.0%,4867,16445,2.0%,62,1
132,喀麦隆,108676,0,106050,775,0,97.6%,0,1851,1.7%,0,1
133,梵蒂冈,27,0,27,0,0,100.0%,0,0,0.0%,0,1
134,塞尔维亚,1290469,976,1256219,21656,0,97.3%,1651,12594,1.0%,26,1
135,直布罗陀,8220,6,7559,561,6,92.0%,0,100,1.2%,0,1
136,不丹,2660,1,2642,15,1,99.3%,0,3,0.1%,0,1
137,列支敦士登,5940,39,5588,283,39,94.1%,0,69,1.2%,0,1
138,巴勒斯坦,438263,0,429946,3678,0,98.1%,0,4639,1.1%,0,1
139,南非,3413540,14828,3111957,210769,6983,91.2%,7815,90814,2.7%,30,1
140,波黑,287276,0,192218,81789,0,66.9%,0,13269,4.6%,0,1
141,匈牙利,1245319,0,1087943,118633,0,87.4%,0,38743,3.1%,0,1
142,斯洛文尼亚,456057,671,434425,16090,0,95.3%,779,5542,1.2%,7,1
143,波兰,4054865,6253,3582296,378204,0,88.3%,19606,94365,2.3%,16,1
144,阿根廷,5460042,7183,5264496,78511,1796,96.4%,5375,117035,2.1%,12,1
