id,area,confirmed,confirmedRelative,crued,curConfirm,curConfirmRelative,curedPercent,curedRelative,died,diedPercent,diedRelative,icuDisable
1,汤加王国,1,0,1,0,0,100.0%,0,0,0.0%,0,1
2,韩国,575615,5319,459628,111159,3165,79.8%,2100,4828,0.8%,54,1
3,帕劳共和国,8,0,8,0,0,100.0%,0,0,0.0%,0,1
4,圣赫勒拿,2,0,2,0,0,100.0%,0,0,0.0%,0,1
5,密克罗尼西亚,1,0,1,0,0,100.0%,0,0,0.0%,0,1
6,萨摩亚独立国,3,0,3,0,0,100.0%,0,0,0.0%,0,1
7,瓦努阿图共和国,6,0,5,0,0,83.3%,0,1,16.7%,0,1
8,马尔维纳斯群岛,83,0,68,15,0,81.9%,0,0,0.0%,0,1
9,马绍尔群岛,4,0,4,0,0,100.0%,0,0,0.0%,0,1
10,瓦利斯和富图纳群岛,454,0,438,9,0,96.5%,0,7,1.5%,0,1
11,所罗门群岛,20,0,20,0,0,100.0%,0,0,0.0%,0,1
12,莱索托,25609,795,14133,10811,699,55.2%,96,665,2.6%,0,1
13,科摩罗,4677,28,4408,117,26,94.2%,1,152,3.2%,1,1
14,塔吉克斯坦,17095,0,16966,5,0,99.2%,0,124,0.7%,0,1
15,海峡群岛,22304,0,20229,1965,0,90.7%,0,110,0.5%,0,1
16,阿拉伯联合酋长国,744890,301,738983,3753,151,99.2%,149,2154,0.3%,1,1
17,也门,10102,4,6976,1149,0,69.1%,8,1977,19.6%,0,1
18,圣皮埃尔,96,0,74,22,0,77.1%,0,0,0.0%,0,1
19,圣多美和普林西比,3735,0,3676,2,0,98.4%,0,57,1.5%,0,1
20,南苏丹,13614,0,12614,867,0,92.7%,0,133,1.0%,0,1
21,马拉维,65223,329,59161,3749,309,90.7%,20,2313,3.5%,0,1
22,布隆迪,22639,0,773,21828,0,3.4%,0,38,0.2%,0,1
23,塞拉利昂,6510,34,4393,1996,34,67.5%,0,121,1.9%,0,1
24,博茨瓦纳,204701,0,193454,8822,0,94.5%,0,2425,1.2%,0,1
25,百慕大,5917,0,5659,152,0,95.6%,0,106,1.8%,0,1
26,英属维尔京群岛,2886,0,2649,198,0,91.8%,0,39,1.4%,0,1
27,安圭拉,1629,0,1582,42,0,97.1%,0,5,0.3%,0,1
28,格林纳达,5920,0,5678,42,0,95.9%,0,200,3.4%,0,1
29,圣基茨和尼维斯,2808,0,2765,15,0,98.5%,0,28,1.0%,0,1
30,特克斯和凯科斯群岛,3172,9,3085,62,8,97.3%,1,25,0.8%,0,1
31,几内亚比绍,6456,0,6289,18,0,97.4%,0,149,2.3%,0,1
32,马里,19365,114,16219,2500,0,83.8%,173,646,3.3%,0,1
33,利比亚,382884,592,371185,6084,0,96.9%,793,5615,1.5%,9,1
34,老挝,100524,824,7339,92901,823,7.3%,0,284,0.3%,1,1
35,伯利兹,31294,0,30237,466,0,96.6%,0,591,1.9%,0,1
36,缅甸,528380,152,505761,3393,0,95.7%,292,19226,3.6%,7,1
37,多米尼克,6430,0,5985,401,0,93.1%,0,44,0.7%,0,1
38,莫桑比克,160457,1094,150484,8021,1039,93.8%,53,1952,1.2%,2,1
39,叙利亚,49806,58,31266,15690,0,62.8%,105,2850,5.7%,5,1
40,马恩岛,13154,117,12477,610,28,94.9%,89,67,0.5%,0,1
41,巴布亚新几内亚,36006,0,35275,142,0,98.0%,0,589,1.6%,0,1
42,厄立特里亚,7779,26,7566,143,0,97.3%,24,70,0.9%,2,1
43,乌干达,129676,258,98079,28323,175,75.6%,82,3274,2.5%,1,1
44,安哥拉,66086,70,63822,526,43,96.6%,27,1738,2.6%,0,1
45,东帝汶,19833,0,19704,7,0,99.3%,0,122,0.6%,0,1
46,新喀里多尼亚,12534,17,12074,180,0,96.3%,42,280,2.2%,0,1
47,马达加斯加,47295,0,43961,2338,0,93.0%,0,996,2.1%,0,1
48,津巴布韦,195079,1123,140812,49462,0,72.2%,2642,4805,2.5%,5,1
49,佛得角,38596,16,38124,121,3,98.8%,13,351,0.9%,0,1
50,蒙特塞拉特,45,0,43,1,0,95.6%,0,1,2.2%,0,1
51,海地,25923,0,22788,2370,0,87.9%,0,765,3.0%,0,1
52,尼日尔,7214,0,6879,63,0,95.4%,0,272,3.8%,0,1
53,乍得,5701,0,4874,646,0,85.5%,0,181,3.2%,0,1
54,萨尔瓦多,121530,46,105567,12153,0,86.9%,74,3810,3.1%,2,1
55,尼加拉瓜,17391,0,4225,12956,0,24.3%,0,210,1.2%,0,1
56,斐济,52651,28,51205,749,19,97.3%,9,697,1.3%,0,1
57,毛里求斯,22979,72,21461,838,0,93.4%,97,680,3.0%,0,1
58,赞比亚,219023,609,207561,7777,403,94.8%,201,3685,1.7%,5,1
59,吉布提,13538,7,13304,45,7,98.3%,0,189,1.4%,0,1
60,吉尔吉斯斯坦,184269,23,179352,2131,0,97.3%,29,2786,1.5%,1,1
