id,area,asymptomatic,asymptomaticRelative,confirmed,confirmedRelative,crued,curConfirm,curConfirmRelative,curedRelative,died,diedRelative,icuDisable,nativeRelative,overseasInputRelative
1,西藏,0,0,1,0,1,0,0,0,0,0,1,0,0
2,澳门,0,0,79,0,77,2,0,0,0,0,1,0,0
3,青海,0,0,30,0,30,0,0,0,0,0,1,0,0
4,台湾,0,0,17820,51,13742,3227,51,0,851,0,1,0,0
5,香港,0,0,12864,7,12393,258,-20,27,213,0,1,0,0
6,贵州,0,0,160,0,158,0,0,0,2,0,1,0,0
7,吉林,0,0,590,0,585,2,0,0,3,0,1,0,0
8,新疆,0,0,981,0,978,0,0,0,3,0,1,0,0
9,宁夏,0,0,122,0,122,0,0,0,0,0,1,0,0
10,内蒙古,0,0,1191,0,1190,0,-5,5,1,0,1,0,0
11,甘肃,0,0,356,0,354,0,0,0,2,0,1,0,0
12,天津,55,0,944,80,563,378,75,5,3,0,1,80,0
13,山西,0,0,266,0,265,1,0,0,0,0,1,0,0
14,辽宁,42,2,809,1,796,11,1,0,2,0,1,0,1
15,黑龙江,0,0,2035,0,2022,0,0,0,13,0,1,0,0
16,海南,0,0,190,0,184,0,0,0,6,0,1,0,0
17,河北,0,0,1458,0,1451,0,0,0,7,0,1,0,0
18,陕西,5,0,2822,5,1889,930,-141,146,3,0,1,5,0
19,云南,142,11,1845,2,1790,53,-1,3,2,0,1,0,2
20,广西,163,5,687,4,454,231,3,1,2,0,1,1,3
21,福建,22,0,1442,1,1340,101,-3,4,1,0,1,0,1
22,上海,28,0,3537,35,3067,463,25,10,7,0,1,0,35
23,北京,42,1,1226,1,1202,15,1,0,9,0,1,0,1
24,江苏,7,0,1629,0,1624,5,0,0,0,0,1,0,0
25,四川,27,1,1358,5,1313,42,3,2,3,0,1,0,5
26,山东,3,0,1054,1,1030,17,-1,2,7,0,1,0,1
27,江西,1,0,959,0,958,0,0,0,1,0,1,0,0
28,重庆,0,0,611,0,605,0,0,0,6,0,1,0,0
29,安徽,0,0,1009,0,1003,0,0,0,6,0,1,0,0
30,湖南,6,1,1229,0,1204,21,-2,2,4,0,1,0,0
31,河南,3,0,2471,69,1609,840,69,0,22,0,1,68,1
32,广东,100,4,3657,17,3415,234,10,7,8,0,1,9,8
33,浙江,126,0,2098,2,1842,255,2,0,1,0,1,0,2
34,湖北,14,0,68320,0,63804,4,0,0,4512,0,1,0,0
