id,area,confirmed,confirmedRelative,crued,curConfirm,curConfirmRelative,curedPercent,curedRelative,died,diedPercent,diedRelative,icuDisable
1,库克群岛,174,9,25,149,7,14.4%,2,0,0.0%,0,1
2,基里巴斯,3000,0,2366,621,0,78.9%,0,13,0.4%,0,1
3,汤加王国,1059,57,344,715,37,32.5%,20,0,0.0%,0,1
4,韩国,5212118,202714,969524,4233154,202528,18.6%,0,9440,0.2%,186,1
5,帕劳共和国,3864,0,3510,348,0,90.8%,0,6,0.2%,0,1
6,圣赫勒拿,2,0,2,0,0,100.0%,0,0,0.0%,0,1
7,密克罗尼西亚,1,0,1,0,0,100.0%,0,0,0.0%,0,1
8,萨摩亚独立国,41,8,28,13,8,68.3%,0,0,0.0%,0,1
9,瓦努阿图共和国,52,0,11,40,0,21.2%,0,1,1.9%,0,1
10,马尔维纳斯群岛,115,0,68,47,0,59.1%,0,0,0.0%,0,1
11,马绍尔群岛,7,0,7,0,0,100.0%,0,0,0.0%,0,1
12,瓦利斯和富图纳群岛,454,0,438,9,0,96.5%,0,7,1.5%,0,1
13,所罗门群岛,8150,124,1795,6237,110,22.0%,12,118,1.4%,2,1
14,莱索托,32716,0,23461,8558,0,71.7%,0,697,2.1%,0,1
15,科摩罗,8051,0,7877,14,0,97.8%,0,160,2.0%,0,1
16,塔吉克斯坦,17388,0,17263,1,0,99.3%,0,124,0.7%,0,1
17,海峡群岛,55432,694,51537,3749,64,93.0%,629,146,0.3%,1,1
18,阿拉伯联合酋长国,883593,0,845470,35821,0,95.7%,0,2302,0.3%,0,1
19,也门,11781,0,8813,830,0,74.8%,0,2138,18.1%,0,1
20,圣皮埃尔,1125,23,1083,41,10,96.3%,13,1,0.1%,0,1
21,圣多美和普林西比,5934,0,5862,0,-1,98.8%,1,72,1.2%,0,1
22,南苏丹,17025,16,13494,3394,9,79.3%,7,137,0.8%,0,1
23,马拉维,85452,11,76418,6415,-42,89.4%,53,2619,3.1%,0,1
24,布隆迪,38178,0,773,37367,0,2.0%,0,38,0.1%,0,1
25,塞拉利昂,7666,1,4393,3148,1,57.3%,0,125,1.6%,0,1
26,博茨瓦纳,263950,0,259434,1897,0,98.3%,0,2619,1.0%,0,1
27,百慕大,11743,109,11440,180,7,97.4%,102,123,1.0%,0,1
28,英属维尔京群岛,6091,0,2649,3380,0,43.5%,0,62,1.0%,0,1
29,安圭拉,2574,19,2552,13,-5,99.1%,24,9,0.3%,0,1
30,格林纳达,13690,0,13336,138,0,97.4%,0,216,1.6%,0,1
31,圣基茨和尼维斯,5537,0,5490,5,0,99.2%,0,42,0.8%,0,1
32,特克斯和凯科斯群岛,5867,0,5787,44,0,98.6%,0,36,0.6%,0,1
33,几内亚比绍,8038,0,7034,836,0,87.5%,0,168,2.1%,0,1
34,马里,30401,0,29557,119,-7,97.2%,7,725,2.4%,0,1
35,利比亚,498839,0,478443,14082,0,95.9%,0,6314,1.3%,0,1
36,老挝,144551,231,7660,136258,230,5.3%,0,633,0.4%,1,1
37,伯利兹,56952,0,55539,761,0,97.5%,0,652,1.1%,0,1
38,缅甸,601020,0,550882,30744,0,91.7%,0,19394,3.2%,0,1
39,多米尼克,11248,0,10918,269,0,97.1%,0,61,0.5%,0,1
40,莫桑比克,225150,0,221495,1458,0,98.4%,0,2197,1.0%,0,1
