id,area,confirmed,confirmedRelative,crued,curConfirm,curConfirmRelative,curedPercent,curedRelative,died,diedPercent,diedRelative,icuDisable
1,汤加王国,1,0,1,0,0,100.0%,0,0,0.0%,0,1
2,韩国,551551,7622,448809,98151,4883,81.4%,2677,4591,0.8%,62,1
3,帕劳共和国,8,0,8,0,0,100.0%,0,0,0.0%,0,1
4,圣赫勒拿,2,0,2,0,0,100.0%,0,0,0.0%,0,1
5,密克罗尼西亚,1,0,1,0,0,100.0%,0,0,0.0%,0,1
6,萨摩亚独立国,3,0,3,0,0,100.0%,0,0,0.0%,0,1
7,瓦努阿图共和国,6,0,5,0,0,83.3%,0,1,16.7%,0,1
8,马尔维纳斯群岛,83,0,68,15,0,81.9%,0,0,0.0%,0,1
9,马绍尔群岛,4,0,4,0,0,100.0%,0,0,0.0%,0,1
10,瓦利斯和富图纳群岛,454,0,438,9,0,96.5%,0,7,1.5%,0,1
11,所罗门群岛,20,0,20,0,0,100.0%,0,0,0.0%,0,1
12,莱索托,24298,395,13952,9681,371,57.4%,24,665,2.7%,0,1
13,科摩罗,4606,17,4400,55,8,95.5%,9,151,3.3%,0,1
14,塔吉克斯坦,17095,0,16966,5,0,99.2%,0,124,0.7%,0,1
15,海峡群岛,21667,236,19632,1925,121,90.6%,114,110,0.5%,1,1
16,阿拉伯联合酋长国,743586,234,738387,3048,107,99.3%,127,2151,0.3%,0,1
17,也门,10092,11,6960,1158,5,69.0%,5,1974,19.6%,1,1
18,圣皮埃尔,96,0,74,22,0,77.1%,0,0,0.0%,0,1
19,圣多美和普林西比,3735,2,3676,2,1,98.4%,1,57,1.5%,0,1
20,南苏丹,13309,80,12614,562,80,94.8%,0,133,1.0%,0,1
21,马拉维,63944,475,59075,2558,434,92.4%,40,2311,3.6%,1,1
22,布隆迪,21422,279,773,20611,279,3.6%,0,38,0.2%,0,1
23,塞拉利昂,6452,0,4393,1938,0,68.1%,0,121,1.9%,0,1
24,博茨瓦纳,199864,2220,192452,4987,2219,96.3%,0,2425,1.2%,1,1
25,百慕大,5815,31,5647,62,27,97.1%,4,106,1.8%,0,1
26,英属维尔京群岛,2886,44,2649,198,44,91.8%,0,39,1.4%,0,1
27,安圭拉,1592,0,1521,67,0,95.5%,0,4,0.3%,0,1
28,格林纳达,5919,4,5675,44,1,95.9%,3,200,3.4%,0,1
29,圣基茨和尼维斯,2801,1,2765,8,0,98.7%,4,28,1.0%,0,1
