id,area,asymptomatic,asymptomaticRelative,confirmed,confirmedRelative,crued,curConfirm,curConfirmRelative,curedRelative,died,diedRelative,icuDisable,nativeRelative,overseasInputRelative
1,西藏,0,0,1,0,1,0,0,0,0,0,1,0,0
2,澳门,0,0,79,0,79,0,0,0,0,0,1,0,0
3,青海,0,0,30,0,30,0,0,0,0,0,1,0,0
4,台湾,0,0,19797,131,13742,5203,131,0,852,0,1,0,0
5,香港,0,0,19881,782,15234,4420,541,238,227,3,1,0,0
6,贵州,0,0,162,0,159,1,0,0,2,0,1,0,0
7,吉林,0,0,596,2,587,6,2,0,3,0,1,0,2
8,新疆,0,0,996,0,993,0,0,0,3,0,1,0,0
9,宁夏,0,0,122,0,122,0,0,0,0,0,1,0,0
10,内蒙古,1,1,1203,5,1190,12,5,0,1,0,1,5,0
11,甘肃,0,0,356,0,354,0,0,0,2,0,1,0,0
12,天津,0,0,1089,0,1070,16,-3,3,3,0,1,0,0
13,山西,0,0,268,0,267,1,0,0,0,0,1,0,0
14,辽宁,11,1,930,7,809,119,7,0,2,0,1,7,0
15,黑龙江,39,0,2066,0,2037,16,-2,2,13,0,1,0,0
16,海南,0,0,190,0,184,0,0,0,6,0,1,0,0
17,河北,0,0,1476,0,1461,8,-2,2,7,0,1,0,0
18,陕西,0,0,2826,0,2823,0,0,0,3,0,1,0,0
19,云南,78,3,1893,2,1863,28,-2,4,2,0,1,1,1
20,广西,143,2,1016,5,667,347,-19,24,2,0,1,1,4
21,福建,40,0,1510,3,1437,72,3,0,1,0,1,0,3
22,上海,2,1,3922,9,3744,171,-10,19,7,0,1,0,9
23,北京,176,2,1368,0,1334,25,-7,7,9,0,1,0,0
24,江苏,28,13,1678,19,1630,48,19,0,0,0,1,19,0
25,四川,35,0,1392,2,1366,23,2,0,3,0,1,0,2
26,山东,23,1,1108,9,1056,45,7,2,7,0,1,0,9
27,江西,0,0,959,0,958,0,0,0,1,0,1,0,0
28,重庆,9,0,613,0,606,1,-1,1,6,0,1,0,0
29,安徽,1,0,1009,0,1003,0,0,0,6,0,1,0,0
30,湖南,2,0,1233,0,1221,8,0,0,4,0,1,0,0
31,河南,11,0,2664,1,2561,81,-16,17,22,0,1,0,1
32,广东,112,11,4047,29,3744,295,19,10,8,0,1,7,22
33,浙江,109,0,2250,4,1871,378,4,0,1,0,1,0,4
34,湖北,6,4,68320,0,63808,0,0,0,4512,0,1,0,0
