id,area,confirmed,confirmedRelative,crued,curConfirm,curConfirmRelative,curedPercent,curedRelative,died,diedPercent,diedRelative,icuDisable
1,汤加王国,1,0,0,1,0,0.0%,0,0,0.0%,0,1
2,韩国,395460,2323,360891,31466,2291,91.3%,0,3103,0.8%,32,1
3,帕劳共和国,8,0,8,0,0,100.0%,0,0,0.0%,0,1
4,圣赫勒拿,2,0,2,0,0,100.0%,0,0,0.0%,0,1
5,密克罗尼西亚,1,0,1,0,0,100.0%,0,0,0.0%,0,1
6,萨摩亚独立国,3,0,3,0,0,100.0%,0,0,0.0%,0,1
7,瓦努阿图共和国,6,0,3,2,0,50.0%,0,1,16.7%,0,1
8,马尔维纳斯群岛,72,0,68,4,0,94.4%,0,0,0.0%,0,1
9,马绍尔群岛,4,0,4,0,0,100.0%,0,0,0.0%,0,1
10,瓦利斯和富图纳群岛,445,0,438,0,0,98.4%,0,7,1.6%,0,1
11,所罗门群岛,20,0,20,0,0,100.0%,0,0,0.0%,0,1
12,莱索托,21688,1,13095,7933,0,60.4%,45,660,3.0%,0,1
13,科摩罗,4371,8,4140,82,7,94.7%,1,149,3.4%,0,1
14,塔吉克斯坦,17091,0,16965,2,0,99.3%,0,124,0.7%,0,1
15,海峡群岛,14519,140,13250,1169,87,91.3%,53,100,0.7%,0,1
16,阿拉伯联合酋长国,740879,0,735457,3279,0,99.3%,0,2143,0.3%,0,1
17,也门,9918,6,6623,1372,0,66.8%,7,1923,19.4%,2,1
18,圣皮埃尔,32,0,32,0,0,100.0%,0,0,0.0%,0,1
19,圣多美和普林西比,3730,0,3650,24,0,97.9%,2,56,1.5%,0,1
20,南苏丹,12558,12,12169,256,12,96.9%,0,133,1.1%,0,1
21,马拉维,61843,7,58574,967,0,94.7%,52,2302,3.7%,0,1
22,布隆迪,20221,11,773,19410,11,3.8%,0,38,0.2%,0,1
23,塞拉利昂,6396,0,4393,1882,0,68.7%,0,121,1.9%,0,1
24,博茨瓦纳,193701,0,190577,713,0,98.4%,0,2411,1.2%,0,1
25,百慕大,5708,20,5544,58,0,97.1%,24,106,1.9%,0,1
26,英属维尔京群岛,2725,0,2649,39,0,97.2%,0,37,1.4%,0,1
27,安圭拉,1137,0,1053,80,0,92.6%,0,4,0.4%,0,1
28,格林纳达,5863,0,5595,68,0,95.4%,2,200,3.4%,0,1
29,圣基茨和尼维斯,2749,9,2649,73,3,96.4%,6,27,1.0%,0,1
30,特克斯和凯科斯群岛,3035,0,2965,47,0,97.7%,0,23,0.8%,0,1
31,几内亚比绍,6363,38,6022,198,0,94.6%,56,143,2.2%,0,1
32,马里,16643,43,14829,1229,9,89.1%,32,585,3.5%,2,1
